"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.258,0.264,0.253,0.312,0.295,0.229,0.16,0.369,0.199,0.261,0.638,0.104,0.237,0.745,0.582,0.087,0.179,0.027
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.368,0.34,0.391,0.158,0.279,0.501,0.632,0.246,0.322,0.447,0.064,0.593,0.294,0.108,0.072,0.78,0.542,0.024
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.228,0.24,0.217,0.318,0.25,0.183,0.127,0.225,0.292,0.18,0.169,0.217,0.203,0.091,0.079,0.086,0.084,0.853
"Los candidatos a presidente y vicepresidente de la izquierda",0.041,0.03,0.051,0.05,0.06,0.032,0.01,0.053,0.055,0.027,0.026,0.018,0.039,0.021,0.13,0.008,0.065,0
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.044,0.032,0.054,0.066,0.045,0.022,0.039,0.046,0.051,0.038,0.06,0.034,0.059,0.006,0.118,0.01,0.07,0.087
"En blanco",0.02,0.042,0.002,0.042,0.017,0.004,0.017,0.017,0.023,0.02,0.002,0.007,0.077,0.007,0,0.003,0,0.004
"No sabe",0.041,0.052,0.032,0.054,0.054,0.029,0.015,0.044,0.058,0.027,0.041,0.027,0.091,0.022,0.019,0.026,0.06,0.005
