"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.273,0.292,0.258,0.32,0.321,0.248,0.162,0.381,0.224,0.271,0.679,0.105,0.285,0.768,0.582,0.087,0.228,0.032
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.385,0.349,0.415,0.188,0.298,0.511,0.638,0.248,0.355,0.457,0.064,0.607,0.337,0.108,0.072,0.806,0.553,0.024
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.234,0.25,0.22,0.334,0.255,0.183,0.131,0.251,0.292,0.184,0.169,0.227,0.203,0.091,0.079,0.086,0.084,0.853
"Los candidatos a presidente y vicepresidente de la izquierda",0.041,0.03,0.051,0.05,0.06,0.032,0.01,0.053,0.055,0.027,0.026,0.018,0.039,0.021,0.13,0.008,0.065,0
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.046,0.035,0.054,0.066,0.049,0.022,0.039,0.047,0.051,0.041,0.06,0.036,0.059,0.006,0.137,0.01,0.07,0.087
"En blanco",0.021,0.044,0.002,0.042,0.017,0.004,0.02,0.02,0.023,0.02,0.002,0.007,0.077,0.006,0,0.003,0,0.004
