"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.239,0.228,0.248,0.189,0.33,0.22,0.163,0.301,0.194,0.251,0.572,0.112,0.37,0.648,0.446,0.088,0.235,0.077
"Juntos por el Cambio",0.376,0.331,0.414,0.182,0.283,0.567,0.573,0.253,0.318,0.465,0.097,0.618,0.201,0.209,0.216,0.761,0.474,0.032
"De los liberales libertarios",0.195,0.218,0.177,0.283,0.203,0.147,0.127,0.211,0.209,0.179,0.199,0.183,0.197,0.092,0.065,0.106,0.113,0.595
"De la Izquierda",0.046,0.051,0.041,0.054,0.055,0.036,0.029,0.086,0.043,0.033,0.021,0.028,0.028,0.011,0.19,0,0.051,0.032
"Hacemos por nuestro país",0.041,0.042,0.04,0.087,0.047,0.012,0.008,0.054,0.05,0.03,0.066,0.026,0,0.01,0,0.01,0.044,0.151
"Otro",0.029,0.03,0.029,0.07,0.004,0,0.054,0.048,0.048,0.008,0.004,0.001,0.115,0.023,0,0,0.037,0.03
"En blanco",0.028,0.057,0.003,0.041,0.032,0.003,0.029,0.01,0.058,0.011,0.027,0.003,0.042,0,0.083,0.018,0.034,0.004
"No sabe",0.046,0.043,0.048,0.094,0.046,0.015,0.017,0.037,0.08,0.023,0.014,0.029,0.047,0.007,0,0.017,0.012,0.079
