"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.389,0.421,0.362,0.496,0.433,0.352,0.266,0.618,0.262,0.389,0.791,0.222,0.483,0.84,0.678,0.158,0.478,0.067
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.278,0.292,0.268,0.345,0.292,0.225,0.256,0.154,0.361,0.27,0.133,0.346,0.074,0.055,0.205,0.238,0.177,0.848
"En blanco",0.22,0.198,0.238,0.077,0.213,0.339,0.232,0.084,0.285,0.226,0.033,0.294,0.352,0.079,0.075,0.403,0.201,0.017
"No sabe",0.113,0.089,0.132,0.082,0.062,0.084,0.246,0.144,0.092,0.115,0.043,0.138,0.091,0.026,0.042,0.201,0.144,0.068
