"var","categoria","Unión por la Patria","Juntos por el Cambio","De los liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.747,0.114,0.115,0.108,0,0.103,0.237,0.057
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.128,0.801,0.084,0.032,0,0.053,0,0.19
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.079,0.05,0.734,0.131,0.549,0,0.029,0.264
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.022,0.006,0,0.574,0.065,0.228,0,0.009
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0,0.024,0.02,0.126,0.376,0.512,0,0.009
"P13","En blanco",0,0,0.028,0,0.01,0.104,0.382,0.037
"P13","No sabe",0.024,0.005,0.019,0.029,0,0,0.352,0.434
"P16","Union por la Patria",0.741,0.071,0.152,0.25,0.257,0.045,0.337,0.237
"P16","Cambiemos",0.112,0.811,0.261,0.141,0.318,0.523,0,0.213
"P16","Liberales",0.087,0.047,0.483,0.042,0.128,0.025,0,0.291
"P16","Izquierda",0.045,0.006,0.005,0.48,0.116,0.267,0.149,0.124
"P16","No sabe",0.015,0.065,0.099,0.087,0.181,0.14,0.514,0.135
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.625,0.098,0.168,0.293,0.028,0.044,0,0
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.216,0.736,0.2,0.077,0.384,0.044,0,0.107
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.042,0.08,0.519,0,0.23,0.039,0,0.644
"P17","La candidata a Jefe de Gobierno de la izquierda",0.05,0.003,0,0.492,0.062,0.265,0.072,0.116
"P17","En blanco",0.045,0.067,0.074,0,0.028,0.351,0.87,0.013
"P17","No sabe",0.022,0.016,0.039,0.138,0.268,0.257,0.058,0.12
"P26","Totalmente seguro",0.687,0.706,0.66,0.446,0.683,0.429,0.082,0.543
"P26","Bastante seguro",0.142,0.148,0.175,0.228,0.159,0.3,0.373,0
"P26","Algo seguro",0.096,0.1,0.165,0.206,0,0.073,0.139,0.16
"P26","Para nada seguro",0.075,0.046,0,0.12,0.158,0.198,0.406,0.297
"P27","Tiene Decidido que va a ir a votar",0.988,0.92,0.916,0.746,0.964,0.567,0.502,0.775
"P27","Tiene dudas sobre si va a ir a  votar",0.009,0.046,0.064,0.06,0.036,0.333,0.307,0.123
"P27","Tiene Decidido que no va a ir a votar",0.003,0.034,0.02,0.194,0,0.1,0.191,0.102
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.853,0.135,0.195,0.439,0.12,0.503,0,0.051
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.105,0.844,0.279,0.073,0.313,0.129,0.233,0.368
"P28","En blanco",0.027,0.02,0.338,0.324,0.177,0.038,0.455,0.377
"P28","No sabe",0.015,0.001,0.188,0.164,0.39,0.33,0.312,0.204
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.397,0.812,0.245,0.1,0.152,0.385,0.095,0.357
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.097,0.108,0.651,0.168,0.674,0.345,0.115,0.083
"P29","En blanco",0.309,0.068,0.07,0.616,0,0,0.358,0.338
"P29","No sabe",0.197,0.012,0.034,0.116,0.174,0.27,0.432,0.222
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.854,0.202,0.183,0.271,0.114,0.205,0,0.014
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.036,0.231,0.738,0.281,0.729,0.303,0.066,0.577
"P30","En blanco",0.07,0.397,0.044,0.343,0,0,0.768,0.281
"P30","No sabe",0.04,0.17,0.035,0.105,0.157,0.492,0.166,0.128
"P38","Inflación",0.421,0.33,0.344,0.153,0.641,0.395,0.555,0.086
"P38","Desempleo",0.165,0.023,0.044,0.178,0,0.381,0.037,0
"P38","Corrupción",0.11,0.477,0.426,0.199,0.222,0.115,0.102,0.603
"P38","Inseguridad",0.108,0.095,0.092,0.287,0.076,0,0.246,0
"P38","Precio del dólar",0.003,0.005,0,0,0,0,0,0
"P38","Pobreza",0.1,0.029,0.072,0.066,0,0,0.06,0.172
"P38","Narcotráfico",0.003,0.006,0.013,0,0,0,0,0
"P38","Tarifas",0.012,0,0,0,0,0,0,0
"P38","Otro",0.069,0.034,0.009,0.079,0.061,0,0,0.139
"P38","No sabe",0.009,0.001,0,0.038,0,0.109,0,0
