"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.24,0.196,0.264,0.075
"P10_imputadas","Juan Grabois a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.042,0.01,0.037,0.073
"P10_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.16,0.093,0.079,0.096
"P10_imputadas","Juan Grabois a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.048,0.078,0.004,0.031
"P10_imputadas","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.206,0.28,0.235,0.11
"P10_imputadas","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.081,0.13,0.15,0.057
"P10_imputadas","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.183,0.166,0.144,0.251
"P10_imputadas","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.013,0.035,0.072,0.232
"P10_imputadas","En blanco",0.027,0.012,0.015,0.075
"P13_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.406,0.276,0.303,0.229
"P13_imputadas","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.284,0.338,0.274,0.222
"P13_imputadas","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.182,0.235,0.223,0.187
"P13_imputadas","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.049,0.091,0.096,0.16
"P13_imputadas","En blanco",0.079,0.06,0.104,0.202
"P16_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.397,0.32,0.435,0.178
"P16_imputadas","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.258,0.336,0.344,0.315
"P16_imputadas","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.229,0.279,0.116,0.176
"P16_imputadas","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.042,0.036,0.069,0.216
"P16_imputadas","En blanco",0.074,0.029,0.036,0.115
"P19_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.425,0.365,0.418,0.249
"P19_imputadas","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.256,0.37,0.271,0.29
"P19_imputadas","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.182,0.221,0.235,0.081
"P19_imputadas","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.042,0.015,0.025,0.156
"P19_imputadas","En blanco",0.095,0.029,0.051,0.224
"P22_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.366,0.26,0.365,0.198
"P22_imputadas","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.265,0.362,0.339,0.288
"P22_imputadas","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.226,0.242,0.191,0.127
"P22_imputadas","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.038,0.036,0.08,0.126
"P22_imputadas","En blanco",0.105,0.1,0.025,0.261
