"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Zabaleta","Delfino","De Francesco","Chayan","Arguello"
"Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.283,0.26,0.305,0.147,0.302,0.428,0.301,0.242,0.312,0.291,0.553,0.067,0.14,0.44,0.163,0.181,0.101,0
"Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.235,0.253,0.219,0.257,0.19,0.234,0.299,0.273,0.193,0.264,0.122,0.457,0.319,0.216,0.426,0.3,0.129,0.228
"Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.187,0.224,0.152,0.294,0.17,0.112,0.124,0.2,0.169,0.201,0.096,0.279,0.25,0.139,0.184,0.37,0.288,0.573
"Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.048,0.047,0.049,0.035,0.072,0.012,0.065,0.054,0.037,0.061,0.028,0.041,0,0.03,0.042,0,0.446,0.109
"En blanco",0.082,0.065,0.097,0.073,0.1,0.092,0.045,0.039,0.114,0.086,0.067,0.077,0.045,0.065,0.09,0,0.036,0.06
"No sabe",0.165,0.151,0.178,0.194,0.166,0.122,0.166,0.192,0.175,0.097,0.134,0.079,0.246,0.11,0.095,0.149,0,0.03
