"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Zabaleta","Delfino","De Francesco","Chayan","Arguello"
"Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.299,0.296,0.302,0.26,0.305,0.362,0.274,0.245,0.353,0.271,0.554,0.107,0.088,0.451,0.145,0.015,0.197,0.254
"Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.221,0.21,0.23,0.187,0.194,0.293,0.245,0.238,0.185,0.27,0.098,0.461,0.342,0.165,0.498,0.416,0.322,0
"Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.179,0.238,0.124,0.247,0.188,0.079,0.164,0.189,0.165,0.192,0.088,0.265,0.296,0.139,0.17,0.347,0.162,0.524
"Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.047,0.051,0.044,0.039,0.059,0.031,0.06,0.051,0.032,0.077,0.046,0.016,0.019,0.035,0.02,0.114,0.215,0.118
"En blanco",0.062,0.036,0.087,0.059,0.067,0.076,0.043,0.033,0.091,0.049,0.057,0.049,0.019,0.057,0.033,0,0.084,0.069
"No sabe",0.192,0.169,0.213,0.208,0.187,0.159,0.214,0.244,0.174,0.141,0.157,0.102,0.236,0.153,0.134,0.108,0.02,0.035
