"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Zabaleta","Delfino","De Francesco","Chayan","Arguello"
"Sergio Massa a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.336,0.32,0.35,0.253,0.326,0.455,0.35,0.334,0.367,0.269,0.642,0.162,0.156,0.543,0.211,0.094,0.253,0.059
"Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.23,0.262,0.201,0.224,0.18,0.293,0.269,0.217,0.204,0.31,0.082,0.508,0.132,0.173,0.436,0.391,0.176,0.101
"Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.159,0.19,0.131,0.208,0.17,0.087,0.141,0.147,0.15,0.2,0.082,0.151,0.342,0.1,0.157,0.325,0.226,0.692
"Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.047,0.056,0.039,0.036,0.066,0.019,0.066,0.066,0.032,0.048,0.048,0.034,0,0.039,0.048,0,0.218,0.089
"En blanco",0.072,0.037,0.103,0.062,0.109,0.047,0.039,0.016,0.107,0.088,0.06,0.071,0.042,0.05,0.07,0,0.127,0.031
"No sabe",0.156,0.135,0.176,0.217,0.149,0.099,0.135,0.22,0.14,0.085,0.086,0.074,0.328,0.095,0.078,0.19,0,0.028
