"var","categoria","Si","No"
"P05","Mucho",0.463,0.219
"P05","Bastante",0.224,0.422
"P05","Poco",0.179,0.359
"P05","Nada",0.105,0
"P05","No sabe",0.029,0
"P06","Siempre",0.263,0.213
"P06","Casi siempre",0.333,0.174
"P06","Casi nunca",0.211,0.344
"P06","Nunca, pero esta es una excepción",0.193,0.269
"P09","Unión por la Patria",0.438,0.53
"P09","Juntos por el Cambio",0.237,0.325
"P09","De los Liberales libertarios",0.099,0.032
"P09","De la Izquierda",0.052,0
"P09","Hacemos por nuestro pais",0.026,0
"P09","Otro",0.015,0
"P09","En blanco",0.033,0
"P09","No sabe",0.1,0.113
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.202,0.28
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.042,0.131
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.16,0.088
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.061,0
"P10","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.194,0.081
"P10","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.091,0.175
"P10","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.142,0.132
"P10","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.041,0
"P10","En blanco",0.02,0
"P10","No sabe",0.047,0.113
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.309,0.542
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.215,0.246
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.15,0
"P13","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.049,0.113
"P13","En blanco",0.062,0
"P13","No sabe",0.215,0.099
"P16","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.34,0.575
"P16","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.226,0.326
"P16","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.165,0.099
"P16","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.054,0
"P16","En blanco",0.061,0
"P16","No sabe",0.154,0
"P19","Sergio Massa a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.437,0.542
"P19","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.222,0.214
"P19","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.134,0.244
"P19","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.033,0
"P19","En blanco",0.062,0
"P19","No sabe",0.112,0
"P22","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.363,0.705
"P22","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.237,0.184
"P22","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.178,0.111
"P22","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.029,0
"P22","En blanco",0.059,0
"P22","No sabe",0.134,0
"P25","Totalmente seguro",0.702,0.413
"P25","Bastante seguro",0.095,0.113
"P25","Algo seguro",0.102,0.444
"P25","Para nada seguro",0.101,0.03
"P26","Tiene Decidido que va a ir a votar",0.946,0.598
"P26","Tiene dudas sobre si va a ir a  votar",0.045,0.038
"P26","Tiene Decidido que no va a ir a votar",0.009,0.364
