"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P08","Siempre",0.223,0.192,0.158,0.145
"P08","Casi siempre",0.258,0.309,0.278,0.309
"P08","Casi nunca",0.337,0.34,0.39,0.291
"P08","Nunca, pero esta es una excepción",0.182,0.159,0.174,0.255
"P09","Adriana Nazario por Hacemos Unidos por Córdoba",0.166,0.239,0.181,0.156
"P09","Guillermo De Rivas por Hacemos Unidos por Córdoba",0.39,0.162,0.033,0.01
"P09","Gonzalo Parodi por la UCR",0.045,0.127,0.167,0.105
"P09","Mauricio Dova por Hacemos Unidos por Córdoba",0.061,0.063,0.047,0.067
"P09","Gabriel Abrile por la Libertad Avanza",0.214,0.228,0.351,0.248
"P09","Ivon Tesio por partido Vecinal",0,0.03,0.021,0.004
"P09","Pablo Carrizo por partido conciencia desarrollista",0.018,0,0.046,0.061
"P09","En blanco",0.065,0.038,0.041,0.059
"P09","No sabe",0.041,0.113,0.113,0.29
"P13","La votaría",0.503,0.265,0.222,0.164
"P13","Puede que la vote",0.148,0.446,0.138,0.062
"P13","Nunca la votaría",0.281,0.225,0.571,0.121
"P13","No sabe",0.068,0.064,0.069,0.653
"P15","La votaría",0.302,0.132,0.175,0.071
"P15","Puede que la vote",0.152,0.428,0.146,0.048
"P15","Nunca la votaría",0.437,0.333,0.639,0.055
"P15","No sabe",0.109,0.107,0.04,0.826
"P16","La votaría",0.208,0.034,0.032,0.028
"P16","Puede que la vote",0.11,0.359,0.083,0.044
"P16","Nunca la votaría",0.54,0.484,0.809,0.057
"P16","No sabe",0.142,0.123,0.076,0.871
"P17","La votaría",0.24,0.241,0.314,0.139
"P17","Puede que la vote",0.151,0.271,0.14,0.084
"P17","Nunca la votaría",0.5,0.355,0.511,0.082
"P17","No sabe",0.109,0.133,0.035,0.695
"P18","Muy buena",0.307,0.161,0.103,0.102
"P18","Buena",0.189,0.279,0.08,0.138
"P18","Ni buena ni mala",0.297,0.331,0.297,0.331
"P18","Mala",0.151,0.162,0.342,0.287
"P18","Muy mala",0.053,0.064,0.171,0.041
"P18","No sabe",0.003,0.003,0.007,0.101
"P19","Muy buena",0.268,0.096,0.273,0.113
"P19","Buena",0.194,0.31,0.237,0.285
"P19","Ni buena ni mala",0.269,0.362,0.226,0.241
"P19","Mala",0.222,0.109,0.163,0.166
"P19","Muy mala",0.047,0.116,0.09,0.077
"P19","No sabe",0,0.007,0.011,0.118
"P20","Muy buena",0.239,0.089,0.268,0.118
"P20","Buena",0.111,0.283,0.15,0.147
"P20","Ni buena ni mala",0.455,0.355,0.322,0.343
"P20","Mala",0.117,0.086,0.185,0.117
"P20","Muy mala",0.055,0.098,0.059,0.056
"P20","No sabe",0.023,0.089,0.016,0.219
"P21","Muy buena",0.431,0.353,0.255,0.25
"P21","Buena",0.169,0.269,0.237,0.264
"P21","Ni buena ni mala",0.287,0.252,0.214,0.262
"P21","Mala",0.082,0.083,0.193,0.088
"P21","Muy mala",0.021,0.043,0.097,0.041
"P21","No sabe",0.01,0,0.004,0.095
"P22","Muy buena",0.433,0.274,0.486,0.367
"P22","Buena",0.082,0.182,0.135,0.197
"P22","Ni buena ni mala",0.165,0.255,0.134,0.121
"P22","Mala",0.196,0.184,0.11,0.089
"P22","Muy mala",0.121,0.101,0.119,0.137
"P22","No sabe",0.003,0.004,0.016,0.089
"P23","Muy buena",0.188,0.158,0.107,0.134
"P23","Buena",0.055,0.103,0.038,0.067
"P23","Ni buena ni mala",0.199,0.241,0.107,0.101
"P23","Mala",0.305,0.229,0.392,0.246
"P23","Muy mala",0.253,0.265,0.352,0.392
"P23","No sabe",0,0.004,0.004,0.06
"P24","Muy buena",0.183,0.084,0.21,0.089
"P24","Buena",0.156,0.261,0.245,0.246
"P24","Ni buena ni mala",0.292,0.256,0.247,0.275
"P24","Mala",0.204,0.224,0.164,0.142
"P24","Muy mala",0.162,0.171,0.134,0.18
"P24","No sabe",0.003,0.004,0,0.068
"P25","Muy buena",0.141,0.052,0.049,0.039
"P25","Buena",0.166,0.18,0.106,0.052
"P25","Ni buena ni mala",0.227,0.288,0.131,0.211
"P25","Mala",0.249,0.244,0.302,0.214
"P25","Muy mala",0.217,0.232,0.407,0.42
"P25","No sabe",0,0.004,0.005,0.064
