"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P08","Siempre",0.448,0.141,0.226,0.14,0.137,0
"P08","Casi siempre",0.109,0.374,0.295,0.306,0.289,0.407
"P08","Casi nunca",0.206,0.315,0.305,0.416,0.394,0.095
"P08","Nunca, pero esta es una excepción",0.237,0.17,0.174,0.138,0.18,0.498
"P09","Adriana Nazario por Hacemos Unidos por Córdoba",0.366,0.313,0.179,0.196,0.119,0
"P09","Guillermo De Rivas por Hacemos Unidos por Córdoba",0.105,0.155,0.15,0.088,0.078,0.043
"P09","Gonzalo Parodi por la UCR",0.007,0.065,0.124,0.166,0.136,0.128
"P09","Mauricio Dova por Hacemos Unidos por Córdoba",0.061,0.081,0.095,0.065,0.015,0.298
"P09","Gabriel Abrile por la Libertad Avanza",0.291,0.157,0.136,0.255,0.487,0
"P09","Ivon Tesio por partido Vecinal",0.019,0.05,0.01,0.024,0.006,0
"P09","Pablo Carrizo por partido conciencia desarrollista",0,0.027,0.124,0.022,0.012,0
"P09","En blanco",0.09,0.035,0.055,0.04,0.028,0
"P09","No sabe",0.061,0.117,0.127,0.144,0.119,0.531
"P13","La votaría",0.589,0.445,0.307,0.259,0.163,0
"P13","Puede que la vote",0.183,0.257,0.224,0.169,0.127,0.108
"P13","Nunca la votaría",0.196,0.165,0.241,0.41,0.473,0.052
"P13","No sabe",0.032,0.133,0.228,0.162,0.237,0.84
"P14","La votaría",0.364,0.227,0.188,0.152,0.1,0
"P14","Puede que la vote",0.157,0.287,0.275,0.173,0.124,0.043
"P14","Nunca la votaría",0.332,0.381,0.282,0.482,0.491,0.117
"P14","No sabe",0.147,0.105,0.255,0.193,0.285,0.84
"P15","La votaría",0.251,0.156,0.151,0.219,0.115,0.088
"P15","Puede que la vote",0.082,0.288,0.217,0.164,0.158,0.134
"P15","Nunca la votaría",0.501,0.42,0.437,0.385,0.418,0.043
"P15","No sabe",0.166,0.136,0.195,0.232,0.309,0.735
"P16","La votaría",0.228,0.106,0.012,0.04,0.047,0
"P16","Puede que la vote",0.125,0.245,0.173,0.121,0.088,0
"P16","Nunca la votaría",0.462,0.462,0.537,0.575,0.548,0.16
"P16","No sabe",0.185,0.187,0.278,0.264,0.317,0.84
"P17","La votaría",0.228,0.176,0.111,0.271,0.368,0
"P17","Puede que la vote",0.08,0.194,0.107,0.112,0.2,0.117
"P17","Nunca la votaría",0.534,0.519,0.533,0.414,0.224,0.043
"P17","No sabe",0.158,0.111,0.249,0.203,0.208,0.84
"P18","Muy buena",0.356,0.188,0.147,0.154,0.088,0.087
"P18","Buena",0.223,0.242,0.251,0.078,0.1,0.065
"P18","Ni buena ni mala",0.193,0.328,0.398,0.347,0.258,0.149
"P18","Mala",0.082,0.149,0.16,0.377,0.323,0.32
"P18","Muy mala",0.059,0.058,0.013,0.029,0.23,0.029
"P18","No sabe",0.087,0.035,0.031,0.015,0.001,0.35
"P19","Muy buena",0.204,0.063,0.078,0.265,0.27,0.029
"P19","Buena",0.139,0.241,0.263,0.254,0.3,0.171
"P19","Ni buena ni mala",0.138,0.248,0.308,0.247,0.271,0.043
"P19","Mala",0.25,0.202,0.241,0.184,0.086,0
"P19","Muy mala",0.269,0.229,0.074,0.03,0.055,0.023
"P19","No sabe",0,0.017,0.036,0.02,0.018,0.734
"P20","Muy buena",0.244,0.113,0.092,0.23,0.249,0.065
"P20","Buena",0.028,0.14,0.195,0.131,0.213,0.029
"P20","Ni buena ni mala",0.273,0.305,0.411,0.401,0.349,0.149
"P20","Mala",0.2,0.266,0.122,0.171,0.067,0.023
"P20","Muy mala",0.123,0.122,0.102,0.006,0.059,0
"P20","No sabe",0.132,0.054,0.078,0.061,0.063,0.734
"P21","Muy buena",0.303,0.252,0.305,0.426,0.232,0.065
"P21","Buena",0.294,0.242,0.173,0.227,0.294,0.072
"P21","Ni buena ni mala",0.126,0.19,0.363,0.18,0.263,0.106
"P21","Mala",0.237,0.185,0.085,0.145,0.109,0
"P21","Muy mala",0.028,0.123,0.071,0.005,0.094,0.023
"P21","No sabe",0.012,0.008,0.003,0.017,0.008,0.734
"P22","Muy buena",0.316,0.136,0.24,0.471,0.608,0.029
"P22","Buena",0.019,0.151,0.162,0.14,0.159,0.106
"P22","Ni buena ni mala",0.157,0.146,0.179,0.186,0.134,0.065
"P22","Mala",0.103,0.247,0.223,0.16,0.022,0
"P22","Muy mala",0.318,0.31,0.193,0.034,0.059,0.071
"P22","No sabe",0.087,0.01,0.003,0.009,0.018,0.729
"P23","Muy buena",0.691,0.38,0.154,0.04,0.027,0
"P23","Buena",0.038,0.169,0.087,0.036,0.034,0.023
"P23","Ni buena ni mala",0.128,0.103,0.481,0.092,0.017,0.114
"P23","Mala",0.025,0.283,0.196,0.706,0.152,0
"P23","Muy mala",0.118,0.059,0.074,0.122,0.769,0.134
"P23","No sabe",0,0.006,0.008,0.004,0.001,0.729
"P24","Muy buena",0.335,0.096,0.062,0.173,0.184,0.094
"P24","Buena",0,0.221,0.156,0.251,0.305,0.106
"P24","Ni buena ni mala",0.112,0.106,0.386,0.256,0.297,0
"P24","Mala",0.114,0.268,0.197,0.263,0.087,0
"P24","Muy mala",0.439,0.309,0.196,0.042,0.127,0.071
"P24","No sabe",0,0,0.003,0.015,0,0.729
