"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P08","Siempre",0.212,0.128,0.203,0.159
"P08","Casi siempre",0.318,0.293,0.271,0.168
"P08","Casi nunca",0.325,0.382,0.347,0.342
"P08","Nunca, pero esta es una excepción",0.145,0.197,0.179,0.331
"P09","Adriana Nazario por Hacemos Unidos por Córdoba",0.125,0.197,0.255,0.187
"P09","Guillermo De Rivas por Hacemos Unidos por Córdoba",0.083,0.111,0.128,0.1
"P09","Gonzalo Parodi por la UCR",0.157,0.105,0.091,0.144
"P09","Mauricio Dova por Hacemos Unidos por Córdoba",0.073,0.055,0.045,0.067
"P09","Gabriel Abrile por la Libertad Avanza",0.416,0.28,0.182,0.096
"P09","Ivon Tesio por partido Vecinal",0.025,0.005,0.026,0.012
"P09","Pablo Carrizo por partido conciencia desarrollista",0.018,0.061,0.04,0
"P09","En blanco",0.03,0.053,0.071,0.076
"P09","No sabe",0.073,0.133,0.162,0.318
"P13","La votaría",0.256,0.301,0.256,0.208
"P13","Puede que la vote",0.138,0.248,0.156,0.135
"P13","Nunca la votaría",0.497,0.252,0.344,0.1
"P13","No sabe",0.109,0.199,0.244,0.557
"P14","La votaría",0.155,0.205,0.135,0.046
"P14","Puede que la vote",0.199,0.194,0.174,0.221
"P14","Nunca la votaría",0.475,0.375,0.493,0.083
"P14","No sabe",0.171,0.226,0.198,0.65
"P15","La votaría",0.238,0.107,0.14,0.101
"P15","Puede que la vote",0.201,0.189,0.123,0.192
"P15","Nunca la votaría",0.391,0.422,0.538,0.102
"P15","No sabe",0.17,0.282,0.199,0.605
"P16","La votaría",0.095,0.016,0.09,0
"P16","Puede que la vote",0.114,0.187,0.077,0.074
"P16","Nunca la votaría",0.6,0.508,0.583,0.126
"P16","No sabe",0.191,0.289,0.25,0.8
"P17","La votaría",0.416,0.16,0.174,0.08
"P17","Puede que la vote",0.176,0.204,0.045,0.058
"P17","Nunca la votaría",0.311,0.391,0.596,0.136
"P17","No sabe",0.097,0.245,0.185,0.726
"P18","Positiva",0.283,0.3,0.32,0.253
"P18","Neutra",0.28,0.408,0.217,0.212
"P18","Negativa",0.436,0.282,0.463,0.253
"P18","No sabe",0.001,0.01,0,0.282
"P19","Positiva",0.756,0.361,0.219,0.142
"P19","Neutra",0.164,0.459,0.131,0.125
"P19","Negativa",0.079,0.165,0.65,0.393
"P19","No sabe",0.001,0.015,0,0.34
"P21","Positiva",0.546,0.577,0.447,0.575
"P21","Neutra",0.279,0.315,0.1,0.14
"P21","Negativa",0.166,0.108,0.441,0.039
"P21","No sabe",0.009,0,0.012,0.246
"P22","Positiva",0.743,0.507,0.357,0.485
"P22","Neutra",0.112,0.288,0.039,0.106
"P22","Negativa",0.131,0.196,0.599,0.164
"P22","No sabe",0.014,0.009,0.005,0.245
"P23","Positiva",0.133,0.147,0.362,0.288
"P23","Neutra",0.146,0.182,0.097,0.105
"P23","Negativa",0.717,0.669,0.536,0.439
"P23","No sabe",0.004,0.002,0.005,0.168
"P24","Positiva",0.563,0.327,0.273,0.154
"P24","Neutra",0.256,0.361,0.098,0.261
"P24","Negativa",0.181,0.31,0.626,0.383
"P24","No sabe",0,0.002,0.003,0.202
"P25","Positiva",0.129,0.146,0.327,0.18
"P25","Neutra",0.156,0.221,0.218,0.187
"P25","Negativa",0.71,0.626,0.453,0.471
"P25","No sabe",0.005,0.007,0.002,0.162
