"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P08","Siempre",0.214,0.241,0.145,0
"P08","Casi siempre",0.278,0.204,0.314,0.36
"P08","Casi nunca",0.299,0.415,0.367,0.142
"P08","Nunca, pero esta es una excepción",0.209,0.14,0.174,0.498
"P09","Adriana Nazario por Hacemos Unidos por Córdoba",0.264,0.176,0.163,0.064
"P09","Guillermo De Rivas por Hacemos Unidos por Córdoba",0.11,0.14,0.097,0.078
"P09","Gonzalo Parodi por la UCR",0.068,0.152,0.141,0
"P09","Mauricio Dova por Hacemos Unidos por Córdoba",0.065,0.151,0.029,0.316
"P09","Gabriel Abrile por la Libertad Avanza",0.22,0.181,0.362,0
"P09","Ivon Tesio por partido Vecinal",0.056,0,0.009,0
"P09","Pablo Carrizo por partido conciencia desarrollista",0.07,0.065,0.02,0
"P09","En blanco",0.035,0.094,0.03,0
"P09","No sabe",0.112,0.041,0.149,0.542
"P13","La votaría",0.47,0.314,0.2,0.124
"P13","Puede que la vote",0.188,0.291,0.154,0.076
"P13","Nunca la votaría",0.191,0.238,0.434,0.041
"P13","No sabe",0.151,0.157,0.212,0.759
"P14","La votaría",0.198,0.217,0.139,0
"P14","Puede que la vote",0.257,0.318,0.149,0.045
"P14","Nunca la votaría",0.308,0.305,0.482,0.104
"P14","No sabe",0.237,0.16,0.23,0.851
"P15","La votaría",0.153,0.193,0.158,0
"P15","Puede que la vote",0.185,0.166,0.187,0
"P15","Nunca la votaría",0.402,0.48,0.406,0.15
"P15","No sabe",0.26,0.161,0.249,0.85
"P16","La votaría",0.119,0.018,0.045,0
"P16","Puede que la vote",0.186,0.204,0.099,0.041
"P16","Nunca la votaría",0.392,0.556,0.58,0.109
"P16","No sabe",0.303,0.222,0.276,0.85
"P17","La votaría",0.162,0.179,0.303,0.041
"P17","Puede que la vote",0.159,0.091,0.165,0
"P17","Nunca la votaría",0.48,0.527,0.331,0.109
"P17","No sabe",0.199,0.203,0.201,0.85
"P18","Positiva",0.466,0.474,0.197,0.124
"P18","Neutra",0.259,0.415,0.308,0.136
"P18","Negativa",0.243,0.069,0.483,0.387
"P18","No sabe",0.032,0.042,0.012,0.353
"P19","Positiva",0.311,0.431,0.517,0.06
"P19","Neutra",0.154,0.289,0.294,0.076
"P19","Negativa",0.492,0.239,0.18,0.105
"P19","No sabe",0.043,0.041,0.009,0.759
"P20","Positiva",0.242,0.357,0.4,0.09
"P20","Neutra",0.272,0.454,0.378,0.045
"P20","Negativa",0.371,0.132,0.168,0.064
"P20","No sabe",0.115,0.057,0.054,0.801
"P21","Positiva",0.504,0.492,0.573,0.17
"P21","Neutra",0.188,0.428,0.227,0.071
"P21","Negativa",0.3,0.074,0.184,0
"P21","No sabe",0.008,0.006,0.016,0.759
"P22","Positiva",0.35,0.299,0.7,0.09
"P22","Neutra",0.09,0.389,0.132,0.041
"P22","Negativa",0.533,0.312,0.153,0.064
"P22","No sabe",0.027,0,0.015,0.805
"P24","Positiva",0.323,0.225,0.453,0.06
"P24","Neutra",0.111,0.41,0.282,0.03
"P24","Negativa",0.566,0.362,0.26,0.103
"P24","No sabe",0,0.003,0.005,0.807
"P25","Positiva",0.553,0.138,0.076,0.04
"P25","Neutra",0.236,0.642,0.082,0.097
"P25","Negativa",0.209,0.206,0.838,0.09
"P25","No sabe",0.002,0.014,0.004,0.773
