"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P08","Siempre",0.248,0.226,0.138,0
"P08","Casi siempre",0.282,0.295,0.297,0.407
"P08","Casi nunca",0.277,0.305,0.403,0.095
"P08","Nunca, pero esta es una excepción",0.193,0.174,0.162,0.498
"P09","Adriana Nazario por Hacemos Unidos por Córdoba",0.331,0.179,0.152,0
"P09","Guillermo De Rivas por Hacemos Unidos por Córdoba",0.138,0.15,0.082,0.043
"P09","Gonzalo Parodi por la UCR",0.045,0.124,0.149,0.128
"P09","Mauricio Dova por Hacemos Unidos por Córdoba",0.074,0.095,0.037,0.298
"P09","Gabriel Abrile por la Libertad Avanza",0.203,0.136,0.387,0
"P09","Ivon Tesio por partido Vecinal",0.039,0.01,0.014,0
"P09","Pablo Carrizo por partido conciencia desarrollista",0.018,0.124,0.016,0
"P09","En blanco",0.054,0.055,0.033,0
"P09","No sabe",0.098,0.127,0.13,0.531
"P13","La votaría",0.495,0.307,0.204,0
"P13","Puede que la vote",0.231,0.224,0.145,0.108
"P13","Nunca la votaría",0.176,0.241,0.446,0.052
"P13","No sabe",0.098,0.228,0.205,0.84
"P14","La votaría",0.275,0.188,0.122,0
"P14","Puede que la vote",0.242,0.275,0.145,0.043
"P14","Nunca la votaría",0.364,0.282,0.488,0.117
"P14","No sabe",0.119,0.255,0.245,0.84
"P15","La votaría",0.189,0.151,0.159,0.088
"P15","Puede que la vote",0.217,0.217,0.161,0.134
"P15","Nunca la votaría",0.448,0.437,0.404,0.043
"P15","No sabe",0.146,0.195,0.276,0.735
"P16","La votaría",0.149,0.012,0.044,0
"P16","Puede que la vote",0.203,0.173,0.102,0
"P16","Nunca la votaría",0.462,0.537,0.56,0.16
"P16","No sabe",0.186,0.278,0.294,0.84
"P17","La votaría",0.194,0.111,0.326,0
"P17","Puede que la vote",0.155,0.107,0.162,0.117
"P17","Nunca la votaría",0.524,0.533,0.306,0.043
"P17","No sabe",0.127,0.249,0.206,0.84
"P18","Positiva",0.482,0.398,0.206,0.152
"P18","Neutra",0.281,0.398,0.296,0.149
"P18","Negativa",0.184,0.173,0.49,0.349
"P18","No sabe",0.053,0.031,0.008,0.35
"P19","Positiva",0.318,0.341,0.548,0.2
"P19","Neutra",0.21,0.308,0.261,0.043
"P19","Negativa",0.461,0.315,0.172,0.023
"P19","No sabe",0.011,0.036,0.019,0.734
"P20","Positiva",0.26,0.287,0.418,0.094
"P20","Neutra",0.294,0.411,0.371,0.149
"P20","Negativa",0.365,0.224,0.149,0.023
"P20","No sabe",0.081,0.078,0.062,0.734
"P21","Positiva",0.53,0.478,0.581,0.137
"P21","Neutra",0.168,0.363,0.227,0.106
"P21","Negativa",0.293,0.156,0.18,0.023
"P21","No sabe",0.009,0.003,0.012,0.734
"P22","Positiva",0.304,0.402,0.701,0.135
"P22","Neutra",0.149,0.179,0.156,0.065
"P22","Negativa",0.51,0.416,0.129,0.071
"P22","No sabe",0.037,0.003,0.014,0.729
"P23","Positiva",0.611,0.241,0.068,0.023
"P23","Neutra",0.112,0.481,0.049,0.114
"P23","Negativa",0.273,0.27,0.881,0.134
"P23","No sabe",0.004,0.008,0.002,0.729
"P24","Positiva",0.323,0.218,0.461,0.2
"P24","Neutra",0.108,0.386,0.279,0
"P24","Negativa",0.569,0.393,0.254,0.071
"P24","No sabe",0,0.003,0.006,0.729
