"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Javier Milei",0.346,0.419,0.248,0.559,0.241,0.438,0.35,0.348,0.237,0.403,0.291,0.724,0.033,0.086,0.677,0,0,0
"Los gobernadores",0.527,0.48,0.59,0.441,0.642,0.462,0.403,0.429,0.599,0.523,0.603,0.153,0.967,0.765,0.252,0,0,0
"No sabe",0.127,0.101,0.162,0,0.117,0.1,0.247,0.223,0.164,0.074,0.106,0.123,0,0.149,0.071,0,0,0
