"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy de acuerdo",0.173,0.18,0.163,0.523,0.126,0.039,0.17,0.344,0.089,0.165,0.174,0.122,0.528,0.157,0.187,0,0,0
"De acuerdo",0.165,0.227,0.082,0,0.157,0.234,0.228,0.089,0.191,0.179,0.107,0.293,0,0.024,0.275,0,0,0
"Ni de acuerdo ni en desacuerdo",0.185,0.105,0.29,0.021,0.153,0.278,0.269,0.157,0.165,0.219,0.184,0.278,0,0.074,0.231,0,0,0
"En desacuerdo",0.386,0.372,0.405,0.456,0.398,0.405,0.273,0.391,0.454,0.316,0.411,0.286,0.376,0.62,0.285,0,0,0
"Muy en desacuerdo",0.076,0.103,0.041,0,0.141,0.044,0.032,0,0.101,0.092,0.103,0.021,0.08,0.097,0.013,0,0,0
"No sabe",0.015,0.013,0.019,0,0.025,0,0.028,0.019,0,0.029,0.021,0,0.016,0.028,0.009,0,0,0
