"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy de acuerdo",0.256,0.256,0.257,0.229,0.216,0.296,0.312,0.407,0.206,0.229,0.283,0.096,0.499,0.292,0.166,0,0,0
"De acuerdo",0.235,0.292,0.168,0.153,0.211,0.37,0.162,0.091,0.377,0.172,0.225,0.356,0.122,0.218,0.292,0,0,0
"Ni de acuerdo ni en desacuerdo",0.304,0.229,0.391,0.339,0.305,0.227,0.381,0.366,0.306,0.27,0.35,0.291,0.281,0.315,0.287,0,0,0
"En desacuerdo",0.084,0.108,0.055,0.05,0.106,0.092,0.049,0,0.038,0.169,0.033,0.124,0.098,0.05,0.111,0,0,0
"Muy en desacuerdo",0.072,0.042,0.108,0.05,0.141,0.015,0.018,0,0.06,0.12,0.083,0.086,0,0.078,0.082,0,0,0
"No sabe",0.049,0.073,0.021,0.179,0.021,0,0.078,0.136,0.013,0.04,0.026,0.047,0,0.047,0.062,0,0,0
