"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Peor",0.635,0.522,0.784,0.651,0.733,0.403,0.65,0.428,0.617,0.722,0.637,0.428,0.751,0.773,0.539,0,0,0
"Igual",0.227,0.255,0.189,0.233,0.174,0.361,0.199,0.248,0.22,0.222,0.148,0.552,0.249,0.085,0.422,0,0,0
"Mejor",0.129,0.216,0.014,0.116,0.093,0.217,0.126,0.324,0.155,0.042,0.204,0.01,0,0.142,0.02,0,0,0
"No sabe",0.009,0.007,0.013,0,0,0.019,0.025,0,0.008,0.014,0.011,0.01,0,0,0.019,0,0,0
