"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.351,0.319,0.381,0.274,0.338,0.373,0.474,0.368,0.316,0.392,0.222,0.565,0.467,0.336,0.382,0.24,0.338,0.807,0.51,0.094
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.244,0.322,0.173,0.324,0.252,0.201,0.155,0.231,0.263,0.227,0.157,0.306,0.323,0.226,0.278,0.095,0.163,0.146,0.267,0.775
"En blanco",0.242,0.232,0.25,0.233,0.261,0.23,0.227,0.236,0.241,0.252,0.398,0.062,0.133,0.262,0.201,0.422,0.327,0.01,0.108,0.074
"No sabe",0.163,0.127,0.196,0.169,0.149,0.196,0.144,0.165,0.18,0.129,0.223,0.067,0.077,0.176,0.139,0.243,0.172,0.037,0.115,0.057
