"var","categoria","Si","No"
"P10","Unión por la Patria",0.239,0.41
"P10","Juntos por el Cambio",0.294,0.262
"P10","De los liberales libertarios",0.294,0.198
"P10","De la Izquierda",0.059,0.047
"P10","Hacemos por nuestro país",0.019,0.013
"P10","Otro",0.024,0.021
"P10","En blanco",0.012,0.016
"P10","No sabe",0.059,0.033
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.419,0.433
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.266,0.245
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.315,0.2
"P20","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0,0.038
"P20","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0,0.027
"P20","En blanco",0,0.017
"P20","No sabe",0,0.04
"P26","Totalmente seguro",0.58,0.789
"P26","Bastante seguro",0.171,0.078
"P26","Algo seguro",0.159,0.055
"P26","Para nada seguro",0.09,0.078
"P27","Tiene Decidido que va a ir a votar",0.865,0.936
"P27","Tiene dudas sobre si va a ir a  votar",0.106,0.048
"P27","Tiene Decidido que no va a ir a votar",0.029,0.016
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.416,0.517
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.367,0.301
"P28","En blanco",0.088,0.096
"P28","No sabe",0.129,0.086
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.35,0.353
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.338,0.225
"P29","En blanco",0.178,0.253
"P29","No sabe",0.134,0.169
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.386,0.494
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.426,0.279
"P30","En blanco",0.116,0.119
"P30","No sabe",0.072,0.108
"P38","Inflación",0.357,0.366
"P38","Desempleo",0.088,0.074
"P38","Corrupción",0.281,0.284
"P38","Inseguridad",0.172,0.132
"P38","Precio del dólar",0.02,0.037
"P38","Pobreza",0.038,0.052
"P38","Narcotráfico",0.02,0.007
"P38","Tarifas",0.002,0.003
"P38","Otro",0.007,0.039
"P38","No sabe",0.015,0.006
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.219,0.433
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.317,0.243
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.247,0.201
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.059,0.038
"GOBERNADOR","En blanco",0.158,0.045
"GOBERNADOR","No sabe",0,0.04
