"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.501,0.466,0.532,0.467,0.544,0.485,0.473,0.549,0.486,0.46,0.774,0.206,0.375,0.511,0.481,0.862,0.745,0.094,0.274,0.102
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.308,0.306,0.309,0.26,0.276,0.348,0.4,0.298,0.283,0.365,0.116,0.606,0.377,0.303,0.317,0.083,0.157,0.845,0.512,0.347
"En blanco",0.098,0.129,0.071,0.168,0.086,0.072,0.056,0.065,0.124,0.098,0.055,0.107,0.121,0.091,0.113,0.027,0.066,0.015,0.091,0.324
"No sabe",0.093,0.099,0.088,0.105,0.094,0.095,0.071,0.088,0.107,0.077,0.055,0.081,0.127,0.095,0.089,0.028,0.032,0.046,0.123,0.227
