"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P10","Unión por la Patria",0.237,0.116,0.787,0.568
"P10","Juntos por el Cambio",0.598,0.13,0.054,0.069
"P10","De los liberales libertarios",0.094,0.653,0.045,0.085
"P10","De la Izquierda",0.039,0.044,0.061,0.061
"P10","Hacemos por nuestro país",0.012,0.008,0.012,0.017
"P10","Otro",0.01,0.016,0.007,0.04
"P10","En blanco",0.002,0.004,0.026,0.021
"P10","No sabe",0.008,0.029,0.008,0.139
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.302,0.115,0.803,0.655
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.583,0.137,0.043,0.046
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.075,0.684,0.062,0.061
"P20","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.015,0.027,0.039,0.059
"P20","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.013,0.017,0.023,0.051
"P20","En blanco",0.002,0.01,0.02,0.011
"P20","No sabe",0.01,0.01,0.01,0.117
"P26","Totalmente seguro",0.772,0.776,0.853,0.608
"P26","Bastante seguro",0.103,0.09,0.065,0.102
"P26","Algo seguro",0.074,0.08,0.04,0.086
"P26","Para nada seguro",0.051,0.054,0.042,0.204
"P27","Tiene Decidido que va a ir a votar",0.94,0.911,0.947,0.86
"P27","Tiene dudas sobre si va a ir a  votar",0.046,0.068,0.032,0.12
"P27","Tiene Decidido que no va a ir a votar",0.014,0.021,0.021,0.02
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.4,0.136,0.84,0.7
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.563,0.445,0.017,0.039
"P28","En blanco",0.022,0.25,0.119,0.019
"P28","No sabe",0.015,0.169,0.024,0.242
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.442,0.085,0.79,0.667
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.203,0.834,0.061,0.059
"P30","En blanco",0.199,0.047,0.136,0.043
"P30","No sabe",0.156,0.034,0.013,0.231
"P38","Inflación",0.325,0.35,0.427,0.37
"P38","Desempleo",0.079,0.049,0.092,0.119
"P38","Corrupción",0.357,0.393,0.14,0.146
"P38","Inseguridad",0.137,0.138,0.11,0.168
"P38","Precio del dólar",0.024,0.025,0.045,0.051
"P38","Pobreza",0.036,0.025,0.09,0.065
"P38","Narcotráfico",0.005,0.005,0.008,0.023
"P38","Tarifas",0.004,0.001,0.007,0
"P38","Otro",0.029,0.011,0.069,0.038
"P38","No sabe",0.004,0.003,0.012,0.02
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.261,0.133,0.741,0.595
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.555,0.169,0.077,0.074
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.115,0.603,0.061,0.061
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.026,0.036,0.05,0.062
"GOBERNADOR","En blanco",0.033,0.05,0.061,0.091
"GOBERNADOR","No sabe",0.01,0.009,0.01,0.117
"CORTA_GOBERNADOR","Si",0.153,0.215,0.114,0.126
"CORTA_GOBERNADOR","No",0.847,0.785,0.886,0.874
"P10_imputada","Unión por la Patria",0.239,0.131,0.792,0.637
"P10_imputada","Juntos por el Cambio",0.601,0.135,0.054,0.093
"P10_imputada","De los liberales libertarios",0.096,0.66,0.048,0.105
"P10_imputada","De la Izquierda",0.04,0.046,0.061,0.08
"P10_imputada","Hacemos por nuestro país",0.012,0.008,0.012,0.017
"P10_imputada","Otro",0.01,0.016,0.007,0.045
"P10_imputada","En blanco",0.002,0.004,0.026,0.023
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.308,0.116,0.805,0.695
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.586,0.145,0.046,0.086
"P20_imputada","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.077,0.685,0.062,0.085
"P20_imputada","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.015,0.027,0.04,0.061
"P20_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.013,0.017,0.023,0.057
