"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.399,0.377,0.419,0.367,0.429,0.412,0.365,0.397,0.399,0.404,0.646,0.15,0.146,0.431,0.336,0.724,0.489,0.053,0.262,0.115
"Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.255,0.222,0.284,0.221,0.202,0.313,0.358,0.274,0.234,0.265,0.121,0.494,0.412,0.239,0.287,0.119,0.218,0.732,0.409,0.117
"Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.209,0.281,0.144,0.281,0.225,0.14,0.143,0.196,0.228,0.191,0.128,0.265,0.222,0.189,0.247,0.082,0.175,0.142,0.13,0.66
"Gobernador y vicegobernador de la izquierda",0.042,0.035,0.047,0.055,0.047,0.023,0.033,0.036,0.048,0.038,0.032,0.018,0.051,0.045,0.035,0.021,0.054,0.009,0.07,0.022
"En blanco",0.062,0.06,0.065,0.046,0.064,0.075,0.066,0.062,0.063,0.061,0.051,0.056,0.137,0.067,0.053,0.039,0.048,0.055,0.091,0.062
"No sabe",0.033,0.025,0.041,0.03,0.033,0.037,0.035,0.035,0.028,0.041,0.022,0.017,0.032,0.029,0.042,0.015,0.016,0.009,0.038,0.024
