"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","En blanco","No sabe"
"P06","Mucho",0.642,0.546,0.621,0.417
"P06","Bastante",0.268,0.323,0.188,0.313
"P06","Poco",0.061,0.12,0.061,0.17
"P06","Nada",0.021,0.007,0.083,0.075
"P06","No sabe",0.008,0.004,0.047,0.025
"P07","Siempre",0.25,0.238,0.203,0.128
"P07","Casi siempre",0.397,0.429,0.318,0.37
"P07","Casi nunca",0.303,0.268,0.275,0.268
"P07","Nunca, pero esta es una excepción",0.05,0.065,0.204,0.234
"P08","Tiene Decidido que va a ir a votar",0.936,0.915,0.784,0.782
"P08","Tiene dudas sobre si va a ir a  votar",0.028,0.042,0.139,0.125
"P08","Tiene Decidido que no va a ir a votar",0.036,0.043,0.077,0.093
"P11","Unión por la Patria",0.769,0.027,0.127,0.092
"P11","Juntos por el Cambio",0.062,0.612,0.052,0.078
"P11","Liberales",0.036,0.305,0.429,0.258
"P11","Izquierda",0.06,0.024,0.16,0.089
"P11","Otro",0.039,0.019,0.094,0.165
"P11","No sabe",0.034,0.013,0.138,0.318
"P12","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.731,0.005,0.065,0.08
"P12","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.098,0.662,0.096,0.048
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.08,0.284,0.516,0.441
"P12","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.025,0.013,0.118,0.114
"P12","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.013,0.013,0.041,0.049
"P12","Otros",0.028,0.01,0.019,0
"P12","En blanco",0.003,0.002,0.078,0.022
"P12","No sabe",0.022,0.011,0.067,0.246
"P15","Totalmente seguro",0.76,0.677,0.754,0.335
"P15","Bastante seguro",0.095,0.205,0.073,0.162
"P15","Algo seguro",0.092,0.092,0.065,0.09
"P15","Para nada seguro",0.053,0.026,0.108,0.413
"P16","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.723,0.035,0.126,0.171
"P16","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.105,0.765,0.205,0.306
"P16","Ramiro Marra por la Libertad Avanza",0.097,0.14,0.362,0.153
"P16","Vanina Biasi por el Frente de Izquierda",0.023,0.01,0.118,0.085
"P16","Otros",0.02,0.013,0.056,0.041
"P16","En blanco",0.006,0.013,0.128,0
"P16","No sabe",0.026,0.024,0.005,0.244
"P19","Totalmente seguro",0.779,0.729,0.698,0.309
"P19","Bastante seguro",0.095,0.173,0.145,0.226
"P19","Algo seguro",0.079,0.062,0.079,0.137
"P19","Para nada seguro",0.047,0.036,0.078,0.328
"P24","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.559,0.063,0.083,0.435
"P24","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.066,0.453,0.195,0.061
"P24","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.106,0.411,0.114,0.204
"P24","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.16,0.004,0.076,0
"P24","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.046,0.005,0.077,0.068
"P24","Otros",0.003,0.007,0.246,0
"P24","En blanco",0.029,0.03,0.148,0
"P24","No sabe",0.031,0.027,0.061,0.232
"P27","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.415,0.1,0.017,0.534
"P27","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.033,0.453,0.115,0.051
"P27","Ramiro Marra por la Libertad Avanza",0.115,0.266,0.215,0.108
"P27","Vanina Biasi por el Frente de Izquierda",0.326,0.007,0.133,0
"P27","Otros",0.028,0.019,0.041,0
"P27","En blanco",0.048,0.084,0.337,0
"P27","No sabe",0.035,0.071,0.142,0.307
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.223,0.635,0.048,0.07
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.108,0.331,0.536,0.363
"P32","En blanco",0.481,0.01,0.384,0.003
"P32","No sabe",0.188,0.024,0.032,0.564
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.877,0.067,0.062,0.133
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.075,0.611,0.564,0.318
"P33","En blanco",0.031,0.204,0.339,0.015
"P33","No sabe",0.017,0.118,0.035,0.534
"P34","Leandro Santoro por Union por la Patria",0.843,0.059,0.163,0.155
"P34","Jorge Macri por Juntos por el Cambio",0.092,0.877,0.301,0.379
"P34","En blanco",0.038,0.036,0.5,0.032
"P34","No sabe",0.027,0.028,0.036,0.434
"P35","Lo votaría",0.818,0.02,0.097,0.113
"P35","Puede que lo vote",0.099,0.1,0.093,0.158
"P35","Nunca lo votaría",0.066,0.84,0.782,0.436
"P35","No sabe",0.017,0.04,0.028,0.293
"P36","Lo votaría",0.147,0.677,0.102,0.013
"P36","Puede que lo vote",0.109,0.186,0.213,0.39
"P36","Nunca lo votaría",0.694,0.122,0.626,0.349
"P36","No sabe",0.05,0.015,0.059,0.248
"P37","Lo votaría",0.121,0.349,0.553,0.331
"P37","Puede que lo vote",0.07,0.265,0.05,0.147
"P37","Nunca lo votaría",0.771,0.35,0.397,0.339
"P37","No sabe",0.038,0.036,0,0.183
"P38","Lo votaría",0.196,0.051,0.213,0.171
"P38","Puede que lo vote",0.378,0.054,0.091,0.141
"P38","Nunca lo votaría",0.362,0.862,0.657,0.452
"P38","No sabe",0.064,0.033,0.039,0.236
"P39","Lo votaría",0.082,0.044,0.12,0.084
"P39","Puede que lo vote",0.226,0.128,0.16,0.302
"P39","Nunca lo votaría",0.613,0.761,0.672,0.389
"P39","No sabe",0.079,0.067,0.048,0.225
"P45","Lo votaría",0.711,0.029,0.161,0.091
"P45","Puede que lo vote",0.094,0.063,0.11,0.271
"P45","Nunca lo votaría",0.162,0.861,0.697,0.389
"P45","No sabe",0.033,0.047,0.032,0.249
"P46","Lo votaría",0.128,0.681,0.27,0.28
"P46","Puede que lo vote",0.084,0.188,0.073,0.292
"P46","Nunca lo votaría",0.759,0.12,0.602,0.29
"P46","No sabe",0.029,0.011,0.055,0.138
"P52","Si",0.44,0.476,0.429,0.302
"P52","No",0.56,0.524,0.571,0.698
