"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Mucho",0.515,0.531,0.501,0.472,0.549,0.504,0.516,0.5,0.466,0.556,0.589,0.551,0.395,0.624,0.651,0.533,0.476,0.561
"Bastante",0.303,0.303,0.303,0.315,0.273,0.327,0.317,0.176,0.337,0.324,0.276,0.325,0.379,0.256,0.228,0.32,0.395,0.274
"Poco",0.13,0.113,0.144,0.143,0.129,0.134,0.112,0.189,0.152,0.092,0.09,0.094,0.154,0.081,0.023,0.128,0.116,0.118
"Nada",0.04,0.036,0.043,0.052,0.039,0.022,0.045,0.093,0.038,0.022,0.04,0.023,0.072,0.023,0.098,0.012,0.013,0.047
"No sabe",0.012,0.017,0.009,0.018,0.01,0.013,0.01,0.042,0.007,0.006,0.005,0.007,0,0.016,0,0.007,0,0
