"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Siempre",0.233,0.236,0.229,0.253,0.202,0.22,0.277,0.373,0.208,0.201,0.217,0.251,0.183,0.283,0.287,0.233,0.173,0.188
"Casi siempre",0.371,0.348,0.391,0.27,0.345,0.446,0.433,0.208,0.39,0.415,0.413,0.397,0.334,0.411,0.331,0.418,0.411,0.365
"Casi nunca",0.294,0.308,0.282,0.338,0.341,0.269,0.2,0.241,0.323,0.293,0.3,0.275,0.402,0.23,0.305,0.286,0.332,0.334
"Nunca, pero esta es una excepción",0.102,0.108,0.098,0.139,0.112,0.065,0.09,0.178,0.079,0.091,0.07,0.077,0.081,0.076,0.077,0.063,0.084,0.113
