"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.695,0.706,0.685,0.672,0.711,0.71,0.673,0.677,0.65,0.728,0.725,0.706,0.63,0.817,0.583,0.752,0.618,0.654
"Bastante seguro",0.154,0.16,0.148,0.148,0.15,0.158,0.158,0.129,0.195,0.136,0.103,0.169,0.214,0.082,0.265,0.152,0.189,0.159
"Algo seguro",0.078,0.075,0.081,0.106,0.055,0.062,0.111,0.104,0.087,0.065,0.104,0.074,0.026,0.054,0.098,0.059,0.049,0.165
"Para nada seguro",0.073,0.059,0.086,0.074,0.084,0.07,0.058,0.09,0.068,0.071,0.068,0.051,0.13,0.047,0.054,0.037,0.144,0.022
