"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.301,0.289,0.311,0.24,0.368,0.291,0.248,0.313,0.291,0.303,0.715,0.114,0.36,0.777,0.718,0.045,0.195,0.095
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.506,0.525,0.49,0.517,0.387,0.59,0.603,0.429,0.456,0.561,0.105,0.751,0.354,0.138,0.111,0.91,0.623,0.477
"En blanco",0.113,0.132,0.095,0.174,0.141,0.071,0.065,0.191,0.14,0.071,0.096,0.078,0.196,0.069,0.113,0.018,0.074,0.261
"No sabe",0.08,0.054,0.104,0.069,0.104,0.048,0.084,0.067,0.113,0.065,0.084,0.057,0.09,0.016,0.058,0.027,0.108,0.167
