"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Mucho",0.623,0.424,0.486,0.397
"P06","Bastante",0.263,0.43,0.289,0.291
"P06","Poco",0.08,0.103,0.172,0.213
"P06","Nada",0.022,0.043,0.036,0.086
"P06","No sabe",0.012,0,0.017,0.013
"P07","Siempre",0.254,0.205,0.168,0.131
"P07","Casi siempre",0.4,0.374,0.406,0.28
"P07","Casi nunca",0.269,0.35,0.271,0.499
"P07","Nunca, pero esta es una excepción",0.077,0.071,0.155,0.09
"P08","Tiene Decidido que va a ir a votar",0.915,0.861,0.796,0.798
"P08","Tiene dudas sobre si va a ir a  votar",0.042,0.075,0.097,0.152
"P08","Tiene Decidido que no va a ir a votar",0.043,0.064,0.107,0.05
"P11","Unión por la Patria",0.29,0.193,0.253,0.077
"P11","Juntos por el Cambio",0.331,0.448,0.324,0.198
"P11","Liberales",0.259,0.225,0.246,0.098
"P11","Izquierda",0.056,0.07,0.046,0.102
"P11","Otro",0.039,0.052,0.058,0.142
"P11","No sabe",0.025,0.012,0.073,0.383
"P12","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.27,0.187,0.211,0.079
"P12","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.379,0.474,0.384,0.079
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.275,0.275,0.266,0.169
"P12","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.034,0.041,0.018,0.096
"P12","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.009,0.01,0.021,0.107
"P12","Otros",0.016,0.005,0.035,0.094
"P12","En blanco",0.014,0.004,0.025,0.018
"P12","No sabe",0.003,0.004,0.04,0.358
"P16","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.293,0.189,0.266,0.186
"P16","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.45,0.491,0.534,0.243
"P16","Ramiro Marra por la Libertad Avanza",0.177,0.201,0.09,0.016
"P16","Vanina Biasi por el Frente de Izquierda",0.017,0.058,0.004,0.168
"P16","Otros",0.025,0.014,0.035,0.076
"P16","En blanco",0.02,0.006,0.014,0.128
"P16","No sabe",0.018,0.041,0.057,0.183
"P19","Totalmente seguro",0.847,0.402,0.45,0.262
"P19","Bastante seguro",0.072,0.463,0.204,0.171
"P19","Algo seguro",0.051,0.079,0.247,0.112
"P19","Para nada seguro",0.03,0.056,0.099,0.455
"P24","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.197,0.18,0.218,0.337
"P24","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.31,0.364,0.348,0.073
"P24","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.338,0.247,0.321,0.077
"P24","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.048,0.058,0.068,0.085
"P24","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.018,0.056,0.045,0.007
"P24","Otros",0.032,0,0,0.146
"P24","En blanco",0.04,0.012,0,0.101
"P24","No sabe",0.017,0.083,0,0.174
"P27","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.145,0.258,0.33,0.203
"P27","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.317,0.326,0.232,0.085
"P27","Ramiro Marra por la Libertad Avanza",0.273,0.198,0.15,0.035
"P27","Vanina Biasi por el Frente de Izquierda",0.088,0.089,0.146,0.233
"P27","Otros",0.01,0,0.121,0.067
"P27","En blanco",0.117,0.06,0,0.11
"P27","No sabe",0.05,0.069,0.021,0.267
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.335,0.185,0.312,0.215
