"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.502,0.677,0.524,0.175
"P31","En blanco",0.124,0.053,0.083,0.164
"P31","No sabe",0.039,0.085,0.081,0.446
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.425,0.465,0.31,0.154
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.295,0.332,0.312,0.145
"P32","En blanco",0.212,0.126,0.189,0.137
"P32","No sabe",0.068,0.077,0.189,0.564
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.321,0.273,0.334,0.289
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.433,0.499,0.43,0.15
"P33","En blanco",0.176,0.094,0.086,0.144
"P33","No sabe",0.07,0.134,0.15,0.417
"P34","Leandro Santoro por Union por la Patria",0.341,0.236,0.305,0.239
"P34","Jorge Macri por Juntos por el Cambio",0.537,0.639,0.58,0.265
"P34","En blanco",0.101,0.067,0.025,0.106
"P34","No sabe",0.021,0.058,0.09,0.39
"P35","Lo votaría",0.318,0.159,0.28,0.161
"P35","Puede que lo vote",0.078,0.114,0.184,0.236
"P35","Nunca lo votaría",0.582,0.662,0.418,0.378
"P35","No sabe",0.022,0.065,0.118,0.225
"P36","Lo votaría",0.426,0.495,0.337,0.06
"P36","Puede que lo vote",0.158,0.228,0.171,0.322
"P36","Nunca lo votaría",0.388,0.275,0.41,0.301
"P36","No sabe",0.028,0.002,0.082,0.317
"P37","Lo votaría",0.319,0.358,0.222,0.047
"P37","Puede que lo vote",0.144,0.234,0.224,0.286
"P37","Nunca lo votaría",0.512,0.373,0.489,0.424
"P37","No sabe",0.025,0.035,0.065,0.243
"P38","Lo votaría",0.124,0.106,0.102,0.159
"P38","Puede que lo vote",0.156,0.136,0.213,0.241
"P38","Nunca lo votaría",0.682,0.75,0.535,0.335
"P38","No sabe",0.038,0.008,0.15,0.265
"P39","Lo votaría",0.074,0.026,0.046,0.113
"P39","Puede que lo vote",0.149,0.192,0.197,0.375
"P39","Nunca lo votaría",0.716,0.705,0.643,0.27
"P39","No sabe",0.061,0.077,0.114,0.242
"P45","Lo votaría",0.283,0.161,0.275,0.184
"P45","Puede que lo vote",0.073,0.113,0.145,0.172
"P45","Nunca lo votaría",0.622,0.661,0.463,0.36
"P45","No sabe",0.022,0.065,0.117,0.284
"P46","Lo votaría",0.459,0.463,0.379,0.27
"P46","Puede que lo vote",0.108,0.241,0.223,0.289
"P46","Nunca lo votaría",0.415,0.268,0.351,0.297
"P46","No sabe",0.018,0.028,0.047,0.144
"P52","Si",0.48,0.42,0.332,0.326
"P52","No",0.52,0.58,0.668,0.674
