"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.541,0.337,0.265,0.311
"P05","Bastante",0.225,0.443,0.255,0.126
"P05","Poco",0.098,0.178,0.345,0.184
"P05","Nada",0.094,0.029,0.102,0.339
"P05","No sabe",0.042,0.013,0.033,0.04
"P07","Néstor Grindetti a gobernador y Maximiliano Abad a vicegobernador por Juntos por el Cambio.",0.165,0.18,0.149,0.079
"P07","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.182,0.191,0.172,0.121
"P07","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.36,0.363,0.301,0.245
"P07","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.158,0.115,0.158,0.252
"P07","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.025,0.039,0.056,0.017
"P07","No sabe",0.11,0.112,0.164,0.286
"P10","Néstor Grindetti a gobernador y Joaquín De La Torre a vicegobernador por Juntos por el Cambio.",0.154,0.181,0.137,0.149
"P10","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.198,0.22,0.197,0.161
"P10","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.374,0.349,0.292,0.189
"P10","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.146,0.129,0.181,0.229
"P10","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.037,0.021,0.055,0.017
"P10","No sabe",0.091,0.1,0.138,0.255
"P13","Néstor Grindetti a gobernador y Fernando Burlando a vicegobernador por Juntos por el Cambio.",0.152,0.131,0.12,0.117
"P13","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.213,0.241,0.213,0.121
"P13","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.388,0.346,0.306,0.213
"P13","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.155,0.141,0.187,0.256
"P13","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.02,0.028,0.046,0.005
"P13","No sabe",0.072,0.113,0.128,0.288
"P16","Néstor Grindetti a gobernador y Maximiliano Abad a vicegobernador por Juntos por el Cambio.",0.192,0.177,0.144,0.117
"P16","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.2,0.236,0.2,0.111
"P16","Axel Kicillof a gobernador y Malena Galmarini a vicegobernadora por el Frente de Todos.",0.347,0.299,0.29,0.22
"P16","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.145,0.123,0.182,0.289
"P16","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.029,0.033,0.044,0.04
"P16","No sabe",0.087,0.132,0.14,0.223
"P19","Néstor Grindetti a gobernador y Joaquín De La Torre a vicegobernador por Juntos por el Cambio.",0.146,0.185,0.155,0.115
"P19","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.192,0.191,0.192,0.176
"P19","Axel Kicillof a gobernador y Malena Galmarini a vicegobernadora por el Frente de Todos.",0.347,0.304,0.279,0.168
"P19","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.191,0.149,0.193,0.335
"P19","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.024,0.033,0.051,0.006
"P19","No sabe",0.1,0.138,0.13,0.2
"P22","Lo votaría",0.208,0.194,0.203,0.132
"P22","Puede que lo vote",0.111,0.165,0.174,0.105
"P22","Nunca lo votaría",0.546,0.447,0.441,0.549
"P22","No sabe",0.135,0.194,0.182,0.214
"P23","Lo votaría",0.241,0.246,0.168,0.104
"P23","Puede que lo vote",0.153,0.19,0.184,0.095
"P23","Nunca lo votaría",0.514,0.457,0.507,0.635
"P23","No sabe",0.092,0.107,0.141,0.166
"P24","Lo votaría",0.403,0.363,0.317,0.246
"P24","Puede que lo vote",0.022,0.059,0.089,0.033
"P24","Nunca lo votaría",0.533,0.536,0.539,0.664
"P24","No sabe",0.042,0.042,0.055,0.057
"P25","Lo votaría",0.141,0.094,0.159,0.211
"P25","Puede que lo vote",0.098,0.147,0.118,0.116
"P25","Nunca lo votaría",0.63,0.604,0.563,0.504
"P25","No sabe",0.131,0.155,0.16,0.169
"P26","Lo votaría",0.066,0.091,0.078,0.078
"P26","Puede que lo vote",0.129,0.147,0.139,0.086
"P26","Nunca lo votaría",0.62,0.534,0.546,0.607
"P26","No sabe",0.185,0.228,0.237,0.229
"P27","Lo votaría",0.075,0.065,0.048,0.023
"P27","Puede que lo vote",0.105,0.158,0.112,0.1
"P27","Nunca lo votaría",0.624,0.491,0.608,0.584
"P27","No sabe",0.196,0.286,0.232,0.293
"P28","Lo votaría",0.296,0.243,0.178,0.148
"P28","Puede que lo vote",0.099,0.129,0.113,0.057
"P28","Nunca lo votaría",0.542,0.547,0.604,0.642
"P28","No sabe",0.063,0.081,0.105,0.153
"P29","Lo votaría",0.107,0.076,0.089,0.098
"P29","Puede que lo vote",0.163,0.185,0.161,0.177
"P29","Nunca lo votaría",0.63,0.636,0.616,0.586
"P29","No sabe",0.1,0.103,0.134,0.139
"P30","Lo votaría",0.21,0.154,0.128,0.1
"P30","Puede que lo vote",0.154,0.153,0.134,0.078
"P30","Nunca lo votaría",0.572,0.606,0.623,0.684
"P30","No sabe",0.064,0.087,0.115,0.138
"P31","Si",0.707,0.609,0.463,0.324
"P31","No",0.293,0.391,0.537,0.676
