"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P04","Siempre",0.301,0.144,0.087,0.187,0.287
"P04","Casi siempre",0.349,0.527,0.293,0.105,0.174
"P04","Casi nunca",0.259,0.287,0.535,0.355,0.396
"P04","Nunca, pero esta es una excepción",0.091,0.042,0.085,0.353,0.143
"P07","Néstor Grindetti a gobernador y Maximiliano Abad a vicegobernador por Juntos por el Cambio.",0.155,0.21,0.115,0.079,0.104
"P07","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.134,0.222,0.222,0.108,0.017
"P07","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.462,0.278,0.268,0.157,0.134
"P07","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.145,0.162,0.146,0.177,0.026
"P07","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.045,0.021,0.05,0.03,0.164
"P07","No sabe",0.059,0.107,0.199,0.449,0.555
"P10","Néstor Grindetti a gobernador y Joaquín De La Torre a vicegobernador por Juntos por el Cambio.",0.161,0.191,0.13,0.074,0.137
"P10","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.153,0.234,0.253,0.221,0.019
"P10","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.447,0.292,0.226,0.127,0.138
"P10","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.141,0.182,0.16,0.164,0.072
"P10","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.047,0.007,0.049,0.04,0.121
"P10","No sabe",0.051,0.094,0.182,0.374,0.513
"P13","Néstor Grindetti a gobernador y Fernando Burlando a vicegobernador por Juntos por el Cambio.",0.129,0.133,0.142,0.118,0.037
"P13","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.173,0.279,0.239,0.133,0
"P13","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.452,0.276,0.278,0.17,0.118
"P13","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.173,0.166,0.15,0.237,0.092
"P13","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.037,0.014,0.035,0.006,0.224
"P13","No sabe",0.036,0.132,0.156,0.336,0.529
"P16","Néstor Grindetti a gobernador y Maximiliano Abad a vicegobernador por Juntos por el Cambio.",0.167,0.206,0.141,0.057,0
"P16","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.162,0.233,0.249,0.192,0.207
"P16","Axel Kicillof a gobernador y Malena Galmarini a vicegobernadora por el Frente de Todos.",0.408,0.254,0.245,0.137,0.177
"P16","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.144,0.181,0.153,0.192,0.043
"P16","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.05,0.008,0.045,0.048,0.158
"P16","No sabe",0.069,0.118,0.167,0.374,0.415
"P19","Néstor Grindetti a gobernador y Joaquín De La Torre a vicegobernador por Juntos por el Cambio.",0.168,0.183,0.154,0.084,0.017
"P19","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.145,0.216,0.232,0.221,0.023
"P19","Axel Kicillof a gobernador y Malena Galmarini a vicegobernadora por el Frente de Todos.",0.426,0.266,0.165,0.137,0.148
"P19","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.161,0.202,0.186,0.252,0.14
"P19","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.051,0.005,0.047,0.008,0.253
"P19","No sabe",0.049,0.128,0.216,0.298,0.419
"P22","Lo votaría",0.203,0.228,0.169,0.087,0.018
"P22","Puede que lo vote",0.108,0.198,0.156,0.126,0.207
"P22","Nunca lo votaría",0.592,0.409,0.375,0.483,0.318
"P22","No sabe",0.097,0.165,0.3,0.304,0.457
"P23","Lo votaría",0.178,0.266,0.222,0.109,0.018
"P23","Puede que lo vote",0.15,0.192,0.211,0.129,0.036
"P23","Nunca lo votaría",0.635,0.421,0.38,0.528,0.293
"P23","No sabe",0.037,0.121,0.187,0.234,0.653
"P24","Lo votaría",0.455,0.342,0.208,0.21,0.198
"P24","Puede que lo vote",0.051,0.047,0.101,0.051,0.025
"P24","Nunca lo votaría",0.478,0.582,0.622,0.628,0.056
"P24","No sabe",0.016,0.029,0.069,0.111,0.721
"P25","Lo votaría",0.119,0.129,0.146,0.209,0.014
"P25","Puede que lo vote",0.113,0.152,0.143,0.03,0.045
"P25","Nunca lo votaría",0.686,0.571,0.485,0.526,0.097
"P25","No sabe",0.082,0.148,0.226,0.235,0.844
"P26","Lo votaría",0.12,0.077,0.038,0.006,0
"P26","Puede que lo vote",0.109,0.184,0.122,0.087,0.034
"P26","Nunca lo votaría",0.652,0.509,0.484,0.626,0.155
"P26","No sabe",0.119,0.23,0.356,0.281,0.811
"P27","Lo votaría",0.069,0.071,0.032,0.011,0
"P27","Puede que lo vote",0.106,0.162,0.155,0.032,0
"P27","Nunca lo votaría",0.676,0.503,0.429,0.645,0.191
"P27","No sabe",0.149,0.264,0.384,0.312,0.809
"P28","Lo votaría",0.359,0.191,0.09,0.066,0.042
"P28","Puede que lo vote",0.12,0.116,0.101,0.08,0.099
"P28","Nunca lo votaría",0.471,0.629,0.636,0.747,0.133
"P28","No sabe",0.05,0.064,0.173,0.107,0.726
"P29","Lo votaría",0.09,0.083,0.084,0.127,0
"P29","Puede que lo vote",0.133,0.18,0.264,0.127,0.104
"P29","Nunca lo votaría",0.716,0.622,0.502,0.561,0.113
"P29","No sabe",0.061,0.115,0.15,0.185,0.783
"P30","Lo votaría",0.224,0.134,0.091,0.023,0.043
"P30","Puede que lo vote",0.195,0.12,0.095,0.084,0.09
"P30","Nunca lo votaría",0.533,0.691,0.653,0.625,0.085
"P30","No sabe",0.048,0.055,0.161,0.268,0.782
"P31","Si",0.61,0.599,0.454,0.414,0.512
"P31","No",0.39,0.401,0.546,0.586,0.488
