"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Norma Sepulveda por el MPN",0.3,0.37,0.438,0.236,0.264
"P06","Walter Erdozain por el Frente Provincial",0.294,0.273,0.068,0.154,0.016
"P06","No sabe",0.406,0.357,0.494,0.61,0.72
"P08","Lo votaría",0.327,0.309,0.462,0.23,0.181
"P08","Puede que lo vote",0.148,0.162,0.154,0.135,0.135
"P08","Nunca lo votaría",0.46,0.269,0.258,0.351,0.313
"P08","No sabe",0.065,0.26,0.126,0.284,0.371
"P09","Lo votaría",0.244,0.28,0.175,0.16,0.151
"P09","Puede que lo vote",0.126,0.138,0.39,0.227,0.176
"P09","Nunca lo votaría",0.397,0.281,0.25,0.3,0.3
"P09","No sabe",0.233,0.301,0.185,0.313,0.373
"P10","Muy buena",0.374,0.238,0.205,0.133,0.22
"P10","Buena",0.182,0.327,0.008,0.069,0.111
"P10","Ni buena ni mala",0.201,0.21,0.515,0.491,0.177
"P10","Mala",0.109,0.032,0.024,0.11,0.046
"P10","Muy mala",0.086,0.083,0.091,0.011,0
"P10","No sabe",0.048,0.11,0.157,0.186,0.446
"P11","Muy buena",0.387,0.161,0.384,0.285,0.452
"P11","Buena",0.079,0.103,0.147,0.044,0
"P11","Ni buena ni mala",0.175,0.315,0.21,0.341,0.07
"P11","Mala",0.182,0.129,0.027,0.13,0.043
"P11","Muy mala",0.141,0.139,0.13,0.085,0.016
"P11","No sabe",0.036,0.153,0.102,0.115,0.419
"P12","Muy buena",0.226,0.051,0.247,0.218,0.492
"P12","Buena",0.086,0.375,0.161,0.147,0
"P12","Ni buena ni mala",0.212,0.263,0.288,0.345,0.158
"P12","Mala",0.149,0.103,0.019,0.027,0
"P12","Muy mala",0.231,0.08,0.115,0.147,0.017
"P12","No sabe",0.096,0.128,0.17,0.116,0.333
"P13","Si",0.308,0.465,0.104,0.095,0.11
"P13","No",0.692,0.535,0.896,0.905,0.89
