"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P08","Siempre",0.367,0.165,0.175,0.206,0.19,0.251
"P08","Casi siempre",0.298,0.424,0.337,0.419,0.415,0.309
"P08","Casi nunca",0.207,0.263,0.418,0.309,0.34,0.378
"P08","Nunca, pero esta es una excepción",0.128,0.148,0.07,0.066,0.055,0.062
"P09","Muy buena",0.491,0.161,0.109,0.028,0.118,0.018
"P09","Buena",0.258,0.356,0.194,0.232,0.072,0.05
"P09","Ni buena ni mala",0.124,0.331,0.536,0.426,0.251,0.757
"P09","Mala",0.105,0.117,0.141,0.278,0.264,0.008
"P09","Muy mala",0.007,0.015,0.015,0.028,0.29,0
"P09","No sabe",0.015,0.02,0.005,0.008,0.005,0.167
"P10","Muy buena",0.533,0.216,0.123,0.087,0.133,0.179
"P10","Buena",0.251,0.379,0.279,0.247,0.177,0.281
"P10","Ni buena ni mala",0.15,0.29,0.45,0.376,0.152,0.232
"P10","Mala",0.043,0.087,0.104,0.263,0.194,0.075
"P10","Muy mala",0.007,0.005,0.03,0.027,0.336,0
"P10","No sabe",0.016,0.023,0.014,0,0.008,0.233
"P11","Muy de acuerdo",0.649,0.103,0.08,0,0.024,0.147
"P11","De acuerdo",0.233,0.529,0.202,0.088,0.034,0.014
"P11","Ni de acuerdo ni en desacuerdo",0.061,0.251,0.574,0.306,0.176,0.106
"P11","En desacuerdo",0.025,0.039,0.057,0.415,0.155,0
"P11","Muy en desacuerdo",0.001,0.003,0.001,0.05,0.571,0
"P11","No sabe",0.031,0.075,0.086,0.141,0.04,0.733
"P13","Muy buena",0.833,0.064,0.042,0.003,0.008,0.095
"P13","Buena",0.111,0.687,0.14,0.018,0.021,0.018
"P13","Ni buena ni mala",0.024,0.185,0.661,0.174,0.065,0.162
"P13","Mala",0.03,0.052,0.113,0.712,0.103,0.347
"P13","Muy mala",0,0.004,0.01,0.086,0.802,0
"P13","No sabe",0.002,0.008,0.034,0.007,0.001,0.378
"P14","Muy de acuerdo",0.551,0.136,0.079,0.007,0.03,0
"P14","De acuerdo",0.152,0.244,0.069,0.031,0.017,0.041
"P14","Ni de acuerdo ni en desacuerdo",0.186,0.37,0.438,0.262,0.17,0.355
"P14","En desacuerdo",0.075,0.182,0.262,0.481,0.229,0.345
"P14","Muy en desacuerdo",0.022,0.055,0.089,0.168,0.542,0.028
"P14","No sabe",0.014,0.013,0.063,0.051,0.012,0.231
"P15","Muy de acuerdo",0.658,0.325,0.256,0.173,0.23,0.39
"P15","De acuerdo",0.194,0.349,0.215,0.265,0.059,0.292
"P15","Ni de acuerdo ni en desacuerdo",0.11,0.168,0.362,0.312,0.177,0.171
"P15","En desacuerdo",0.024,0.13,0.107,0.207,0.098,0.033
"P15","Muy en desacuerdo",0,0.02,0.033,0.043,0.424,0.109
"P15","No sabe",0.014,0.008,0.027,0,0.012,0.005
"P16","Si",0.724,0.448,0.323,0.404,0.302,0.379
"P16","No",0.122,0.327,0.304,0.362,0.451,0.201
"P16","No sabe",0.154,0.225,0.373,0.234,0.247,0.42
"P17","Muy de acuerdo",0.559,0.398,0.318,0.263,0.377,0.09
"P17","De acuerdo",0.267,0.309,0.218,0.19,0.161,0.1
"P17","Ni de acuerdo ni en desacuerdo",0.126,0.225,0.292,0.268,0.093,0.158
"P17","En desacuerdo",0.039,0.046,0.112,0.16,0.115,0.162
"P17","Muy en desacuerdo",0.009,0.017,0.027,0.054,0.202,0.037
"P17","No sabe",0,0.005,0.033,0.065,0.052,0.453
"P18","Muy de acuerdo",0.509,0.095,0.053,0.068,0.087,0
"P18","De acuerdo",0.17,0.33,0.174,0.198,0.08,0.093
"P18","Ni de acuerdo ni en desacuerdo",0.159,0.383,0.472,0.24,0.3,0.181
"P18","En desacuerdo",0.125,0.153,0.207,0.291,0.256,0.089
"P18","Muy en desacuerdo",0.012,0.012,0.05,0.149,0.236,0.148
"P18","No sabe",0.025,0.027,0.044,0.054,0.041,0.489
"P19","Muy de acuerdo",0.537,0.195,0.201,0.144,0.208,0.167
"P19","De acuerdo",0.172,0.238,0.184,0.18,0.108,0.075
"P19","Ni de acuerdo ni en desacuerdo",0.161,0.309,0.345,0.218,0.138,0.141
"P19","En desacuerdo",0.104,0.202,0.149,0.274,0.145,0.134
"P19","Muy en desacuerdo",0.008,0.031,0.079,0.164,0.387,0.1
"P19","No sabe",0.018,0.025,0.042,0.02,0.014,0.383
"P20","Autoritaria",0.65,0.352,0.271,0.282,0.219,0.186
