"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P08","Siempre",0.444,0.143,0.185,0.162,0.164,0.094
"P08","Casi siempre",0.229,0.397,0.387,0.392,0.391,0.348
"P08","Casi nunca",0.241,0.336,0.325,0.379,0.2,0.501
"P08","Nunca, pero esta es una excepción",0.086,0.124,0.103,0.067,0.245,0.057
"P09","Muy buena",0.45,0.206,0.134,0.06,0.162,0.016
"P09","Buena",0.216,0.327,0.308,0.23,0.094,0.272
"P09","Ni buena ni mala",0.282,0.394,0.409,0.414,0.274,0.475
"P09","Mala",0.035,0.055,0.112,0.228,0.274,0.071
"P09","Muy mala",0.015,0.018,0.024,0.052,0.189,0.034
"P09","No sabe",0.002,0,0.013,0.016,0.007,0.132
"P10","Muy buena",0.489,0.276,0.193,0.155,0.174,0.018
"P10","Buena",0.299,0.401,0.313,0.311,0.135,0.444
"P10","Ni buena ni mala",0.122,0.295,0.355,0.353,0.278,0.217
"P10","Mala",0.04,0.016,0.094,0.124,0.241,0.172
"P10","Muy mala",0.041,0.007,0.025,0.047,0.163,0.019
"P10","No sabe",0.009,0.005,0.02,0.01,0.009,0.13
"P11","Muy de acuerdo",0.538,0.157,0.071,0.049,0.019,0.132
"P11","De acuerdo",0.255,0.491,0.236,0.151,0.067,0
"P11","Ni de acuerdo ni en desacuerdo",0.145,0.226,0.49,0.367,0.37,0.156
"P11","En desacuerdo",0.009,0.028,0.036,0.237,0.127,0.049
"P11","Muy en desacuerdo",0.01,0.004,0.01,0.061,0.221,0.042
"P11","No sabe",0.043,0.094,0.157,0.135,0.196,0.621
"P15","Muy de acuerdo",0.678,0.386,0.317,0.259,0.342,0.233
"P15","De acuerdo",0.178,0.341,0.225,0.227,0.078,0.124
"P15","Ni de acuerdo ni en desacuerdo",0.103,0.158,0.278,0.221,0.167,0.208
"P15","En desacuerdo",0.013,0.09,0.148,0.218,0.148,0.15
"P15","Muy en desacuerdo",0.028,0.008,0.025,0.075,0.257,0.106
"P15","No sabe",0,0.017,0.007,0,0.008,0.179
"P16","Si",0.587,0.403,0.436,0.473,0.348,0.385
"P16","No",0.225,0.328,0.284,0.286,0.409,0.236
"P16","No sabe",0.188,0.269,0.28,0.241,0.243,0.379
"P17","Muy de acuerdo",0.564,0.332,0.334,0.31,0.374,0.24
"P17","De acuerdo",0.264,0.4,0.226,0.231,0.186,0.171
"P17","Ni de acuerdo ni en desacuerdo",0.143,0.205,0.331,0.218,0.176,0.142
"P17","En desacuerdo",0.018,0.033,0.071,0.132,0.148,0.15
"P17","Muy en desacuerdo",0.008,0.024,0.019,0.045,0.073,0.202
"P17","No sabe",0.003,0.006,0.019,0.064,0.043,0.095
"P18","Muy de acuerdo",0.456,0.113,0.075,0.081,0.084,0.08
"P18","De acuerdo",0.32,0.491,0.264,0.204,0.135,0.048
"P18","Ni de acuerdo ni en desacuerdo",0.12,0.234,0.426,0.295,0.273,0.284
"P18","En desacuerdo",0.066,0.111,0.173,0.299,0.237,0.092
"P18","Muy en desacuerdo",0.031,0.01,0.034,0.079,0.207,0.267
