"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P18","No sabe",0.007,0.041,0.028,0.042,0.064,0.229
"P19","Muy de acuerdo",0.489,0.247,0.271,0.205,0.258,0.093
"P19","De acuerdo",0.153,0.324,0.178,0.178,0.078,0.086
"P19","Ni de acuerdo ni en desacuerdo",0.325,0.169,0.327,0.216,0.131,0.291
"P19","En desacuerdo",0.018,0.188,0.14,0.222,0.158,0.111
"P19","Muy en desacuerdo",0.01,0.047,0.063,0.127,0.329,0.245
"P19","No sabe",0.005,0.025,0.021,0.052,0.046,0.174
"P20","Autoritaria",0.603,0.493,0.339,0.242,0.281,0.314
"P20","Inexperta negociando",0.166,0.351,0.146,0.112,0.085,0.024
"P20","Indecisa",0.136,0.059,0.079,0.058,0.011,0.016
"P20","Prudente",0.045,0.036,0.124,0.232,0.12,0.201
"P20","Hábil negociando",0.019,0.032,0.087,0.138,0.149,0.072
"P20","Firme y decidido",0.031,0.029,0.225,0.218,0.354,0.373
"P21","Si",0.805,0.75,0.468,0.468,0.371,0.38
"P21","No",0.118,0.14,0.234,0.29,0.432,0.277
"P21","No sabe",0.077,0.11,0.298,0.242,0.197,0.343
"P22","Si",0.696,0.573,0.36,0.323,0.359,0.324
"P22","No",0.141,0.174,0.231,0.332,0.467,0.396
"P22","No sabe",0.163,0.253,0.409,0.345,0.174,0.28
"P25","Muy de acuerdo",0.329,0.161,0.339,0.44,0.543,0.327
"P25","De acuerdo",0.137,0.209,0.14,0.165,0.114,0.305
"P25","Ni de acuerdo ni en desacuerdo",0.17,0.209,0.154,0.095,0.097,0.034
"P25","En desacuerdo",0.203,0.152,0.108,0.09,0.025,0.026
"P25","Muy en desacuerdo",0.155,0.258,0.259,0.181,0.194,0.244
"P25","No sabe",0.006,0.011,0,0.029,0.027,0.064
"P26","Muy de acuerdo",0.306,0.104,0.349,0.468,0.551,0.501
"P26","De acuerdo",0.111,0.266,0.119,0.124,0.102,0.015
"P26","Ni de acuerdo ni en desacuerdo",0.161,0.132,0.138,0.092,0.093,0.116
"P26","En desacuerdo",0.139,0.216,0.106,0.104,0.039,0.026
"P26","Muy en desacuerdo",0.229,0.273,0.278,0.199,0.188,0.257
"P26","No sabe",0.054,0.009,0.01,0.013,0.027,0.085
"P27","Muy buena",0.54,0.206,0.099,0.165,0.194,0.083
"P27","Buena",0.226,0.446,0.28,0.246,0.135,0.2
"P27","Ni buena ni mala",0.118,0.274,0.399,0.345,0.277,0.461
"P27","Mala",0.015,0.022,0.141,0.175,0.123,0.095
"P27","Muy mala",0.071,0.048,0.063,0.067,0.264,0.128
"P27","No sabe",0.03,0.004,0.018,0.002,0.007,0.033
"P28","Muy buena",0.388,0.199,0.057,0.079,0.021,0.051
"P28","Buena",0.258,0.402,0.222,0.098,0.058,0.09
"P28","Ni buena ni mala",0.233,0.287,0.47,0.332,0.183,0.264
"P28","Mala",0.043,0.062,0.156,0.336,0.165,0.177
"P28","Muy mala",0.034,0.012,0.041,0.149,0.504,0.231
"P28","No sabe",0.044,0.038,0.054,0.006,0.069,0.187
"P29","Muy buena",0.425,0.152,0.009,0.031,0.021,0.019
"P29","Buena",0.149,0.322,0.191,0.073,0.026,0.076
"P29","Ni buena ni mala",0.194,0.218,0.391,0.189,0.073,0.323
"P29","Mala",0.108,0.244,0.311,0.454,0.202,0.093
"P29","Muy mala",0.094,0.062,0.079,0.251,0.657,0.32
"P29","No sabe",0.03,0.002,0.019,0.002,0.021,0.169
"P30","Muy buena",0.341,0.101,0.023,0.032,0.011,0.047
"P30","Buena",0.167,0.218,0.146,0.115,0.112,0.084
"P30","Ni buena ni mala",0.317,0.416,0.549,0.367,0.269,0.387
"P30","Mala",0.089,0.17,0.152,0.269,0.169,0.065
"P30","Muy mala",0.07,0.062,0.089,0.187,0.422,0.215
"P30","No sabe",0.016,0.033,0.041,0.03,0.017,0.202
"P31","Muy buena",0.37,0.148,0.052,0.108,0.125,0.115
"P31","Buena",0.121,0.236,0.243,0.145,0.071,0.242
"P31","Ni buena ni mala",0.323,0.382,0.354,0.229,0.166,0.066
"P31","Mala",0.084,0.134,0.183,0.287,0.088,0.136
"P31","Muy mala",0.09,0.079,0.138,0.227,0.485,0.247
"P31","No sabe",0.012,0.021,0.03,0.004,0.065,0.194
"P32","Muy buena",0.478,0.258,0.225,0.14,0.094,0.194
"P32","Buena",0.073,0.256,0.06,0.074,0.026,0.052
"P32","Ni buena ni mala",0.255,0.184,0.114,0.065,0.097,0.179
"P32","Mala",0.066,0.14,0.213,0.264,0.044,0.111
"P32","Muy mala",0.1,0.135,0.374,0.453,0.725,0.444
"P32","No sabe",0.028,0.027,0.014,0.004,0.014,0.02
"P33","Muy buena",0.209,0.132,0.123,0.091,0.251,0.146
"P33","Buena",0.089,0.131,0.166,0.19,0.164,0.103
"P33","Ni buena ni mala",0.185,0.193,0.147,0.188,0.248,0.208
"P33","Mala",0.196,0.26,0.222,0.26,0.09,0.06
"P33","Muy mala",0.296,0.282,0.32,0.271,0.241,0.382
"P33","No sabe",0.025,0.002,0.022,0,0.006,0.101
"P34","Muy buena",0.419,0.164,0.117,0.07,0.088,0.08
"P34","Buena",0.151,0.37,0.145,0.182,0.06,0.118
"P34","Ni buena ni mala",0.198,0.119,0.171,0.114,0.064,0.214
"P34","Mala",0.045,0.161,0.193,0.207,0.08,0.132
"P34","Muy mala",0.127,0.158,0.359,0.424,0.708,0.446
"P34","No sabe",0.06,0.028,0.015,0.003,0,0.01
"P35","Muy buena",0.3,0.083,0.322,0.404,0.49,0.353
"P35","Buena",0.03,0.261,0.113,0.115,0.165,0.132
"P35","Ni buena ni mala",0.209,0.128,0.087,0.09,0.033,0.06
"P35","Mala",0.177,0.199,0.154,0.129,0.019,0.027
"P35","Muy mala",0.284,0.329,0.304,0.262,0.278,0.417
"P35","No sabe",0,0,0.02,0,0.015,0.011
"P36","Muy buena",0.243,0.112,0.233,0.345,0.366,0.425
"P36","Buena",0.073,0.267,0.219,0.294,0.228,0.111
"P36","Ni buena ni mala",0.228,0.096,0.101,0.055,0.132,0.1
"P36","Mala",0.18,0.153,0.108,0.094,0.014,0.051
"P36","Muy mala",0.276,0.372,0.319,0.212,0.254,0.303
"P36","No sabe",0,0,0.02,0,0.006,0.01
"P37","Muy buena",0.223,0.095,0.183,0.221,0.265,0.214
"P37","Buena",0.11,0.214,0.144,0.247,0.214,0.088
"P37","Ni buena ni mala",0.214,0.196,0.254,0.252,0.206,0.239
"P37","Mala",0.175,0.192,0.134,0.093,0.036,0.118
"P37","Muy mala",0.269,0.293,0.247,0.184,0.26,0.298
"P37","No sabe",0.009,0.01,0.038,0.003,0.019,0.043
"P38","Muy buena",0.342,0.161,0.339,0.48,0.581,0.326
"P38","Buena",0.176,0.195,0.125,0.154,0.074,0.114
"P38","Ni buena ni mala",0.141,0.187,0.153,0.099,0.105,0.193
"P38","Mala",0.104,0.174,0.125,0.082,0.003,0.049
"P38","Muy mala",0.225,0.283,0.239,0.185,0.227,0.294
"P38","No sabe",0.012,0,0.019,0,0.01,0.024
"P39","Muy buena",0.286,0.134,0.1,0.159,0.123,0.208
"P39","Buena",0.203,0.214,0.141,0.192,0.22,0.199
"P39","Ni buena ni mala",0.255,0.341,0.465,0.376,0.348,0.099
"P39","Mala",0.119,0.145,0.125,0.145,0.061,0.239
"P39","Muy mala",0.124,0.119,0.129,0.096,0.237,0.187
"P39","No sabe",0.013,0.047,0.04,0.032,0.011,0.068
"P40","Muy buena",0.219,0.08,0.139,0.174,0.222,0.108
"P40","Buena",0.115,0.155,0.128,0.229,0.2,0.14
"P40","Ni buena ni mala",0.19,0.217,0.295,0.256,0.224,0.177
"P40","Mala",0.169,0.157,0.113,0.152,0.067,0.101
"P40","Muy mala",0.263,0.38,0.275,0.183,0.282,0.295
"P40","No sabe",0.044,0.011,0.05,0.006,0.005,0.179
"P41","Muy buena",0.179,0.047,0.121,0.172,0.227,0.08
"P41","Buena",0.104,0.146,0.147,0.224,0.145,0.247
"P41","Ni buena ni mala",0.298,0.371,0.349,0.29,0.304,0.156
"P41","Mala",0.201,0.105,0.153,0.09,0.044,0.08
"P41","Muy mala",0.187,0.257,0.17,0.144,0.27,0.161
"P41","No sabe",0.031,0.074,0.06,0.08,0.01,0.276
