"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P32","Muy mala",0.699,0.421,0.39,0.068,0.037,0.053
"P32","No sabe",0.018,0.024,0.002,0,0.002,0.266
"P33","Muy buena",0.289,0.166,0.086,0.033,0.037,0
"P33","Buena",0.207,0.373,0.15,0.021,0.019,0.139
"P33","Ni buena ni mala",0.24,0.253,0.322,0.108,0.036,0.283
"P33","Mala",0.149,0.15,0.287,0.615,0.084,0.17
"P33","Muy mala",0.104,0.058,0.089,0.221,0.819,0.142
"P33","No sabe",0.011,0,0.066,0.002,0.005,0.266
"P34","Muy buena",0.099,0.063,0.141,0.222,0.263,0
"P34","Buena",0.043,0.14,0.035,0.29,0.349,0.286
"P34","Ni buena ni mala",0.023,0.15,0.295,0.204,0.209,0.339
"P34","Mala",0.166,0.215,0.23,0.186,0.043,0.094
"P34","Muy mala",0.654,0.408,0.299,0.046,0.135,0.088
"P34","No sabe",0.015,0.024,0,0.052,0.001,0.193
"P35","Muy buena",0.772,0.305,0.068,0.019,0.02,0
"P35","Buena",0.076,0.468,0.257,0.037,0.007,0.214
"P35","Ni buena ni mala",0.021,0.152,0.364,0.146,0.029,0.389
"P35","Mala",0.04,0.034,0.151,0.631,0.086,0
"P35","Muy mala",0.089,0.038,0.16,0.167,0.848,0.133
"P35","No sabe",0.002,0.003,0,0,0.01,0.264
"P36","Muy buena",0.586,0.298,0.183,0.008,0.001,0.173
"P36","Buena",0.309,0.45,0.322,0.014,0.006,0.07
"P36","Ni buena ni mala",0.073,0.216,0.292,0.134,0.017,0.38
"P36","Mala",0.023,0.013,0.14,0.597,0.041,0.012
"P36","Muy mala",0.009,0.023,0.044,0.242,0.935,0.133
"P36","No sabe",0,0,0.019,0.005,0,0.232
"P37","Muy buena",0.48,0.137,0.053,0,0,0.076
"P37","Buena",0.248,0.433,0.205,0.049,0.006,0
"P37","Ni buena ni mala",0.22,0.34,0.537,0.182,0.065,0.474
"P37","Mala",0.033,0.034,0.137,0.599,0.089,0.041
"P37","Muy mala",0.003,0.028,0.042,0.168,0.827,0.184
"P37","No sabe",0.016,0.028,0.026,0.002,0.013,0.225
"P38","Muy buena",0.808,0.398,0.217,0.012,0.032,0
"P38","Buena",0.114,0.48,0.224,0.074,0.003,0.159
"P38","Ni buena ni mala",0.068,0.099,0.43,0.251,0.064,0.307
"P38","Mala",0.002,0.006,0.093,0.492,0.108,0
"P38","Muy mala",0.003,0.014,0.035,0.163,0.782,0.234
"P38","No sabe",0.005,0.003,0.001,0.008,0.011,0.3
"P39","Muy buena",0.274,0.199,0.093,0.086,0.026,0.159
"P39","Buena",0.207,0.433,0.208,0.088,0.078,0
"P39","Ni buena ni mala",0.366,0.312,0.526,0.428,0.263,0.282
"P39","Mala",0.089,0.012,0.141,0.292,0.177,0
"P39","Muy mala",0.048,0.034,0.026,0.054,0.416,0
"P39","No sabe",0.016,0.01,0.006,0.052,0.04,0.559
"P40","Muy buena",0.368,0.153,0.038,0.002,0,0.106
"P40","Buena",0.285,0.306,0.104,0.026,0.013,0
"P40","Ni buena ni mala",0.232,0.41,0.556,0.185,0.06,0.281
"P40","Mala",0.063,0.053,0.153,0.573,0.063,0.065
"P40","Muy mala",0.017,0.06,0.048,0.181,0.856,0.249
"P40","No sabe",0.035,0.018,0.101,0.033,0.008,0.299
"P41","Muy buena",0.365,0.041,0.026,0.006,0,0
"P41","Buena",0.263,0.411,0.083,0.011,0.01,0.16
"P41","Ni buena ni mala",0.266,0.421,0.625,0.414,0.139,0.229
"P41","Mala",0.039,0.034,0.143,0.394,0.165,0
"P41","Muy mala",0.026,0.071,0.026,0.084,0.605,0.053
"P41","No sabe",0.041,0.022,0.097,0.091,0.081,0.558
