"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P08","Siempre",0.171,0.099,0.216,0.263,0.297,0.123
"P08","Casi siempre",0.362,0.501,0.339,0.364,0.396,0.239
"P08","Casi nunca",0.358,0.31,0.269,0.276,0.244,0.273
"P08","Nunca, pero esta es una excepción",0.109,0.09,0.176,0.097,0.063,0.365
"P09","Muy buena",0.197,0.083,0.163,0.148,0.162,0.136
"P09","Buena",0.233,0.381,0.225,0.319,0.243,0.087
"P09","Ni buena ni mala",0.271,0.403,0.456,0.375,0.433,0.404
"P09","Mala",0.214,0.077,0.081,0.132,0.115,0.189
"P09","Muy mala",0.07,0.036,0.039,0.024,0.026,0.029
"P09","No sabe",0.015,0.02,0.036,0.002,0.021,0.155
"P10","Muy buena",0.235,0.125,0.357,0.201,0.209,0.116
"P10","Buena",0.229,0.425,0.321,0.545,0.307,0.408
"P10","Ni buena ni mala",0.274,0.299,0.257,0.192,0.307,0.251
"P10","Mala",0.153,0.043,0.025,0.047,0.126,0.094
"P10","Muy mala",0.093,0.085,0.019,0.013,0.014,0.029
"P10","No sabe",0.016,0.023,0.021,0.002,0.037,0.102
"P11","Muy de acuerdo",0.17,0.072,0.174,0.17,0.131,0.084
"P11","De acuerdo",0.12,0.343,0.144,0.335,0.221,0.059
"P11","Ni de acuerdo ni en desacuerdo",0.328,0.321,0.389,0.29,0.372,0.618
"P11","En desacuerdo",0.111,0.063,0.065,0.109,0.047,0
"P11","Muy en desacuerdo",0.103,0.05,0.018,0.003,0.013,0.029
"P11","No sabe",0.168,0.151,0.21,0.093,0.216,0.21
"P14","Muy de acuerdo",0.135,0.15,0.219,0.217,0.161,0.352
"P14","De acuerdo",0.028,0.223,0.112,0.209,0.12,0.038
"P14","Ni de acuerdo ni en desacuerdo",0.276,0.288,0.337,0.297,0.352,0.121
"P14","En desacuerdo",0.267,0.217,0.162,0.209,0.182,0.106
"P14","Muy en desacuerdo",0.201,0.114,0.104,0.051,0.109,0.148
"P14","No sabe",0.093,0.008,0.066,0.017,0.076,0.235
"P15","Muy de acuerdo",0.393,0.325,0.302,0.321,0.462,0.408
"P15","De acuerdo",0.112,0.346,0.21,0.301,0.236,0.105
"P15","Ni de acuerdo ni en desacuerdo",0.206,0.161,0.329,0.23,0.106,0.318
"P15","En desacuerdo",0.175,0.116,0.124,0.119,0.145,0.119
"P15","Muy en desacuerdo",0.1,0.052,0.02,0.029,0.035,0.05
"P15","No sabe",0.014,0,0.015,0,0.016,0
"P16","Si",0.548,0.299,0.524,0.415,0.376,0.212
"P16","No",0.268,0.359,0.228,0.331,0.338,0.104
"P16","No sabe",0.184,0.342,0.248,0.254,0.286,0.684
"P17","Muy de acuerdo",0.364,0.309,0.357,0.323,0.403,0.221
"P17","De acuerdo",0.197,0.429,0.24,0.261,0.271,0.021
"P17","Ni de acuerdo ni en desacuerdo",0.19,0.186,0.334,0.336,0.167,0.447
"P17","En desacuerdo",0.15,0.039,0.027,0.056,0.076,0.022
"P17","Muy en desacuerdo",0.058,0.015,0.021,0.022,0.048,0.112
"P17","No sabe",0.041,0.022,0.021,0.002,0.035,0.177
"P18","Muy de acuerdo",0.13,0.036,0.112,0.191,0.236,0.021
"P18","De acuerdo",0.105,0.381,0.279,0.49,0.356,0.109
"P18","Ni de acuerdo ni en desacuerdo",0.274,0.302,0.342,0.192,0.275,0.5
"P18","En desacuerdo",0.279,0.199,0.151,0.097,0.057,0.031
"P18","Muy en desacuerdo",0.183,0.029,0.035,0.01,0.032,0.056
"P18","No sabe",0.029,0.053,0.081,0.02,0.044,0.283
"P19","Muy de acuerdo",0.246,0.102,0.232,0.271,0.487,0.007
"P19","De acuerdo",0.088,0.372,0.15,0.256,0.172,0.129
"P19","Ni de acuerdo ni en desacuerdo",0.216,0.23,0.436,0.29,0.181,0.383
"P19","En desacuerdo",0.228,0.177,0.069,0.159,0.047,0
"P19","Muy en desacuerdo",0.189,0.083,0.025,0.007,0.096,0.242
"P19","No sabe",0.033,0.036,0.088,0.017,0.017,0.239
"P20","Autoritaria",0.123,0.107,0.336,0.614,0.819,0.328
"P20","Inexperta negociando",0.057,0.284,0.208,0.205,0.17,0.074
"P20","Indecisa",0.051,0.105,0.136,0.057,0.001,0.352
"P20","Prudente",0.159,0.265,0.169,0.117,0.007,0
"P20","Hábil negociando",0.177,0.065,0.037,0,0.003,0.166
"P20","Firme y decidido",0.433,0.174,0.114,0.007,0,0.08
"P21","Si",0.428,0.387,0.537,0.772,0.653,0.619
"P21","No",0.369,0.347,0.148,0.097,0.15,0
"P21","No sabe",0.203,0.266,0.315,0.131,0.197,0.381
"P22","Si",0.351,0.32,0.546,0.491,0.508,0.426
"P22","No",0.43,0.344,0.09,0.147,0.184,0.08
"P22","No sabe",0.219,0.336,0.364,0.362,0.308,0.494
"P25","Muy de acuerdo",0.882,0.159,0.044,0.012,0.022,0
"P25","De acuerdo",0.098,0.652,0.234,0.051,0.011,0.203
"P25","Ni de acuerdo ni en desacuerdo",0.006,0.138,0.678,0.14,0.016,0.391
"P25","En desacuerdo",0.002,0.051,0.029,0.744,0.066,0.053
"P25","Muy en desacuerdo",0.001,0,0.001,0.053,0.877,0.007
"P25","No sabe",0.011,0,0.014,0,0.008,0.346
"P27","Muy buena",0.212,0.139,0.267,0.258,0.17,0.328
"P27","Buena",0.168,0.444,0.262,0.29,0.288,0.087
"P27","Ni buena ni mala",0.312,0.344,0.363,0.305,0.269,0.526
"P27","Mala",0.166,0.061,0.081,0.135,0.069,0
"P27","Muy mala",0.132,0.01,0.024,0.012,0.167,0.028
"P27","No sabe",0.01,0.002,0.003,0,0.037,0.031
"P28","Muy buena",0.105,0.045,0.138,0.166,0.161,0.2
"P28","Buena",0.149,0.336,0.116,0.303,0.169,0.066
"P28","Ni buena ni mala",0.241,0.377,0.414,0.321,0.399,0.232
"P28","Mala",0.203,0.148,0.247,0.194,0.088,0.101
"P28","Muy mala",0.253,0.062,0.038,0.008,0.129,0.011
"P28","No sabe",0.049,0.032,0.047,0.008,0.054,0.39
"P29","Muy buena",0.077,0.099,0.096,0.141,0.091,0.305
"P29","Buena",0.105,0.223,0.178,0.252,0.1,0.023
"P29","Ni buena ni mala",0.212,0.265,0.346,0.234,0.26,0.129
"P29","Mala",0.259,0.254,0.288,0.321,0.274,0.221
"P29","Muy mala",0.323,0.156,0.082,0.052,0.243,0.026
"P29","No sabe",0.024,0.003,0.01,0,0.032,0.296
"P30","Muy buena",0.075,0.066,0.142,0.081,0.072,0.162
"P30","Buena",0.12,0.257,0.16,0.178,0.104,0
"P30","Ni buena ni mala",0.34,0.448,0.472,0.409,0.441,0.545
"P30","Mala",0.187,0.118,0.112,0.293,0.143,0.033
"P30","Muy mala",0.246,0.092,0.077,0.009,0.187,0
"P30","No sabe",0.032,0.019,0.037,0.03,0.053,0.26
"P31","Muy buena",0.11,0.123,0.182,0.164,0.153,0.248
"P31","Buena",0.082,0.192,0.164,0.234,0.29,0.148
"P31","Ni buena ni mala",0.176,0.345,0.317,0.334,0.343,0.353
"P31","Mala",0.197,0.169,0.208,0.22,0.096,0
"P31","Muy mala",0.387,0.139,0.107,0.029,0.098,0.012
"P31","No sabe",0.048,0.032,0.022,0.019,0.02,0.239
"P32","Muy buena",0.06,0.075,0.141,0.397,0.537,0.04
"P32","Buena",0.011,0.119,0.052,0.151,0.154,0.009
"P32","Ni buena ni mala",0.035,0.126,0.233,0.161,0.2,0.502
"P32","Mala",0.177,0.235,0.182,0.223,0.07,0.13
