"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P08","Siempre",0.24,0.192,0.188,0.224,0.203,0.135
"P08","Casi siempre",0.341,0.415,0.382,0.387,0.262,0.494
"P08","Casi nunca",0.285,0.33,0.328,0.266,0.457,0.3
"P08","Nunca, pero esta es una excepción",0.134,0.063,0.102,0.123,0.078,0.071
"P09","Muy buena",0.328,0.106,0.054,0.082,0.044,0.045
"P09","Buena",0.186,0.353,0.255,0.29,0.131,0.047
"P09","Ni buena ni mala",0.29,0.387,0.473,0.332,0.541,0.428
"P09","Mala",0.134,0.102,0.179,0.155,0.118,0.192
"P09","Muy mala",0.059,0.042,0.021,0.081,0.144,0.108
"P09","No sabe",0.003,0.01,0.018,0.06,0.022,0.18
"P10","Muy buena",0.369,0.175,0.136,0.1,0.075,0.038
"P10","Buena",0.239,0.45,0.315,0.269,0.317,0.227
"P10","Ni buena ni mala",0.226,0.234,0.399,0.348,0.35,0.334
"P10","Mala",0.096,0.082,0.088,0.218,0.121,0.126
"P10","Muy mala",0.061,0.041,0.044,0.012,0.125,0.108
"P10","No sabe",0.009,0.018,0.018,0.053,0.012,0.167
"P11","Muy de acuerdo",0.236,0.127,0.123,0.024,0.036,0.031
"P11","De acuerdo",0.171,0.35,0.155,0.152,0.079,0.005
"P11","Ni de acuerdo ni en desacuerdo",0.351,0.274,0.485,0.313,0.307,0.174
"P11","En desacuerdo",0.073,0.067,0.072,0.158,0.043,0.104
"P11","Muy en desacuerdo",0.054,0.047,0.036,0.055,0.193,0.108
"P11","No sabe",0.115,0.135,0.129,0.298,0.342,0.578
"P14","Muy de acuerdo",0.248,0.174,0.1,0.033,0.03,0.014
"P14","De acuerdo",0.098,0.177,0.096,0.041,0.06,0.019
"P14","Ni de acuerdo ni en desacuerdo",0.285,0.289,0.45,0.254,0.141,0.178
"P14","En desacuerdo",0.188,0.211,0.21,0.333,0.232,0.427
"P14","Muy en desacuerdo",0.138,0.103,0.104,0.228,0.23,0.175
"P14","No sabe",0.043,0.046,0.04,0.111,0.307,0.187
"P15","Muy de acuerdo",0.533,0.334,0.282,0.188,0.201,0.268
"P15","De acuerdo",0.146,0.295,0.195,0.198,0.152,0.238
"P15","Ni de acuerdo ni en desacuerdo",0.151,0.157,0.318,0.234,0.226,0.255
"P15","En desacuerdo",0.1,0.127,0.153,0.295,0.045,0.138
"P15","Muy en desacuerdo",0.066,0.066,0.049,0.045,0.355,0.078
"P15","No sabe",0.004,0.021,0.003,0.04,0.021,0.023
"P16","Si",0.556,0.415,0.367,0.386,0.327,0.405
"P16","No",0.278,0.371,0.193,0.361,0.394,0.277
"P16","No sabe",0.166,0.214,0.44,0.253,0.279,0.318
"P18","Muy de acuerdo",0.254,0.094,0.08,0.09,0.062,0
"P18","De acuerdo",0.243,0.426,0.195,0.108,0.044,0.155
"P18","Ni de acuerdo ni en desacuerdo",0.271,0.241,0.483,0.107,0.303,0.202
"P18","En desacuerdo",0.143,0.141,0.183,0.466,0.15,0.12
"P18","Muy en desacuerdo",0.055,0.048,0.05,0.193,0.429,0.007
"P18","No sabe",0.034,0.05,0.009,0.036,0.012,0.516
"P19","Muy de acuerdo",0.437,0.217,0.19,0.169,0.129,0.068
"P19","De acuerdo",0.136,0.305,0.134,0.075,0.131,0.098
"P19","Ni de acuerdo ni en desacuerdo",0.204,0.255,0.446,0.096,0.176,0.088
"P19","En desacuerdo",0.122,0.104,0.122,0.436,0.073,0.103
"P19","Muy en desacuerdo",0.067,0.099,0.079,0.212,0.447,0.276
"P19","No sabe",0.034,0.02,0.029,0.012,0.044,0.367
"P20","Autoritaria",0.475,0.317,0.351,0.177,0.306,0.337
"P20","Inexperta negociando",0.119,0.226,0.136,0.165,0.023,0.043
"P20","Indecisa",0.067,0.045,0.12,0.007,0.111,0.022
"P20","Prudente",0.108,0.198,0.069,0.16,0.107,0.229
"P20","Hábil negociando",0.1,0.072,0.074,0.109,0.158,0.029
"P20","Firme y decidido",0.131,0.142,0.25,0.382,0.295,0.34
"P21","Si",0.601,0.584,0.491,0.49,0.332,0.146
"P21","No",0.229,0.237,0.215,0.395,0.224,0.342
"P21","No sabe",0.17,0.179,0.294,0.115,0.444,0.512
"P22","Si",0.521,0.465,0.394,0.26,0.277,0.045
"P22","No",0.251,0.308,0.179,0.379,0.451,0.445
"P22","No sabe",0.228,0.227,0.427,0.361,0.272,0.51
"P25","Muy de acuerdo",0.395,0.335,0.282,0.596,0.381,0.288
"P25","De acuerdo",0.117,0.211,0.182,0.076,0.188,0.277
"P25","Ni de acuerdo ni en desacuerdo",0.115,0.109,0.223,0.095,0.077,0.081
"P25","En desacuerdo",0.12,0.121,0.118,0.043,0.091,0.006
"P25","Muy en desacuerdo",0.251,0.212,0.163,0.186,0.247,0.217
"P25","No sabe",0.002,0.012,0.032,0.004,0.016,0.131
"P26","Muy de acuerdo",0.387,0.298,0.323,0.634,0.511,0.464
"P26","De acuerdo",0.108,0.213,0.103,0.054,0.042,0.082
"P26","Ni de acuerdo ni en desacuerdo",0.123,0.118,0.184,0.037,0.061,0.074
"P26","En desacuerdo",0.097,0.112,0.162,0.067,0.056,0.006
"P26","Muy en desacuerdo",0.269,0.257,0.177,0.201,0.264,0.241
"P26","No sabe",0.016,0.002,0.051,0.007,0.066,0.133
"P27","Muy buena",0.31,0.173,0.158,0.112,0.181,0.015
"P27","Buena",0.257,0.341,0.252,0.175,0.098,0.026
"P27","Ni buena ni mala",0.199,0.319,0.408,0.372,0.512,0.488
"P27","Mala",0.098,0.082,0.085,0.24,0.068,0.339
"P27","Muy mala",0.119,0.074,0.094,0.074,0.118,0.087
"P27","No sabe",0.017,0.011,0.003,0.027,0.023,0.045
"P28","Muy buena",0.192,0.085,0.09,0.051,0.041,0.257
"P28","Buena",0.203,0.245,0.177,0.101,0.104,0.009
"P28","Ni buena ni mala",0.306,0.384,0.354,0.297,0.192,0.202
"P28","Mala",0.143,0.128,0.194,0.249,0.191,0.358
"P28","Muy mala",0.141,0.102,0.106,0.275,0.275,0.088
"P28","No sabe",0.015,0.056,0.079,0.027,0.197,0.086
"P29","Muy buena",0.164,0.047,0.096,0.004,0.039,0.133
"P29","Buena",0.13,0.184,0.163,0.113,0.044,0
"P29","Ni buena ni mala",0.21,0.322,0.256,0.151,0.188,0.339
"P29","Mala",0.273,0.278,0.291,0.294,0.168,0.163
"P29","Muy mala",0.206,0.162,0.174,0.399,0.424,0.248
"P29","No sabe",0.017,0.007,0.02,0.039,0.137,0.117
"P30","Muy buena",0.145,0.029,0.086,0.007,0.009,0.153
"P30","Buena",0.143,0.178,0.14,0.111,0.079,0.019
"P30","Ni buena ni mala",0.41,0.455,0.382,0.326,0.366,0.466
"P30","Mala",0.138,0.19,0.196,0.194,0.085,0.086
"P30","Muy mala",0.144,0.124,0.144,0.321,0.26,0.149
"P30","No sabe",0.02,0.024,0.052,0.041,0.201,0.127
"P31","Muy buena",0.197,0.117,0.133,0.043,0.046,0.169
"P31","Buena",0.177,0.208,0.179,0.15,0.122,0.055
"P31","Ni buena ni mala",0.263,0.333,0.33,0.166,0.191,0.072
"P31","Mala",0.159,0.159,0.14,0.296,0.053,0.323
"P31","Muy mala",0.183,0.156,0.186,0.308,0.38,0.294
"P31","No sabe",0.021,0.027,0.032,0.037,0.208,0.087
"P32","Muy buena",0.31,0.211,0.217,0.121,0.15,0.034
"P32","Buena",0.061,0.104,0.116,0.041,0.004,0.08
"P32","Ni buena ni mala",0.139,0.122,0.145,0.067,0.205,0.248
"P32","Mala",0.18,0.18,0.127,0.198,0.05,0.095
"P32","Muy mala",0.307,0.353,0.375,0.573,0.557,0.507
"P32","No sabe",0.003,0.03,0.02,0,0.034,0.036
"P33","Muy buena",0.189,0.148,0.113,0.166,0.045,0.12
"P33","Buena",0.141,0.167,0.177,0.085,0.101,0.185
"P33","Ni buena ni mala",0.152,0.161,0.213,0.25,0.361,0.132
"P33","Mala",0.19,0.212,0.21,0.221,0.117,0.199
"P33","Muy mala",0.31,0.297,0.258,0.275,0.341,0.364
"P33","No sabe",0.018,0.015,0.029,0.003,0.035,0
"P34","Muy buena",0.198,0.103,0.172,0.131,0.092,0.078
"P34","Buena",0.15,0.154,0.218,0.092,0.113,0.289
"P34","Ni buena ni mala",0.177,0.134,0.154,0.081,0.096,0.082
"P34","Mala",0.175,0.162,0.136,0.13,0.022,0.078
"P34","Muy mala",0.297,0.396,0.302,0.563,0.677,0.473
"P34","No sabe",0.003,0.051,0.018,0.003,0,0
"P35","Muy buena",0.327,0.312,0.324,0.476,0.418,0.262
"P35","Buena",0.145,0.163,0.08,0.081,0.078,0.092
"P35","Ni buena ni mala",0.097,0.076,0.139,0.127,0.081,0.048
"P35","Mala",0.138,0.117,0.187,0.044,0.045,0.062
"P35","Muy mala",0.283,0.332,0.254,0.272,0.344,0.519
"P35","No sabe",0.01,0,0.016,0,0.034,0.017
"P36","Muy buena",0.294,0.247,0.271,0.287,0.245,0.462
"P36","Buena",0.176,0.255,0.179,0.319,0.255,0.095
"P36","Ni buena ni mala",0.104,0.112,0.13,0.138,0.129,0.062
"P36","Mala",0.106,0.075,0.181,0.049,0.036,0
"P36","Muy mala",0.318,0.311,0.212,0.207,0.317,0.381
"P36","No sabe",0.002,0,0.027,0,0.018,0
"P37","Muy buena",0.216,0.194,0.16,0.354,0.074,0.174
"P37","Buena",0.174,0.212,0.178,0.116,0.044,0.2
"P37","Ni buena ni mala",0.218,0.209,0.265,0.222,0.334,0.262
"P37","Mala",0.095,0.125,0.166,0.065,0.169,0.178
"P37","Muy mala",0.288,0.248,0.191,0.216,0.336,0.159
"P37","No sabe",0.009,0.012,0.04,0.027,0.043,0.027
"P38","Muy buena",0.406,0.384,0.319,0.503,0.363,0.357
"P38","Buena",0.134,0.178,0.116,0.104,0.071,0.2
"P38","Ni buena ni mala",0.115,0.117,0.186,0.185,0.175,0.061
"P38","Mala",0.071,0.09,0.163,0.031,0.026,0.176
"P38","Muy mala",0.267,0.23,0.195,0.169,0.327,0.174
"P38","No sabe",0.007,0.001,0.021,0.008,0.038,0.032
"P39","Muy buena",0.203,0.113,0.136,0.082,0.289,0.145
"P39","Buena",0.146,0.294,0.151,0.171,0.144,0.062
"P39","Ni buena ni mala",0.372,0.277,0.422,0.408,0.199,0.478
"P39","Mala",0.114,0.111,0.157,0.216,0.125,0.032
"P39","Muy mala",0.143,0.192,0.105,0.072,0.203,0.016
"P39","No sabe",0.022,0.013,0.029,0.051,0.04,0.267
"P40","Muy buena",0.205,0.135,0.118,0.203,0.187,0.089
"P40","Buena",0.132,0.181,0.152,0.312,0.103,0.102
"P40","Ni buena ni mala",0.206,0.274,0.308,0.126,0.14,0.407
"P40","Mala",0.109,0.097,0.183,0.123,0.09,0.226
"P40","Muy mala",0.307,0.29,0.195,0.228,0.341,0.149
"P40","No sabe",0.041,0.023,0.044,0.008,0.139,0.027
"P41","Muy buena",0.163,0.083,0.147,0.244,0.195,0.13
"P41","Buena",0.149,0.211,0.108,0.25,0.144,0.161
"P41","Ni buena ni mala",0.323,0.313,0.37,0.178,0.135,0.311
"P41","Mala",0.1,0.12,0.174,0.07,0.118,0.105
"P41","Muy mala",0.223,0.23,0.112,0.181,0.234,0.022
"P41","No sabe",0.042,0.043,0.089,0.077,0.174,0.271
