"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P09","Muy buena",0.276,0.118,0.117,0.157
"P09","Buena",0.177,0.372,0.162,0.237
"P09","Ni buena ni mala",0.347,0.308,0.547,0.266
"P09","Mala",0.109,0.139,0.112,0.206
"P09","Muy mala",0.075,0.045,0.031,0.093
"P09","No sabe",0.016,0.018,0.031,0.041
"P10","Muy buena",0.294,0.176,0.19,0.367
"P10","Buena",0.254,0.377,0.293,0.172
"P10","Ni buena ni mala",0.285,0.292,0.331,0.212
"P10","Mala",0.101,0.075,0.114,0.158
"P10","Muy mala",0.045,0.038,0.059,0.055
"P10","No sabe",0.021,0.042,0.013,0.036
"P11","Muy de acuerdo",0.314,0.079,0.101,0.166
"P11","De acuerdo",0.174,0.3,0.175,0.118
"P11","Ni de acuerdo ni en desacuerdo",0.245,0.321,0.391,0.374
"P11","En desacuerdo",0.119,0.079,0.075,0.115
"P11","Muy en desacuerdo",0.057,0.038,0.056,0.042
"P11","No sabe",0.091,0.183,0.202,0.185
"P14","Muy de acuerdo",0.331,0.097,0.115,0.12
"P14","De acuerdo",0.078,0.123,0.118,0.126
"P14","Ni de acuerdo ni en desacuerdo",0.286,0.341,0.324,0.297
"P14","En desacuerdo",0.17,0.234,0.257,0.131
"P14","Muy en desacuerdo",0.105,0.142,0.083,0.292
"P14","No sabe",0.03,0.063,0.103,0.034
"P15","Muy de acuerdo",0.483,0.318,0.345,0.366
"P15","De acuerdo",0.159,0.296,0.147,0.146
"P15","Ni de acuerdo ni en desacuerdo",0.152,0.155,0.267,0.31
"P15","En desacuerdo",0.12,0.13,0.158,0.126
"P15","Muy en desacuerdo",0.067,0.086,0.063,0.046
"P15","No sabe",0.019,0.015,0.02,0.006
"P16","Si",0.522,0.415,0.469,0.371
"P16","No",0.313,0.297,0.242,0.394
"P16","No sabe",0.165,0.288,0.289,0.235
"P17","Muy de acuerdo",0.417,0.333,0.333,0.47
"P17","De acuerdo",0.222,0.269,0.256,0.147
"P17","Ni de acuerdo ni en desacuerdo",0.205,0.234,0.241,0.224
"P17","En desacuerdo",0.094,0.091,0.075,0.104
"P17","Muy en desacuerdo",0.041,0.03,0.063,0.032
"P17","No sabe",0.021,0.043,0.032,0.023
"P18","Muy de acuerdo",0.3,0.086,0.105,0.154
"P18","De acuerdo",0.241,0.335,0.198,0.139
"P18","Ni de acuerdo ni en desacuerdo",0.209,0.281,0.339,0.417
"P18","En desacuerdo",0.162,0.192,0.182,0.165
"P18","Muy en desacuerdo",0.06,0.063,0.111,0.079
"P18","No sabe",0.028,0.043,0.065,0.046
"P19","Muy de acuerdo",0.45,0.237,0.23,0.196
"P19","De acuerdo",0.147,0.225,0.143,0.089
"P19","Ni de acuerdo ni en desacuerdo",0.244,0.249,0.27,0.277
"P19","En desacuerdo",0.1,0.157,0.147,0.174
"P19","Muy en desacuerdo",0.054,0.089,0.153,0.216
"P19","No sabe",0.005,0.043,0.057,0.048
"P20","Autoritaria",0.517,0.343,0.299,0.361
"P20","Inexperta negociando",0.143,0.158,0.135,0.142
"P20","Indecisa",0.036,0.062,0.09,0.095
"P20","Prudente",0.085,0.152,0.138,0.126
"P20","Hábil negociando",0.082,0.094,0.09,0.076
"P20","Firme y decidido",0.137,0.191,0.248,0.2
"P21","Si",0.61,0.508,0.526,0.511
"P21","No",0.223,0.29,0.217,0.221
"P21","No sabe",0.167,0.202,0.257,0.268
"P22","Si",0.559,0.425,0.385,0.309
"P22","No",0.222,0.293,0.297,0.262
"P22","No sabe",0.219,0.282,0.318,0.429
"P25","Muy de acuerdo",0.341,0.357,0.413,0.333
"P25","De acuerdo",0.112,0.194,0.16,0.131
"P25","Ni de acuerdo ni en desacuerdo",0.125,0.107,0.122,0.273
"P25","En desacuerdo",0.119,0.114,0.101,0.08
"P25","Muy en desacuerdo",0.299,0.216,0.186,0.129
"P25","No sabe",0.004,0.012,0.018,0.054
"P26","Muy de acuerdo",0.316,0.361,0.45,0.379
"P26","De acuerdo",0.06,0.163,0.128,0.103
"P26","Ni de acuerdo ni en desacuerdo",0.129,0.11,0.109,0.199
"P26","En desacuerdo",0.137,0.103,0.098,0.096
"P26","Muy en desacuerdo",0.343,0.247,0.192,0.137
"P26","No sabe",0.015,0.016,0.023,0.086
"P27","Muy buena",0.287,0.184,0.186,0.196
"P27","Buena",0.187,0.299,0.274,0.181
"P27","Ni buena ni mala",0.228,0.316,0.33,0.445
"P27","Mala",0.136,0.109,0.132,0.009
"P27","Muy mala",0.124,0.09,0.063,0.155
"P27","No sabe",0.038,0.002,0.015,0.014
"P28","Muy buena",0.26,0.104,0.062,0.107
"P28","Buena",0.166,0.244,0.146,0.136
"P28","Ni buena ni mala",0.217,0.286,0.435,0.403
"P28","Mala",0.197,0.153,0.183,0.135
"P28","Muy mala",0.136,0.155,0.11,0.168
"P28","No sabe",0.024,0.058,0.064,0.051
"P29","Muy buena",0.211,0.063,0.066,0.094
"P29","Buena",0.148,0.15,0.137,0.111
"P29","Ni buena ni mala",0.165,0.262,0.281,0.265
"P29","Mala",0.276,0.275,0.295,0.183
"P29","Muy mala",0.175,0.245,0.183,0.277
"P29","No sabe",0.025,0.005,0.038,0.07
"P30","Muy buena",0.207,0.049,0.043,0.086
"P30","Buena",0.166,0.176,0.103,0.066
"P30","Ni buena ni mala",0.333,0.391,0.483,0.416
"P30","Mala",0.142,0.189,0.155,0.153
"P30","Muy mala",0.134,0.16,0.155,0.216
"P30","No sabe",0.018,0.035,0.061,0.063
"P31","Muy buena",0.254,0.107,0.088,0.19
"P31","Buena",0.13,0.199,0.205,0.107
"P31","Ni buena ni mala",0.284,0.277,0.284,0.258
"P31","Mala",0.184,0.19,0.153,0.089
"P31","Muy mala",0.117,0.207,0.212,0.305
"P31","No sabe",0.031,0.02,0.058,0.051
"P32","Muy buena",0.403,0.203,0.185,0.108
"P32","Buena",0.057,0.107,0.072,0.057
"P32","Ni buena ni mala",0.175,0.108,0.108,0.239
"P32","Mala",0.148,0.179,0.173,0.089
"P32","Muy mala",0.215,0.398,0.446,0.422
"P32","No sabe",0.002,0.005,0.016,0.085
"P33","Muy buena",0.189,0.18,0.109,0.078
"P33","Buena",0.088,0.172,0.17,0.143
"P33","Ni buena ni mala",0.141,0.152,0.216,0.317
"P33","Mala",0.187,0.204,0.229,0.127
"P33","Muy mala",0.394,0.292,0.245,0.241
"P33","No sabe",0.001,0,0.031,0.094
"P34","Muy buena",0.315,0.131,0.088,0.089
"P34","Buena",0.152,0.191,0.164,0.091
"P34","Ni buena ni mala",0.083,0.139,0.167,0.234
"P34","Mala",0.141,0.119,0.186,0.173
"P34","Muy mala",0.283,0.419,0.38,0.335
"P34","No sabe",0.026,0.001,0.015,0.078
"P35","Muy buena",0.259,0.343,0.376,0.375
"P35","Buena",0.088,0.138,0.128,0.136
"P35","Ni buena ni mala",0.098,0.085,0.111,0.149
"P35","Mala",0.166,0.126,0.128,0.059
"P35","Muy mala",0.389,0.297,0.257,0.231
"P35","No sabe",0,0.011,0,0.05
"P36","Muy buena",0.226,0.323,0.29,0.188
"P36","Buena",0.127,0.197,0.239,0.362
"P36","Ni buena ni mala",0.09,0.1,0.143,0.147
"P36","Mala",0.172,0.1,0.08,0.038
"P36","Muy mala",0.385,0.28,0.238,0.215
"P36","No sabe",0,0,0.01,0.05
"P37","Muy buena",0.192,0.186,0.219,0.238
"P37","Buena",0.094,0.21,0.21,0.101
"P37","Ni buena ni mala",0.213,0.234,0.227,0.295
"P37","Mala",0.158,0.108,0.124,0.098
"P37","Muy mala",0.316,0.243,0.209,0.226
"P37","No sabe",0.027,0.019,0.011,0.042
"P38","Muy buena",0.338,0.371,0.438,0.395
"P38","Buena",0.097,0.143,0.179,0.089
"P38","Ni buena ni mala",0.175,0.14,0.082,0.219
"P38","Mala",0.123,0.086,0.109,0.027
"P38","Muy mala",0.259,0.251,0.188,0.227
"P38","No sabe",0.008,0.009,0.004,0.043
"P39","Muy buena",0.182,0.093,0.222,0.158
"P39","Buena",0.085,0.264,0.145,0.199
"P39","Ni buena ni mala",0.342,0.343,0.386,0.367
"P39","Mala",0.204,0.123,0.101,0.076
"P39","Muy mala",0.171,0.139,0.128,0.11
"P39","No sabe",0.016,0.038,0.018,0.09
"P40","Muy buena",0.132,0.103,0.242,0.234
"P40","Buena",0.128,0.214,0.132,0.114
"P40","Ni buena ni mala",0.186,0.258,0.245,0.309
"P40","Mala",0.204,0.127,0.093,0.056
"P40","Muy mala",0.331,0.268,0.24,0.199
"P40","No sabe",0.019,0.03,0.048,0.088
"P41","Muy buena",0.16,0.127,0.176,0.1
"P41","Buena",0.106,0.202,0.149,0.187
"P41","Ni buena ni mala",0.218,0.303,0.36,0.394
"P41","Mala",0.184,0.116,0.085,0.104
"P41","Muy mala",0.292,0.178,0.147,0.137
