"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P08","Siempre",0.44,0.201,0.148,0.189,0.162,0.124
"P08","Casi siempre",0.226,0.501,0.357,0.404,0.301,0.346
"P08","Casi nunca",0.225,0.242,0.352,0.313,0.435,0.429
"P08","Nunca, pero esta es una excepción",0.109,0.056,0.143,0.094,0.102,0.101
"P09","Muy buena",0.509,0.147,0.098,0.114,0.042,0.024
"P09","Buena",0.166,0.403,0.235,0.167,0.146,0.201
"P09","Ni buena ni mala",0.187,0.344,0.501,0.371,0.33,0.51
"P09","Mala",0.106,0.083,0.146,0.231,0.207,0.102
"P09","Muy mala",0.027,0.012,0.012,0.11,0.212,0
"P09","No sabe",0.005,0.011,0.008,0.007,0.063,0.163
"P10","Muy buena",0.668,0.192,0.154,0.132,0.041,0.033
"P10","Buena",0.155,0.553,0.27,0.193,0.195,0.511
"P10","Ni buena ni mala",0.085,0.194,0.434,0.395,0.247,0.199
"P10","Mala",0.056,0.034,0.109,0.197,0.208,0.075
"P10","Muy mala",0.025,0.021,0.015,0.075,0.259,0.005
"P10","No sabe",0.011,0.006,0.018,0.008,0.05,0.177
"P11","Muy de acuerdo",0.512,0.128,0.081,0.077,0.063,0.054
"P11","De acuerdo",0.139,0.414,0.154,0.111,0.027,0.071
"P11","Ni de acuerdo ni en desacuerdo",0.187,0.276,0.563,0.385,0.181,0.208
"P11","En desacuerdo",0.053,0.047,0.045,0.205,0.077,0.058
"P11","Muy en desacuerdo",0.024,0.01,0.021,0.078,0.309,0
"P11","No sabe",0.085,0.125,0.136,0.144,0.343,0.609
"P14","Muy de acuerdo",0.519,0.207,0.066,0.06,0.065,0.026
"P14","De acuerdo",0.082,0.204,0.082,0.065,0.013,0.09
"P14","Ni de acuerdo ni en desacuerdo",0.163,0.328,0.449,0.301,0.133,0.187
"P14","En desacuerdo",0.124,0.179,0.22,0.369,0.223,0.196
"P14","Muy en desacuerdo",0.075,0.069,0.119,0.171,0.341,0.177
"P14","No sabe",0.037,0.013,0.064,0.034,0.225,0.324
"P15","Muy de acuerdo",0.74,0.385,0.354,0.218,0.173,0.22
