"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P15","De acuerdo",0.049,0.312,0.207,0.159,0.133,0.372
"P15","Ni de acuerdo ni en desacuerdo",0.114,0.167,0.251,0.185,0.355,0.249
"P15","En desacuerdo",0.049,0.089,0.138,0.309,0.089,0.083
"P15","Muy en desacuerdo",0.048,0.04,0.039,0.126,0.196,0.035
"P15","No sabe",0,0.007,0.011,0.003,0.054,0.041
"P16","Si",0.688,0.423,0.387,0.418,0.446,0.379
"P16","No",0.242,0.354,0.295,0.283,0.348,0.073
"P16","No sabe",0.07,0.223,0.318,0.299,0.206,0.548
"P17","Muy de acuerdo",0.641,0.35,0.332,0.29,0.255,0.26
"P17","De acuerdo",0.156,0.406,0.195,0.189,0.146,0.258
"P17","Ni de acuerdo ni en desacuerdo",0.129,0.178,0.376,0.236,0.146,0.042
"P17","En desacuerdo",0.055,0.038,0.031,0.227,0.215,0.068
"P17","Muy en desacuerdo",0.019,0.008,0.044,0.036,0.235,0.011
"P17","No sabe",0,0.02,0.022,0.022,0.003,0.361
"P19","Muy de acuerdo",0.619,0.3,0.203,0.205,0.079,0.179
"P19","De acuerdo",0.062,0.336,0.14,0.137,0.02,0.181
"P19","Ni de acuerdo ni en desacuerdo",0.201,0.258,0.431,0.156,0.08,0.052
"P19","En desacuerdo",0.073,0.05,0.122,0.391,0.135,0.045
"P19","Muy en desacuerdo",0.038,0.042,0.083,0.083,0.659,0.098
"P19","No sabe",0.007,0.014,0.021,0.028,0.027,0.445
"P20","Autoritaria",0.754,0.464,0.354,0.108,0.085,0.254
"P20","Inexperta negociando",0.103,0.239,0.146,0.103,0.037,0.149
"P20","Indecisa",0.046,0.064,0.121,0.054,0.005,0.027
"P20","Prudente",0.051,0.166,0.077,0.184,0.085,0.363
"P20","Hábil negociando",0.025,0.031,0.088,0.195,0.188,0.011
"P20","Firme y decidido",0.021,0.036,0.214,0.356,0.6,0.196
"P21","Si",0.876,0.689,0.462,0.342,0.299,0.185
"P21","No",0.042,0.199,0.205,0.464,0.5,0.151
"P21","No sabe",0.082,0.112,0.333,0.194,0.201,0.664
"P22","Si",0.745,0.554,0.363,0.201,0.246,0.304
"P22","No",0.128,0.205,0.22,0.462,0.563,0.257
"P22","No sabe",0.127,0.241,0.417,0.337,0.191,0.439
"P25","Muy de acuerdo",0.372,0.169,0.337,0.618,0.709,0.094
"P25","De acuerdo",0.101,0.174,0.144,0.152,0.127,0.451
"P25","Ni de acuerdo ni en desacuerdo",0.047,0.13,0.223,0.124,0.05,0.071
"P25","En desacuerdo",0.136,0.231,0.06,0.032,0.013,0.07
"P25","Muy en desacuerdo",0.34,0.295,0.207,0.074,0.089,0.174
"P25","No sabe",0.004,0.001,0.029,0,0.012,0.14
"P26","Muy de acuerdo",0.34,0.152,0.369,0.61,0.793,0.235
"P26","De acuerdo",0.031,0.181,0.133,0.142,0.041,0.138
"P26","Ni de acuerdo ni en desacuerdo",0.096,0.131,0.149,0.106,0.05,0.208
"P26","En desacuerdo",0.142,0.202,0.073,0.06,0.012,0.046
"P26","Muy en desacuerdo",0.387,0.323,0.231,0.078,0.088,0.221
"P26","No sabe",0.004,0.011,0.045,0.004,0.016,0.152
"P27","Muy buena",0.515,0.254,0.15,0.081,0.129,0.014
"P27","Buena",0.256,0.396,0.237,0.148,0.051,0.334
"P27","Ni buena ni mala",0.137,0.222,0.425,0.392,0.33,0.388
"P27","Mala",0.031,0.061,0.103,0.249,0.093,0.187
"P27","Muy mala",0.061,0.056,0.074,0.112,0.341,0.067
"P27","No sabe",0,0.011,0.011,0.018,0.056,0.01
"P28","Muy buena",0.415,0.157,0.056,0.009,0.018,0.166
"P28","Buena",0.104,0.298,0.207,0.121,0.095,0.092
"P28","Ni buena ni mala",0.342,0.305,0.426,0.288,0.129,0.317
"P28","Mala",0.071,0.113,0.128,0.377,0.143,0.296
"P28","Muy mala",0.059,0.086,0.107,0.165,0.536,0.048
"P28","No sabe",0.009,0.041,0.076,0.04,0.079,0.081
"P29","Muy buena",0.306,0.162,0.029,0.004,0.013,0.077
"P29","Buena",0.106,0.209,0.163,0.086,0.086,0.038
"P29","Ni buena ni mala",0.195,0.266,0.331,0.145,0.059,0.495
"P29","Mala",0.222,0.259,0.271,0.414,0.155,0.167
"P29","Muy mala",0.171,0.101,0.187,0.335,0.556,0.107
"P29","No sabe",0,0.003,0.019,0.016,0.131,0.116
"P30","Muy buena",0.317,0.109,0.023,0.02,0.007,0.045
"P30","Buena",0.122,0.217,0.131,0.103,0.069,0.096
"P30","Ni buena ni mala",0.331,0.45,0.476,0.324,0.219,0.613
"P30","Mala",0.119,0.129,0.155,0.297,0.175,0.068
"P30","Muy mala",0.095,0.085,0.146,0.239,0.43,0.067
"P30","No sabe",0.016,0.01,0.069,0.017,0.1,0.111
"P31","Muy buena",0.409,0.162,0.109,0.031,0.007,0.091
"P31","Buena",0.144,0.26,0.177,0.115,0.007,0.335
"P31","Ni buena ni mala",0.222,0.364,0.339,0.172,0.149,0.214
"P31","Mala",0.098,0.13,0.173,0.282,0.163,0.121
"P31","Muy mala",0.109,0.062,0.164,0.358,0.575,0.196
"P31","No sabe",0.018,0.022,0.038,0.042,0.099,0.043
"P32","Muy buena",0.602,0.273,0.19,0.05,0.077,0.109
"P32","Buena",0.03,0.187,0.061,0.027,0.008,0.086
"P32","Ni buena ni mala",0.147,0.188,0.157,0.035,0.02,0.282
"P32","Mala",0.117,0.163,0.168,0.184,0.128,0.215
"P32","Muy mala",0.1,0.189,0.404,0.659,0.755,0.292
"P32","No sabe",0.004,0,0.02,0.045,0.012,0.016
"P33","Muy buena",0.218,0.097,0.124,0.214,0.198,0.089
"P33","Buena",0.025,0.174,0.185,0.158,0.178,0.086
"P33","Ni buena ni mala",0.097,0.15,0.2,0.179,0.475,0.034
"P33","Mala",0.189,0.229,0.209,0.235,0.015,0.23
"P33","Muy mala",0.469,0.342,0.267,0.185,0.126,0.418
"P33","No sabe",0.002,0.008,0.015,0.029,0.008,0.143
"P34","Muy buena",0.499,0.168,0.087,0.044,0.07,0.023
"P34","Buena",0.151,0.279,0.146,0.069,0.071,0.207
"P34","Ni buena ni mala",0.161,0.162,0.211,0.032,0.053,0.214
"P34","Mala",0.086,0.117,0.207,0.176,0.064,0.217
"P34","Muy mala",0.103,0.253,0.336,0.634,0.738,0.323
"P34","No sabe",0,0.021,0.013,0.045,0.004,0.016
"P35","Muy buena",0.268,0.143,0.309,0.541,0.779,0.215
"P35","Buena",0.026,0.166,0.141,0.136,0.01,0.257
"P35","Ni buena ni mala",0.114,0.117,0.129,0.066,0.069,0.004
"P35","Mala",0.109,0.243,0.101,0.077,0.026,0.092
"P35","Muy mala",0.465,0.331,0.303,0.178,0.116,0.404
"P35","No sabe",0.018,0,0.017,0.002,0,0.028
"P36","Muy buena",0.229,0.14,0.284,0.461,0.423,0.237
"P36","Buena",0.101,0.149,0.211,0.31,0.364,0.215
"P36","Ni buena ni mala",0.07,0.153,0.124,0.07,0.08,0.208
"P36","Mala",0.117,0.175,0.078,0.081,0.031,0.03
"P36","Muy mala",0.483,0.374,0.286,0.078,0.102,0.294
"P36","No sabe",0,0.009,0.017,0,0,0.016
"P37","Muy buena",0.202,0.133,0.181,0.309,0.322,0.088
"P37","Buena",0.104,0.159,0.147,0.183,0.276,0.414
"P37","Ni buena ni mala",0.1,0.198,0.318,0.296,0.189,0.17
"P37","Mala",0.112,0.203,0.086,0.114,0.086,0.01
"P37","Muy mala",0.469,0.291,0.248,0.067,0.111,0.269
"P37","No sabe",0.013,0.016,0.02,0.031,0.016,0.049
"P38","Muy buena",0.349,0.17,0.383,0.61,0.722,0.249
"P38","Buena",0.049,0.241,0.115,0.089,0.048,0.315
"P38","Ni buena ni mala",0.083,0.122,0.176,0.168,0.099,0.138
"P38","Mala",0.103,0.179,0.068,0.067,0.007,0.018
"P38","Muy mala",0.4,0.286,0.242,0.062,0.108,0.252
"P38","No sabe",0.016,0.002,0.016,0.004,0.016,0.028
"P39","Muy buena",0.242,0.102,0.125,0.211,0.226,0.054
"P39","Buena",0.089,0.222,0.211,0.124,0.193,0.311
"P39","Ni buena ni mala",0.278,0.386,0.353,0.429,0.26,0.377
"P39","Mala",0.138,0.154,0.101,0.15,0.134,0.051
"P39","Muy mala",0.223,0.095,0.18,0.063,0.187,0.1
"P39","No sabe",0.03,0.041,0.03,0.023,0,0.107
"P40","Muy buena",0.195,0.111,0.141,0.171,0.39,0.027
"P40","Buena",0.088,0.141,0.142,0.247,0.26,0.122
"P40","Ni buena ni mala",0.101,0.252,0.291,0.323,0.086,0.342
"P40","Mala",0.141,0.156,0.11,0.127,0.099,0.076
"P40","Muy mala",0.44,0.32,0.277,0.108,0.098,0.285
"P40","No sabe",0.035,0.02,0.039,0.024,0.067,0.148
"P41","Muy buena",0.218,0.047,0.108,0.23,0.343,0.034
"P41","Buena",0.064,0.181,0.13,0.227,0.331,0.027
"P41","Ni buena ni mala",0.185,0.335,0.398,0.308,0.093,0.428
"P41","Mala",0.12,0.173,0.103,0.11,0.043,0.115
"P41","Muy mala",0.397,0.174,0.191,0.09,0.109,0.17
"P41","No sabe",0.016,0.09,0.07,0.035,0.081,0.226
