"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P09","Toloza Paz",0.21,0,0.312,0.446,0.422,0.257,0.297,0.225,0.191
"P09","Diego Santilli",0,0,0.34,0.216,0.224,0.301,0.355,0.204,0.343
"P09","Facundo Manes",0,0,0.128,0.182,0.074,0.106,0.109,0.123,0.031
"P09","Florencio Randazzo",0.088,0,0,0,0.013,0.031,0.069,0.065,0
"P09","A la izquierda",0,0,0.009,0,0.014,0.011,0.049,0.031,0.087
"P09","Jose Luis Espert",0.702,0,0.01,0.105,0.105,0.119,0.053,0.033,0.113
"P09","Otros candidatos",0,0,0.201,0.016,0.063,0.054,0.039,0.19,0.137
"P09","Votaría en blanco o anularía",0,0,0,0.035,0.085,0.121,0.029,0.129,0.098
