"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernández","Macri","Lavagna"
"Axel Kicillof a gobernador y Malena Galmarini a intendenta por el Frente de Todos",0.263,0.275,0.252,0.318,0.267,0.26,0.192,0.294,0.259,0.239,0.52,0.068,0.173
"Néstor Grindetti a gobernador y Nicolás Massot a intendente por Juntos por el Cambio",0.175,0.144,0.206,0.138,0.135,0.218,0.267,0.119,0.166,0.249,0.073,0.307,0.203
"Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.187,0.15,0.224,0.086,0.167,0.208,0.332,0.165,0.198,0.194,0.066,0.336,0.033
"Julio Zamora a intendente por un partido vecinal",0.12,0.124,0.117,0.164,0.107,0.137,0.078,0.121,0.136,0.091,0.181,0.071,0.176
"A los candidatos a gobernador y a intendente de la Libertad Avanza",0.196,0.282,0.11,0.26,0.25,0.123,0.08,0.253,0.169,0.181,0.102,0.187,0.24
"A los candidatos a gobernador y a intendente del Frente de Izquierda",0.01,0.008,0.012,0.017,0.011,0.005,0.007,0,0.01,0.021,0.013,0,0
"En blanco",0.016,0.009,0.022,0,0.023,0.015,0.016,0.018,0.018,0.01,0.006,0.006,0.175
"No sabe",0.033,0.008,0.057,0.017,0.04,0.034,0.028,0.03,0.044,0.015,0.039,0.025,0
