"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Muy buena",0.128,0.135,0.12,0.135,0.131,0.112,0.131,0.14,0.12,0.125,0.191,0.088,0.125,0.124,0.092,0.112,0.148,0.167,0.099,0.141
"Buena",0.208,0.2,0.216,0.168,0.187,0.23,0.269,0.154,0.23,0.232,0.295,0.158,0.259,0.222,0.322,0.303,0.153,0.169,0.131,0.168
"Ni buena ni mala",0.308,0.292,0.325,0.342,0.286,0.297,0.341,0.318,0.318,0.286,0.286,0.328,0.303,0.31,0.228,0.373,0.304,0.372,0.283,0.242
"Mala",0.22,0.225,0.216,0.212,0.24,0.226,0.177,0.232,0.212,0.22,0.151,0.244,0.209,0.228,0.237,0.112,0.246,0.132,0.304,0.3
"Muy mala",0.136,0.148,0.123,0.143,0.156,0.135,0.082,0.156,0.12,0.137,0.077,0.182,0.104,0.116,0.121,0.1,0.149,0.16,0.183,0.149
