"fecha","t1 A Tolosa Paz por el Frente de todos","t1 A Santilli y Manes por Juntos","t1 A Del Caño por el Frente de Izquierda","t1 A Espert por Avanza libertad","t1 A Randazo por “Vamos con vos""","t1 A Hotton por “+Valores”","t1 Votaría en blanco o anularía","s1 A Tolosa Paz por el Frente de todos","s1 A Santilli y Manes por Juntos","s1 A Del Caño por el Frente de Izquierda","s1 A Espert por Avanza libertad","s1 A Randazo por “Vamos con vos""","s1 A Hotton por “+Valores”","s1 Votaría en blanco o anularía","s2 A Tolosa Paz por el Frente de todos","s2 A Santilli y Manes por Juntos","s2 A Del Caño por el Frente de Izquierda","s2 A Espert por Avanza libertad","s2 A Randazo por “Vamos con vos""","s2 A Hotton por “+Valores”","s2 Votaría en blanco o anularía","e1 A Tolosa Paz por el Frente de todos","e1 A Santilli y Manes por Juntos","e1 A Del Caño por el Frente de Izquierda","e1 A Espert por Avanza libertad","e1 A Randazo por “Vamos con vos""","e1 A Hotton por “+Valores”","e1 Votaría en blanco o anularía","e2 A Tolosa Paz por el Frente de todos","e2 A Santilli y Manes por Juntos","e2 A Del Caño por el Frente de Izquierda","e2 A Espert por Avanza libertad","e2 A Randazo por “Vamos con vos""","e2 A Hotton por “+Valores”","e2 Votaría en blanco o anularía","e3 A Tolosa Paz por el Frente de todos","e3 A Santilli y Manes por Juntos","e3 A Del Caño por el Frente de Izquierda","e3 A Espert por Avanza libertad","e3 A Randazo por “Vamos con vos""","e3 A Hotton por “+Valores”","e3 Votaría en blanco o anularía","e4 A Tolosa Paz por el Frente de todos","e4 A Santilli y Manes por Juntos","e4 A Del Caño por el Frente de Izquierda","e4 A Espert por Avanza libertad","e4 A Randazo por “Vamos con vos""","e4 A Hotton por “+Valores”","e4 Votaría en blanco o anularía","ed1 A Tolosa Paz por el Frente de todos","ed1 A Santilli y Manes por Juntos","ed1 A Del Caño por el Frente de Izquierda","ed1 A Espert por Avanza libertad","ed1 A Randazo por “Vamos con vos""","ed1 A Hotton por “+Valores”","ed1 Votaría en blanco o anularía","ed2 A Tolosa Paz por el Frente de todos","ed2 A Santilli y Manes por Juntos","ed2 A Del Caño por el Frente de Izquierda","ed2 A Espert por Avanza libertad","ed2 A Randazo por “Vamos con vos""","ed2 A Hotton por “+Valores”","ed2 Votaría en blanco o anularía","ed3 A Tolosa Paz por el Frente de todos","ed3 A Santilli y Manes por Juntos","ed3 A Del Caño por el Frente de Izquierda","ed3 A Espert por Avanza libertad","ed3 A Randazo por “Vamos con vos""","ed3 A Hotton por “+Valores”","ed3 Votaría en blanco o anularía","v1 A Tolosa Paz por el Frente de todos","v1 A Santilli y Manes por Juntos","v1 A Del Caño por el Frente de Izquierda","v1 A Espert por Avanza libertad","v1 A Randazo por “Vamos con vos""","v1 A Hotton por “+Valores”","v1 Votaría en blanco o anularía","v2 A Tolosa Paz por el Frente de todos","v2 A Santilli y Manes por Juntos","v2 A Del Caño por el Frente de Izquierda","v2 A Espert por Avanza libertad","v2 A Randazo por “Vamos con vos""","v2 A Hotton por “+Valores”","v2 Votaría en blanco o anularía","v3 A Tolosa Paz por el Frente de todos","v3 A Santilli y Manes por Juntos","v3 A Del Caño por el Frente de Izquierda","v3 A Espert por Avanza libertad","v3 A Randazo por “Vamos con vos""","v3 A Hotton por “+Valores”","v3 Votaría en blanco o anularía","p1 A Tolosa Paz por el Frente de todos","p1 A Santilli y Manes por Juntos","p1 A Del Caño por el Frente de Izquierda","p1 A Espert por Avanza libertad","p1 A Randazo por “Vamos con vos""","p1 A Hotton por “+Valores”","p1 Votaría en blanco o anularía","p2 A Tolosa Paz por el Frente de todos","p2 A Santilli y Manes por Juntos","p2 A Del Caño por el Frente de Izquierda","p2 A Espert por Avanza libertad","p2 A Randazo por “Vamos con vos""","p2 A Hotton por “+Valores”","p2 Votaría en blanco o anularía","p3 A Tolosa Paz por el Frente de todos","p3 A Santilli y Manes por Juntos","p3 A Del Caño por el Frente de Izquierda","p3 A Espert por Avanza libertad","p3 A Randazo por “Vamos con vos""","p3 A Hotton por “+Valores”","p3 Votaría en blanco o anularía","p4 A Tolosa Paz por el Frente de todos","p4 A Santilli y Manes por Juntos","p4 A Del Caño por el Frente de Izquierda","p4 A Espert por Avanza libertad","p4 A Randazo por “Vamos con vos""","p4 A Hotton por “+Valores”","p4 Votaría en blanco o anularía","p5 A Tolosa Paz por el Frente de todos","p5 A Santilli y Manes por Juntos","p5 A Del Caño por el Frente de Izquierda","p5 A Espert por Avanza libertad","p5 A Randazo por “Vamos con vos""","p5 A Hotton por “+Valores”","p5 Votaría en blanco o anularía","p6 A Tolosa Paz por el Frente de todos","p6 A Santilli y Manes por Juntos","p6 A Del Caño por el Frente de Izquierda","p6 A Espert por Avanza libertad","p6 A Randazo por “Vamos con vos""","p6 A Hotton por “+Valores”","p6 Votaría en blanco o anularía","p7 A Tolosa Paz por el Frente de todos","p7 A Santilli y Manes por Juntos","p7 A Del Caño por el Frente de Izquierda","p7 A Espert por Avanza libertad","p7 A Randazo por “Vamos con vos""","p7 A Hotton por “+Valores”","p7 Votaría en blanco o anularía"
2021-09-22,0.341,0.4,0.048,0.063,0.028,NA,0.12,0.332,0.372,0.07,0.071,0.026,NA,0.129,0.35,0.426,0.027,0.055,0.029,NA,0.113,0.332,0.331,0.084,0.091,0.011,NA,0.151,0.375,0.346,0.038,0.051,0.043,NA,0.147,0.346,0.463,0.036,0.047,0.03,NA,0.078,0.27,0.576,0.021,0.061,0.016,NA,0.056,0.32,0.426,0.046,0.042,0.025,NA,0.141,0.386,0.332,0.05,0.068,0.033,NA,0.131,0.29,0.489,0.047,0.085,0.022,NA,0.067,0.605,0.158,0.051,0.029,0.027,NA,0.13,0.05,0.792,0.024,0.078,0.007,NA,0.049,0.07,0.454,0.066,0.155,0.139,NA,0.116,0.085,0.818,0.005,0.029,0.009,NA,0.054,0.783,0.131,0.018,0.008,0.004,NA,0.056,0.165,0.12,0.411,0.141,0.045,NA,0.118,0.065,0.201,0.102,0.586,0,NA,0.046,0.076,0.194,0.102,0.094,0.221,NA,0.313,0.182,0.245,0.016,0,0.067,NA,0.49,0.202,0.229,0.061,0.074,0.01,NA,0.424
2021-09-23,0.348,0.424,0.044,0.056,0.028,NA,0.1,0.322,0.455,0.057,0.065,0.032,NA,0.069,0.373,0.395,0.031,0.048,0.025,NA,0.128,0.326,0.382,0.065,0.093,0,NA,0.134,0.386,0.378,0.039,0.046,0.046,NA,0.105,0.354,0.47,0.026,0.028,0.051,NA,0.071,0.29,0.554,0.038,0.046,0.011,NA,0.061,0.398,0.411,0.021,0.034,0.033,NA,0.103,0.338,0.387,0.061,0.067,0.032,NA,0.115,0.285,0.514,0.048,0.071,0.015,NA,0.067,0.623,0.173,0.042,0.021,0.028,NA,0.113,0.066,0.79,0.029,0.081,0.007,NA,0.027,0.013,0.661,0.055,0.053,0.152,NA,0.066,0.098,0.834,0.012,0.013,0.013,NA,0.03,0.773,0.138,0.019,0.013,0.013,NA,0.044,0.14,0.13,0.531,0.155,0.016,NA,0.028,0.089,0.31,0.018,0.523,0.009,NA,0.051,0.093,0.233,0.048,0.096,0.21,NA,0.32,0.161,0.244,0.079,0.024,0.077,NA,0.415,0.166,0.229,0.041,0.066,0.011,NA,0.487
2021-09-24,0.359,0.415,0.049,0.057,0.029,NA,0.091,0.312,0.444,0.062,0.074,0.036,NA,0.072,0.402,0.388,0.037,0.042,0.023,NA,0.108,0.366,0.342,0.071,0.086,0.012,NA,0.123,0.378,0.395,0.038,0.046,0.038,NA,0.105,0.333,0.469,0.046,0.056,0.048,NA,0.048,0.339,0.525,0.036,0.034,0.011,NA,0.055,0.421,0.394,0.037,0.033,0.031,NA,0.084,0.348,0.384,0.055,0.072,0.029,NA,0.112,0.28,0.508,0.056,0.069,0.024,NA,0.063,0.617,0.177,0.047,0.02,0.03,NA,0.109,0.091,0.783,0.025,0.077,0.004,NA,0.02,0.098,0.499,0.086,0.116,0.149,NA,0.052,0.108,0.827,0.015,0.02,0.009,NA,0.021,0.769,0.155,0.015,0.018,0.011,NA,0.032,0.162,0.056,0.608,0.127,0.006,NA,0.041,0.099,0.286,0.029,0.469,0.056,NA,0.061,0.129,0.225,0.03,0.11,0.203,NA,0.303,0.164,0.248,0.092,0.025,0.124,NA,0.347,0.277,0.207,0.025,0.068,0,NA,0.423
2021-09-25,0.352,0.401,0.05,0.062,0.033,NA,0.102,0.31,0.429,0.055,0.082,0.04,NA,0.084,0.389,0.376,0.045,0.045,0.027,NA,0.118,0.333,0.307,0.082,0.1,0.024,NA,0.154,0.378,0.381,0.042,0.051,0.038,NA,0.11,0.334,0.455,0.038,0.06,0.038,NA,0.075,0.342,0.535,0.029,0.031,0.031,NA,0.032,0.442,0.349,0.043,0.037,0.031,NA,0.098,0.325,0.381,0.052,0.079,0.041,NA,0.122,0.264,0.516,0.056,0.072,0.022,NA,0.07,0.599,0.168,0.047,0.036,0.038,NA,0.112,0.096,0.767,0.024,0.077,0.006,NA,0.03,0.17,0.425,0.085,0.073,0.149,NA,0.098,0.117,0.822,0.014,0.021,0.012,NA,0.014,0.761,0.147,0.017,0.019,0.013,NA,0.043,0.074,0.052,0.621,0.061,0.084,NA,0.108,0.057,0.243,0.026,0.521,0.043,NA,0.11,0.176,0.231,0.032,0.171,0.152,NA,0.238,0.151,0.163,0.067,0.039,0.099,NA,0.481,0.28,0.169,0.03,0.066,0.028,NA,0.427
2021-09-26,0.363,0.379,0.041,0.075,0.035,NA,0.107,0.324,0.387,0.045,0.096,0.034,NA,0.114,0.398,0.371,0.038,0.056,0.036,NA,0.101,0.364,0.27,0.056,0.132,0.045,NA,0.133,0.38,0.341,0.043,0.068,0.037,NA,0.131,0.32,0.468,0.037,0.056,0.022,NA,0.097,0.377,0.533,0.021,0.021,0.03,NA,0.018,0.442,0.313,0.043,0.046,0.031,NA,0.125,0.348,0.364,0.032,0.091,0.046,NA,0.119,0.27,0.505,0.057,0.089,0.021,NA,0.058,0.602,0.142,0.041,0.044,0.046,NA,0.125,0.109,0.751,0.012,0.09,0.006,NA,0.032,0.162,0.425,0.083,0.104,0.099,NA,0.127,0.126,0.801,0.009,0.043,0.012,NA,0.009,0.782,0.126,0.011,0.02,0.011,NA,0.05,0.095,0.031,0.535,0.078,0.094,NA,0.167,0.043,0.168,0.028,0.618,0.033,NA,0.11,0.228,0.239,0.031,0.148,0.142,NA,0.212,0.092,0.104,0.016,0.028,0.148,NA,0.612,0.372,0.137,0.032,0.045,0.033,NA,0.381
2021-09-27,0.347,0.388,0.039,0.074,0.033,NA,0.119,0.319,0.384,0.043,0.09,0.033,NA,0.131,0.374,0.391,0.036,0.059,0.033,NA,0.107,0.323,0.27,0.058,0.141,0.04,NA,0.168,0.363,0.352,0.049,0.074,0.038,NA,0.124,0.357,0.468,0.021,0.031,0.013,NA,0.11,0.335,0.561,0.009,0.021,0.036,NA,0.038,0.41,0.335,0.029,0.05,0.031,NA,0.145,0.315,0.377,0.046,0.092,0.044,NA,0.126,0.316,0.484,0.041,0.075,0.015,NA,0.069,0.568,0.169,0.051,0.045,0.038,NA,0.129,0.09,0.758,0.007,0.086,0.015,NA,0.044,0.186,0.387,0.056,0.118,0.098,NA,0.155,0.101,0.804,0.011,0.054,0.022,NA,0.008,0.743,0.145,0.024,0.01,0.014,NA,0.064,0.164,0.087,0.371,0.07,0.094,NA,0.214,0.046,0.177,0.014,0.649,0.007,NA,0.107,0.176,0.255,0.068,0.12,0.11,NA,0.271,0.097,0.069,0,0.025,0.102,NA,0.707,0.246,0.235,0.028,0.046,0.041,NA,0.404
2021-09-28,0.361,0.401,0.039,0.067,0.025,NA,0.107,0.329,0.409,0.044,0.088,0.019,NA,0.111,0.392,0.394,0.033,0.046,0.032,NA,0.103,0.371,0.244,0.062,0.15,0.049,NA,0.124,0.374,0.405,0.041,0.053,0.016,NA,0.111,0.362,0.485,0.012,0.018,0.007,NA,0.116,0.31,0.556,0.026,0.023,0.028,NA,0.057,0.414,0.373,0.03,0.033,0.025,NA,0.125,0.322,0.389,0.044,0.096,0.028,NA,0.121,0.353,0.467,0.042,0.065,0.019,NA,0.054,0.595,0.182,0.052,0.023,0.023,NA,0.125,0.088,0.753,0.014,0.09,0.025,NA,0.03,0.14,0.541,0,0.159,0.038,NA,0.122,0.094,0.807,0.013,0.062,0.017,NA,0.007,0.733,0.161,0.025,0.001,0.023,NA,0.057,0.281,0.114,0.38,0,0,NA,0.225,0.047,0.168,0.04,0.675,0.009,NA,0.061,0.151,0.332,0.065,0.04,0.068,NA,0.344,0.225,0.039,0,0,0.123,NA,0.613,0.3,0.291,0.024,0.035,0.009,NA,0.341
2021-09-29,0.373,0.399,0.044,0.052,0.036,NA,0.096,0.327,0.42,0.045,0.083,0.035,NA,0.09,0.418,0.379,0.044,0.021,0.036,NA,0.102,0.464,0.195,0.097,0.092,0.037,NA,0.115,0.374,0.443,0.032,0.047,0.019,NA,0.085,0.344,0.451,0.011,0.041,0.054,NA,0.099,0.258,0.563,0.028,0.012,0.05,NA,0.089,0.414,0.361,0.027,0.03,0.057,NA,0.111,0.358,0.394,0.063,0.066,0.017,NA,0.102,0.339,0.466,0.035,0.059,0.037,NA,0.064,0.659,0.156,0.045,0.017,0.03,NA,0.093,0.058,0.795,0.017,0.065,0.035,NA,0.03,0.133,0.351,0.16,0.154,0.087,NA,0.115,0.082,0.837,0.013,0.04,0.023,NA,0.005,0.775,0.13,0.027,0,0.025,NA,0.043,0.297,0.152,0.359,0,0.042,NA,0.15,0.055,0.296,0.065,0.553,0.02,NA,0.011,0.135,0.251,0.117,0.05,0.129,NA,0.318,0.236,0.14,0,0.073,0.026,NA,0.525,0.218,0.258,0.03,0.068,0.067,NA,0.359
2021-09-30,0.373,0.367,0.061,0.074,0.049,NA,0.076,0.301,0.384,0.078,0.119,0.06,NA,0.058,0.441,0.35,0.045,0.032,0.04,NA,0.092,0.458,0.174,0.123,0.121,0.08,NA,0.044,0.393,0.381,0.04,0.08,0.026,NA,0.08,0.299,0.44,0.037,0.05,0.064,NA,0.11,0.277,0.566,0.04,0.011,0.035,NA,0.071,0.393,0.316,0.063,0.05,0.07,NA,0.108,0.383,0.377,0.066,0.073,0.035,NA,0.066,0.323,0.426,0.048,0.115,0.045,NA,0.043,0.685,0.12,0.043,0.023,0.059,NA,0.07,0.057,0.743,0.048,0.109,0.028,NA,0.015,0.066,0.421,0.146,0.165,0.127,NA,0.075,0.067,0.843,0.026,0.039,0.012,NA,0.013,0.817,0.08,0.03,0.002,0.03,NA,0.041,0.281,0.083,0.464,0.017,0.073,NA,0.082,0.005,0.177,0.055,0.754,0.004,NA,0.005,0.204,0.224,0.129,0.065,0.182,NA,0.196,0.247,0.163,0.089,0.061,0.021,NA,0.419,0.114,0.285,0.047,0.088,0.218,NA,0.248
2021-10-01,0.37,0.366,0.056,0.071,0.046,NA,0.091,0.311,0.37,0.074,0.11,0.058,NA,0.077,0.423,0.362,0.04,0.037,0.034,NA,0.104,0.437,0.217,0.112,0.094,0.072,NA,0.068,0.389,0.357,0.038,0.076,0.035,NA,0.105,0.297,0.436,0.039,0.073,0.053,NA,0.102,0.309,0.539,0.034,0.021,0.019,NA,0.078,0.376,0.307,0.068,0.046,0.061,NA,0.142,0.396,0.367,0.055,0.072,0.034,NA,0.076,0.311,0.451,0.041,0.109,0.045,NA,0.043,0.649,0.117,0.054,0.025,0.06,NA,0.095,0.082,0.761,0.029,0.088,0.017,NA,0.023,0.125,0.342,0.097,0.247,0.117,NA,0.072,0.087,0.823,0.027,0.027,0.01,NA,0.026,0.807,0.084,0.025,0.01,0.018,NA,0.056,0.247,0.189,0.405,0.051,0.041,NA,0.067,0.017,0.249,0.002,0.694,0.033,NA,0.005,0.207,0.168,0.09,0.106,0.232,NA,0.197,0.134,0.122,0.098,0.05,0.022,NA,0.574,0.176,0.278,0.056,0.074,0.164,NA,0.252
