"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.367,0.188,0.167,0.285
"P07","De Cambiemos",0.311,0.444,0.412,0.188
"P07","De los Liberales libertarios",0.137,0.2,0.247,0.166
"P07","De la Izquierda",0.015,0.02,0.053,0.02
"P07","Otros",0.078,0.065,0.046,0.065
"P07","No sabe",0.092,0.083,0.075,0.276
"P08","A Alberto Fernández",0.162,0.19,0.088,0
"P08","A Sergio Massa",0.213,0.134,0.139,0.343
"P08","A algún candidato del peronismo",0.329,0.15,0.172,0.556
"P08","A algún candidato del kirchnerismo",0.296,0.526,0.601,0.101
"P09","A Alberto Fernández",0.136,0.131,0.046,0
"P09","A Sergio Massa",0.153,0.099,0.066,0.265
"P09","A algún candidato del peronismo",0.276,0.162,0.155,0.29
"P09","A Cristina Fernández de Kirchner",0.435,0.608,0.733,0.445
"P10","A Horacio Rodriguez Larreta",0.255,0.23,0.202,0.121
"P10","A Mauricio Macri",0.32,0.358,0.28,0.251
"P10","A Patricia Bullrich",0.331,0.342,0.417,0.342
"P10","A Facundo Manes",0.06,0.037,0.066,0.183
"P10","A Gerardo Morales",0.034,0.033,0.035,0.103
"P11","A Juntos por el Cambio",0.211,0.375,0.438,0.184
"P11","Al Frente de Todos",0.161,0.148,0.155,0.041
"P11","A Hacemos por Córdoba",0.419,0.18,0.084,0.225
"P11","A los liberales libertarios de Milei",0.08,0.12,0.184,0.19
"P11","A Encuentro Vecinal Córdoba",0.025,0.045,0.021,0.034
"P11","Al Frente de Izquierda",0.028,0.038,0.054,0.14
"P11","No sabe",0.076,0.094,0.064,0.186
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.656,0.673,0.657,0.248
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.187,0.267,0.313,0.752
"P12","No sabe",0.157,0.06,0.03,0
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.21,0.502,0.464,0.143
"P13","A Martín Llaryora por Hacemos por Córdoba",0.593,0.104,0.075,0.292
"P13","Al candidato del Frente de Todos",0.077,0.134,0.134,0.066
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.044,0.101,0.144,0.204
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.013,0.037,0.033,0.034
"P13","Al candidato del Frente de Izquierda",0.008,0.03,0.043,0.031
"P13","Votaría en blanco",0.01,0.034,0.053,0.019
"P13","No sabe",0.045,0.058,0.054,0.211
"P15","A Luis Juez por Juntos por el Cambio",0.207,0.465,0.428,0.293
"P15","A Martín Llaryora por Hacemos por Córdoba",0.612,0.146,0.117,0.198
"P15","Al candidato del Frente de Todos",0.071,0.114,0.142,0.066
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.045,0.119,0.152,0.147
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.014,0.041,0.034,0.034
"P15","Al candidato del Frente de Izquierda",0.008,0.037,0.048,0.02
"P15","Votaría en blanco",0.004,0.026,0.034,0.019
"P15","No sabe",0.039,0.052,0.045,0.223
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.261,0.498,0.479,0.223
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.515,0.126,0.081,0.284
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.079,0.118,0.127,0.066
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.037,0.117,0.153,0.138
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.016,0.04,0.026,0.006
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.008,0.024,0.063,0.02
"P17","Votaría en blanco",0.019,0.024,0.023,0.019
"P17","No sabe",0.065,0.053,0.048,0.244
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.219,0.52,0.451,0.247
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.552,0.114,0.065,0.27
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.08,0.126,0.133,0.066
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.052,0.103,0.155,0.138
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.014,0.041,0.029,0.034
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.012,0.027,0.062,0.02
"P18","Votaría en blanco",0.015,0.026,0.043,0.049
"P18","No sabe",0.056,0.043,0.062,0.176
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.227,0.519,0.465,0.266
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.548,0.122,0.064,0.227
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.066,0.115,0.143,0.099
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.051,0.11,0.174,0.122
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.015,0.034,0.027,0.006
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.012,0.023,0.053,0.02
"P19","Votaría en blanco",0.023,0.036,0.035,0.033
"P19","No sabe",0.058,0.041,0.039,0.227
"P20","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.226,0.509,0.453,0.218
"P20","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdo-ba",0.565,0.122,0.064,0.26
"P20","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.062,0.106,0.134,0.066
"P20","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.048,0.129,0.167,0.198
"P20","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.014,0.034,0.027,0.042
"P20","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.007,0.022,0.047,0.012
"P20","Votaría en blanco",0.021,0.027,0.052,0.033
"P20","No sabe",0.057,0.051,0.056,0.171
"P21","Lo votaría",0.237,0.376,0.4,0.13
"P21","Puede que lo vote",0.256,0.282,0.188,0.289
"P21","Nunca lo votaría",0.503,0.342,0.412,0.502
"P21","No sabe",0.004,0,0,0.079
"P22","Lo votaría",0.554,0.132,0.107,0.259
"P22","Puede que lo vote",0.261,0.299,0.076,0.172
"P22","Nunca lo votaría",0.181,0.569,0.817,0.49
"P22","No sabe",0.004,0,0,0.079
"P23","Lo votaría",0.217,0.39,0.355,0.226
"P23","Puede que lo vote",0.201,0.222,0.168,0.254
"P23","Nunca lo votaría",0.578,0.388,0.477,0.389
"P23","No sabe",0.004,0,0,0.131
"P24","Lo votaría",0.13,0.133,0.109,0.046
"P24","Puede que lo vote",0.201,0.185,0.118,0.243
"P24","Nunca lo votaría",0.664,0.682,0.773,0.553
"P24","No sabe",0.005,0,0,0.158
"P25","Positiva",0.388,0.452,0.474,0.137
"P25","Neutra",0.348,0.348,0.241,0.309
"P25","Negativa",0.225,0.169,0.268,0.066
