"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Del Frente de Todos y el peronismo",0.4,0.328,0.188,0.155,0.183,0.285
"P07","De Cambiemos",0.316,0.305,0.444,0.474,0.332,0.188
"P07","De los Liberales libertarios",0.11,0.169,0.2,0.239,0.257,0.166
"P07","De la Izquierda",0.013,0.016,0.02,0.024,0.091,0.02
"P07","Otros",0.094,0.059,0.065,0.034,0.061,0.065
"P07","No sabe",0.067,0.123,0.083,0.074,0.076,0.276
"P08","A Alberto Fernández",0.134,0.205,0.19,0.068,0.11,0
"P08","A Sergio Massa",0.235,0.179,0.134,0.14,0.138,0.343
"P08","A algún candidato del peronismo",0.435,0.167,0.15,0.178,0.165,0.556
"P08","A algún candidato del kirchnerismo",0.196,0.449,0.526,0.614,0.587,0.101
"P09","A Alberto Fernández",0.127,0.151,0.131,0.055,0.037,0
"P09","A Sergio Massa",0.162,0.14,0.099,0.039,0.095,0.265
"P09","A algún candidato del peronismo",0.345,0.17,0.162,0.151,0.159,0.29
"P09","A Cristina Fernández de Kirchner",0.366,0.539,0.608,0.755,0.709,0.445
"P10","A Horacio Rodriguez Larreta",0.257,0.253,0.23,0.167,0.265,0.121
"P10","A Mauricio Macri",0.285,0.364,0.358,0.312,0.222,0.251
"P10","A Patricia Bullrich",0.351,0.305,0.342,0.429,0.395,0.342
"P10","A Facundo Manes",0.066,0.053,0.037,0.066,0.067,0.183
"P10","A Gerardo Morales",0.041,0.025,0.033,0.026,0.051,0.103
"P11","A Juntos por el Cambio",0.181,0.248,0.375,0.476,0.39,0.184
"P11","Al Frente de Todos",0.14,0.186,0.148,0.143,0.169,0.041
"P11","A Hacemos por Córdoba",0.543,0.268,0.18,0.068,0.103,0.225
"P11","A los liberales libertarios de Milei",0.05,0.116,0.12,0.201,0.164,0.19
"P11","A Encuentro Vecinal Córdoba",0.023,0.028,0.045,0.023,0.019,0.034
"P11","Al Frente de Izquierda",0.013,0.046,0.038,0.032,0.083,0.14
"P11","No sabe",0.05,0.108,0.094,0.057,0.072,0.186
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.617,0.691,0.673,0.659,0.655,0.248
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.154,0.216,0.267,0.303,0.327,0.752
"P12","No sabe",0.229,0.093,0.06,0.038,0.018,0
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.159,0.272,0.502,0.536,0.372,0.143
"P13","A Martín Llaryora por Hacemos por Córdoba",0.721,0.437,0.104,0.065,0.087,0.292
"P13","Al candidato del Frente de Todos",0.042,0.12,0.134,0.122,0.148,0.066
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.022,0.072,0.101,0.136,0.155,0.204
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.01,0.017,0.037,0.027,0.041,0.034
"P13","Al candidato del Frente de Izquierda",0.007,0.01,0.03,0.022,0.071,0.031
"P13","Votaría en blanco",0.008,0.011,0.034,0.041,0.068,0.019
"P13","No sabe",0.031,0.061,0.058,0.051,0.058,0.211
"P15","A Luis Juez por Juntos por el Cambio",0.177,0.244,0.465,0.475,0.369,0.293
"P15","A Martín Llaryora por Hacemos por Córdoba",0.711,0.491,0.146,0.117,0.118,0.198
"P15","Al candidato del Frente de Todos",0.046,0.102,0.114,0.128,0.159,0.066
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.026,0.068,0.119,0.152,0.152,0.147
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.008,0.02,0.041,0.037,0.03,0.034
"P15","Al candidato del Frente de Izquierda",0.004,0.013,0.037,0.019,0.085,0.02
"P15","Votaría en blanco",0.001,0.008,0.026,0.037,0.03,0.019
"P15","No sabe",0.027,0.054,0.052,0.035,0.057,0.223
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.208,0.325,0.498,0.539,0.402,0.223
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.632,0.373,0.126,0.071,0.093,0.284
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.056,0.105,0.118,0.119,0.139,0.066
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.024,0.053,0.117,0.165,0.137,0.138
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.01,0.024,0.04,0.028,0.024,0.006
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.005,0.011,0.024,0.023,0.113,0.02
"P17","Votaría en blanco",0.019,0.02,0.024,0.017,0.032,0.019
"P17","No sabe",0.046,0.089,0.053,0.038,0.06,0.244
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.172,0.276,0.52,0.527,0.354,0.247
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.672,0.406,0.114,0.063,0.067,0.27
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.059,0.105,0.126,0.131,0.136,0.066
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.035,0.072,0.103,0.142,0.172,0.138
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.01,0.02,0.041,0.03,0.029,0.034
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.013,0.011,0.027,0.026,0.108,0.02
"P18","Votaría en blanco",0.012,0.019,0.026,0.031,0.058,0.049
"P18","No sabe",0.027,0.091,0.043,0.05,0.076,0.176
