"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P07","Del Frente de Todos y el peronismo",0.103,0.13,0.404,0.147
"P07","De Cambiemos",0.623,0.437,0.188,0.219
"P07","De los Liberales libertarios",0.158,0.261,0.17,0.219
"P07","De la Izquierda",0.013,0.011,0.043,0.036
"P07","Otros",0.04,0.068,0.086,0.077
"P07","No sabe",0.063,0.093,0.109,0.302
"P08","A Alberto Fernández",0.154,0.283,0.137,0.179
"P08","A Sergio Massa",0.413,0.173,0.157,0.042
"P08","A algún candidato del peronismo",0.343,0.31,0.258,0.131
"P08","A algún candidato del kirchnerismo",0.09,0.234,0.448,0.648
"P09","A Alberto Fernández",0.17,0.238,0.082,0.082
"P09","A Sergio Massa",0.298,0.063,0.119,0
"P09","A algún candidato del peronismo",0.336,0.316,0.208,0.055
"P09","A Cristina Fernández de Kirchner",0.196,0.383,0.591,0.863
"P10","A Horacio Rodriguez Larreta",0.245,0.176,0.264,0
"P10","A Mauricio Macri",0.303,0.351,0.309,0.237
"P10","A Patricia Bullrich",0.384,0.345,0.325,0.594
"P10","A Facundo Manes",0.037,0.087,0.065,0.13
"P10","A Gerardo Morales",0.031,0.041,0.037,0.039
"P11","A Juntos por el Cambio",0.592,0.374,0.127,0.14
"P11","Al Frente de Todos",0.071,0.065,0.237,0.051
"P11","A Hacemos por Córdoba",0.166,0.214,0.322,0.206
"P11","A los liberales libertarios de Milei",0.077,0.18,0.128,0.175
"P11","A Encuentro Vecinal Córdoba",0.022,0.023,0.035,0.016
"P11","Al Frente de Izquierda",0.008,0.032,0.064,0.089
"P11","No sabe",0.064,0.112,0.087,0.323
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.576,0.831,0.658,0.408
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.396,0.105,0.098,0.136
"P12","No sabe",0.028,0.064,0.244,0.456
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.577,0.506,0.163,0.111
"P13","A Martín Llaryora por Hacemos por Córdoba",0.191,0.226,0.405,0.279
"P13","Al candidato del Frente de Todos",0.032,0.051,0.179,0.035
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.064,0.114,0.102,0.119
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.025,0.024,0.025,0.026
"P13","Al candidato del Frente de Izquierda",0.008,0.005,0.041,0.058
"P13","Votaría en blanco",0.039,0.019,0.029,0.067
"P13","No sabe",0.064,0.055,0.056,0.305
"P15","A Luis Juez por Juntos por el Cambio",0.726,0.392,0.097,0.14
"P15","A Martín Llaryora por Hacemos por Córdoba",0.175,0.306,0.432,0.272
"P15","Al candidato del Frente de Todos",0.027,0.035,0.181,0.023
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.039,0.134,0.113,0.138
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.01,0.042,0.032,0.005
"P15","Al candidato del Frente de Izquierda",0.003,0.012,0.05,0.051
"P15","Votaría en blanco",0.004,0.024,0.029,0.049
"P15","No sabe",0.016,0.055,0.066,0.322
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.751,0.492,0.119,0.081
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.162,0.216,0.377,0.263
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.015,0.041,0.183,0.011
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.034,0.141,0.111,0.132
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.01,0.018,0.036,0.005
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.002,0.01,0.053,0.069
"P17","Votaría en blanco",0.011,0.014,0.037,0.054
"P17","No sabe",0.015,0.068,0.084,0.385
