"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"No estaba enterado",0.346,0.376,0.317,0.311,0.329,0.378,0.415,0.552,0.34,0.183,0.353,0.349,0.202,0.458,0.25,0,0,0
"De acuerdo",0.412,0.432,0.393,0.541,0.381,0.35,0.368,0.284,0.465,0.45,0.241,0.55,0.033,0.06,0.64,0,0,0
"En desacuerdo",0.158,0.147,0.167,0.127,0.188,0.172,0.093,0.061,0.113,0.295,0.288,0.053,0.732,0.342,0.063,0,0,0
"No sabe",0.084,0.045,0.123,0.021,0.102,0.1,0.124,0.103,0.082,0.072,0.118,0.048,0.033,0.14,0.047,0,0,0
