"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Alberto Fernández",0.373,0.271,0.484,0.3,0.393,0.209,0.723,0.861,0.21,0.307,0.428,0.435,0,0.33,0.589,0,0,0
"El actual gobierno de Javier Milei",0.458,0.568,0.34,0.435,0.437,0.654,0.237,0.123,0.473,0.641,0.443,0.565,0.98,0.653,0.411,0,0,0
"No sabe",0.169,0.161,0.176,0.265,0.17,0.137,0.04,0.016,0.317,0.052,0.129,0,0.02,0.017,0,0,0,0
