"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Gobierno nacional",0.277,0.22,0.333,0.314,0.244,0.243,0.358,0.219,0.254,0.354,0.574,0.071,0.777,0.509,0.143,0,0,0
"Gobierno provincial",0.513,0.539,0.488,0.402,0.569,0.592,0.436,0.425,0.51,0.587,0.193,0.717,0.223,0.317,0.687,0,0,0
"No sabe",0.21,0.241,0.179,0.284,0.187,0.165,0.206,0.356,0.236,0.059,0.233,0.212,0,0.174,0.17,0,0,0
