"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Si",0.65,0.726,0.573,0.665,0.652,0.635,0.638,0.655,0.558,0.78,0.585,0.679,0.891,0.556,0.751,0,0,0
"No",0.35,0.274,0.427,0.335,0.348,0.365,0.362,0.345,0.442,0.22,0.415,0.321,0.109,0.444,0.249,0,0,0
