"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P11","A Tolosa Paz por el Frente de todos",0.904,1,0.317,0.5,0.386,0.311,0.319,0.326,0.563
"P11","A Santilli y Manes por Juntos",0.096,0,0.446,0.175,0.313,0.401,0.473,0.305,0.332
"P11","A Del Caño por el Frente de Izquierda",0,0,0.028,0,0,0,0.028,0.041,0
"P11","A Espert por Avanza libertad",0,0,0.1,0.291,0.189,0.096,0.029,0.16,0
"P11","A Randazo por “Vamos con vos""",0,0,0,0,0.024,0.034,0.003,0.043,0.025
"P11","A Hotton por “+Valores”",0,0,0,0,0,0,0.037,0.012,0
"P11","Votaría en blanco o anularía",0,0,0.109,0.034,0.088,0.158,0.111,0.113,0.08
