"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","A Tolosa Paz por el Frente de todos",0.847,0.419,0.106,0.499
"P11","A Santilli y Manes por Juntos",0.043,0.386,0.517,0.261
"P11","A Del Caño por el Frente de Izquierda",0.022,0.021,0.027,0.01
"P11","A Espert por Avanza libertad",0.008,0.057,0.196,0.036
"P11","A Randazo por “Vamos con vos""",0.019,0,0.044,0
"P11","A Hotton por “+Valores”",0,0,0.027,0
"P11","Votaría en blanco o anularía",0.061,0.117,0.083,0.194
