"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","A Tolosa Paz por el Frente de todos",0.817,0.443,0.186,0.358
"P11","A Santilli y Manes por Juntos",0.062,0.254,0.516,0.237
"P11","A Del Caño por el Frente de Izquierda",0.027,0.013,0.024,0.029
"P11","A Espert por Avanza libertad",0,0.081,0.156,0.087
"P11","A Randazo por “Vamos con vos""",0.033,0.029,0.02,0
"P11","A Hotton por “+Valores”",0,0.035,0.007,0
"P11","Votaría en blanco o anularía",0.061,0.145,0.091,0.289
