"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.882,0.197,0.015,0.011
"P06","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.008,0.233,0.661,0.012
"P06","En blanco",0.107,0.269,0.222,0.334
"P06","Aun no tengo decidido mi voto",0.003,0.301,0.102,0.643
"P08","Totalmente seguro",0.757,0.416,0.661,0.115
"P08","Bastante seguro",0.103,0.18,0.07,0.109
"P08","Algo seguro",0.09,0.127,0.119,0.142
"P08","Para nada seguro",0.05,0.277,0.15,0.634
"P09","Tiene Decidido que va a ir a votar",0.972,0.649,0.79,0.394
"P09","Tiene dudas sobre si va a ir a  votar",0.002,0.302,0.047,0.427
"P09","Tiene Decidido que no va a ir a votar",0.026,0.049,0.163,0.179
"P11","Lo votaría",0.051,0.105,0.636,0.019
"P11","Puede que lo vote",0.055,0.38,0.144,0
"P11","Nunca lo votaría",0.799,0.36,0.209,0.285
"P11","No sabe",0.095,0.155,0.011,0.696
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",1,0.131,0.149,0.902
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0,0.869,0.851,0.098
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",1,0.084,0,0
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0,0.016,0.029,0.012
"P14","En blanco",0,0.9,0.971,0.988
