"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.051,0.002,0.096,0,0,0.13,0.191,0,0.064,0.113,0,0,1,0.058
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.016,0.021,0.011,0,0,0.026,0.077,0,0.013,0.046,0.011,0,0,0.023
"En blanco",0.933,0.977,0.893,1,1,0.844,0.732,1,0.923,0.841,0.989,1,0,0.919
