"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.384,0.487,0.29,0.361,0.308,0.59,0.347,0.692,0.131,0.312,0.267,0.559,1,0.282
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.616,0.513,0.71,0.639,0.692,0.41,0.653,0.308,0.869,0.688,0.733,0.441,0,0.718
