"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P21","Forma parte del Frente de Todos",0.24,0.158,0.275,0.236,0.265,0.435,0.352,0.277,0.138
"P21","Es un hombre de Massa",0.149,0.41,0.346,0.046,0.034,0.226,0.222,0.127,0.147
"P21","Es un peronista independiente de centro",0.217,0.095,0.065,0.046,0.055,0.145,0.176,0.071,0.098
"P21","Es un oportunista y está donde le conviene",0.155,0.047,0.13,0.035,0.269,0.104,0.1,0.259,0.336
"P21","No sabe",0.056,0.167,0.057,0.357,0.066,0.046,0.135,0.146,0.152
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.191,0.088,0.275,0.564,0.072,0.076,0.108,0.074,0.237
"P22","Son aliados tácticos pero lo ocultan",0.173,0.121,0.067,0.166,0.205,0.076,0.044,0.131,0.114
"P22","Son adversarios políticos",0.36,0.542,0.316,0.178,0.296,0.574,0.575,0.656,0.314
"P22","No sabe",0.276,0.249,0.342,0.092,0.427,0.274,0.273,0.139,0.335
"P23","Son lo mismo, ambos son de Massa",0.338,0.111,0.179,0.023,0.253,0.211,0.057,0.269,0.267
"P23","Son aliados en el Frente de Todos pero compiten",0.342,0.731,0.28,0.264,0.252,0.423,0.647,0.349,0.227
"P23","Son enemigos porque Zamora traicionó a Massa",0.12,0.011,0.247,0.319,0.153,0.185,0.013,0.254,0.213
"P23","No sabe",0.2,0.147,0.294,0.394,0.342,0.181,0.283,0.128,0.293
"P25","La seguridad",0.192,0.285,0.091,0.01,0.093,0.175,0.013,0.053,0.222
"P25","El tránsito",0.172,0.046,0.083,0.054,0.109,0.066,0.053,0.034,0.115
"P25","El arreglo de las calles",0.231,0.332,0.164,0.358,0.251,0.119,0.174,0.409,0.175
"P25","El estado de las escuelas y la educación",0.094,0.058,0.251,0.183,0.051,0.076,0.235,0.119,0.072
"P25","El sistema de salud",0.163,0.169,0.209,0.075,0.31,0.255,0.288,0.259,0.079
"P25","El deporte y la cultura",0.015,0,0.114,0.003,0.03,0.24,0.012,0,0.013
"P25","La obra pública",0.029,0.074,0.021,0,0.03,0.016,0,0.028,0.057
"P25","La luminaria",0.039,0.009,0.016,0,0.025,0,0,0.079,0.016
"P25","No sabe",0.065,0.027,0.051,0.317,0.101,0.053,0.225,0.019,0.251
"P26","Agua corriente y cloacas",0.35,0.453,0.541,0.107,0.294,0.426,0.371,0.58,0.47
"P26","Energía eléctrica",0.165,0.051,0.055,0.182,0.365,0.086,0.068,0.235,0.094
"P26","Red de gas natural",0.027,0.284,0.143,0.038,0.036,0.169,0.022,0.04,0.031
"P26","Recolección de residuos",0.2,0.051,0.051,0.353,0.132,0.078,0.106,0.047,0.133
"P26","Ninguno",0.258,0.161,0.21,0.32,0.173,0.241,0.433,0.098,0.272
"P27","Los robos",0.217,0.268,0.262,0.311,0.368,0.205,0.372,0.227,0.344
"P27","El narcotráfico",0.241,0.375,0.275,0.24,0.17,0.294,0.168,0.535,0.175
"P27","La ausencia de patrulleros y personal policial",0.232,0.052,0.129,0.062,0.163,0.122,0.114,0.098,0.202
"P27","Otro",0.137,0.116,0.088,0.027,0.058,0.275,0.331,0.084,0.188
"P27","Ninguno",0.173,0.189,0.246,0.36,0.241,0.104,0.015,0.056,0.091
"P28","Frente de Todos y el peronismo",0.296,0.575,0.576,0.243,0.327,0.368,0.818,0.19,0.161
"P28","Cambiemos",0.259,0.188,0.166,0.121,0.22,0.164,0.061,0.491,0.348
"P28","Liberales Libertarios",0.35,0.117,0.017,0.283,0.357,0.194,0.044,0.174,0.211
"P28","Izquierda",0.053,0.02,0.053,0.024,0,0.137,0.077,0.043,0.018
"P28","No sabe",0.042,0.1,0.188,0.329,0.096,0.137,0,0.102,0.262
"P30","A Alberto Fernández",0.211,0.315,0.046,0.814,0.044,0,0,0.548,0.056
"P30","A Sergio Massa",0.251,0.025,0.662,0.127,0.515,0.214,0.171,0.136,0.31
"P30","A algún candidato del peronismo",0.37,0.304,0.172,0,0.41,0.469,0.4,0.227,0.587
"P30","A algún candidato del kirchnerismo",0.168,0.356,0.12,0.059,0.031,0.317,0.429,0.089,0.047
"P31","A Alberto Fernández",0.207,0.242,0.049,0.812,0.151,0,0,0.406,0.493
"P31","A Sergio Massa",0.271,0.034,0.621,0.128,0.421,0.418,0.16,0.132,0.136
"P31","A algún candidato del peronismo",0.377,0.082,0.158,0,0.417,0.421,0.425,0.215,0.326
"P31","A Cristina Fernández de Kirchner",0.145,0.642,0.172,0.06,0.011,0.161,0.415,0.247,0.045
"P32","A Horacio Rodriguez Larreta",0.256,0.254,0.208,0.331,0.256,0.159,0.229,0.444,0.201
"P32","A Mauricio Macri",0.144,0.081,0.33,0.189,0.163,0.073,0,0.22,0.379
"P32","A Patricia Bullrich",0.514,0.191,0.047,0.259,0.257,0.148,0.105,0.265,0.236
"P32","A Facundo Manes",0.049,0.149,0.091,0.221,0.261,0.62,0.638,0.061,0.077
"P32","A Gerardo Morales",0.037,0.325,0.324,0,0.063,0,0.028,0.01,0.107
"P33","Seguro lo votaria",0.355,0.18,0.156,0.139,0.076,0.148,0.107,0.208,0.346
"P33","Quizás lo votaría",0.219,0.086,0.399,0.328,0.214,0.182,0,0.348,0.163
"P33","Nunca lo votaría",0.426,0.734,0.445,0.533,0.71,0.67,0.893,0.444,0.491
"P34","Muy buena",0.094,0.256,0.094,0.235,0.025,0.148,0.217,0.102,0.068
"P34","Buena",0.169,0.125,0.283,0.048,0.245,0.175,0.251,0.11,0.027
"P34","Ni buena ni mala",0.186,0.16,0.297,0.054,0.133,0.388,0.272,0.051,0.225
"P34","Mala",0.095,0.312,0.084,0.025,0.053,0.097,0.051,0.272,0.073
"P34","Muy mala",0.456,0.147,0.242,0.638,0.544,0.192,0.209,0.435,0.574
"P34","No sabe",0,0,0,0,0,0,0,0.03,0.033
"P35","Muy buena",0.178,0.159,0.213,0.046,0.215,0.077,0,0.246,0.221
"P35","Buena",0.223,0.135,0.145,0.125,0.085,0.071,0.053,0.272,0.164
"P35","Ni buena ni mala",0.123,0.198,0.121,0.497,0.055,0.183,0.04,0.18,0.238
"P35","Mala",0.192,0.058,0.166,0.029,0.273,0.235,0.22,0.151,0.084
"P35","Muy mala",0.284,0.45,0.334,0.303,0.372,0.403,0.687,0.151,0.249
"P35","No sabe",0,0,0.021,0,0,0.031,0,0,0.044
"P36","Muy buena",0.285,0.409,0.298,0.063,0.243,0.308,0.506,0.157,0.138
"P36","Buena",0.067,0.279,0.127,0,0.115,0.146,0.175,0.038,0.047
"P36","Ni buena ni mala",0.106,0.087,0.193,0.294,0.026,0.135,0.06,0,0.122
"P36","Mala",0.027,0.069,0.039,0.052,0.029,0.074,0.132,0.02,0.035
"P36","Muy mala",0.513,0.156,0.343,0.591,0.587,0.306,0.127,0.785,0.617
"P36","No sabe",0.002,0,0,0,0,0.031,0,0,0.041
"P37","Muy buena",0.127,0.104,0.082,0.046,0.059,0.14,0.035,0.171,0.09
"P37","Buena",0.124,0.173,0.097,0.484,0.184,0.273,0.065,0.322,0.208
"P37","Ni buena ni mala",0.225,0.271,0.364,0.308,0.112,0.262,0.208,0.21,0.262
"P37","Mala",0.114,0.162,0.135,0.026,0.234,0.123,0.169,0.122,0.089
"P37","Muy mala",0.36,0.29,0.203,0.136,0.397,0.19,0.493,0.168,0.282
"P37","No sabe",0.05,0,0.119,0,0.014,0.012,0.03,0.007,0.069
"P38","Muy buena",0.095,0.143,0.119,0.054,0.054,0.113,0.127,0.141,0.106
"P38","Buena",0.138,0.095,0.152,0.075,0.242,0.308,0.464,0.048,0.032
"P38","Ni buena ni mala",0.268,0.427,0.326,0.188,0.183,0.148,0.094,0.046,0.193
"P38","Mala",0.091,0.141,0.069,0.605,0.034,0.226,0.107,0.254,0.097
"P38","Muy mala",0.408,0.194,0.334,0.078,0.473,0.173,0.208,0.506,0.544
"P38","No sabe",0,0,0,0,0.014,0.032,0,0.005,0.028
"P39","Muy buena",0.344,0.058,0.137,0.019,0.207,0.127,0.065,0.275,0.32
"P39","Buena",0.147,0.101,0.13,0.175,0.217,0.165,0.055,0.218,0.114
"P39","Ni buena ni mala",0.131,0.342,0.295,0.061,0.205,0.222,0.035,0.249,0.177
"P39","Mala",0.108,0.069,0.113,0,0.114,0.131,0.143,0.06,0.08
"P39","Muy mala",0.27,0.43,0.297,0.745,0.257,0.299,0.702,0.198,0.215
"P39","No sabe",0,0,0.028,0,0,0.056,0,0,0.094
"P40","Muy buena",0.307,0.066,0.137,0.421,0.181,0.106,0,0.203,0.22
"P40","Buena",0.112,0.244,0.03,0.044,0.285,0.084,0.094,0.123,0.147
"P40","Ni buena ni mala",0.2,0.083,0.419,0.079,0.079,0.09,0.034,0.407,0.271
"P40","Mala",0.114,0.16,0.077,0.037,0.095,0.31,0.11,0.089,0.157
"P40","Muy mala",0.253,0.447,0.203,0.332,0.333,0.364,0.762,0.178,0.162
"P40","No sabe",0.014,0,0.134,0.087,0.027,0.046,0,0,0.043
