"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Julio Zamora por el Frente de Todos",0.316,0.29,0.341,0.27,0.331,0.305,0.373,0.305,0.392,0.206,0.361,0.256,0.296,0.478,0.247,0.129
"A Malena Galmarini por el Frente de Todos",0.132,0.136,0.128,0.099,0.165,0.12,0.107,0.159,0.117,0.119,0.141,0.121,0.127,0.201,0.05,0.189
"A Segundo Cernadas por Cambiemos",0.221,0.22,0.221,0.139,0.199,0.312,0.284,0.242,0.183,0.255,0.177,0.288,0.237,0.082,0.38,0.266
"A Nicolás Massot por Cambiemos",0.077,0.071,0.084,0.092,0.064,0.085,0.081,0.08,0.054,0.112,0.085,0.045,0.083,0.051,0.112,0
"Al candidato de los liberales libertarios",0.119,0.182,0.058,0.256,0.099,0.059,0.03,0.116,0.123,0.116,0.085,0.156,0.138,0.06,0.133,0.243
"A Paula Akerfeld por el Frente de Izquierda",0.045,0.025,0.065,0.063,0.048,0.02,0.045,0.007,0.056,0.079,0.063,0.057,0.023,0.063,0.007,0
"No sabe",0.09,0.076,0.103,0.081,0.094,0.099,0.08,0.091,0.075,0.113,0.088,0.077,0.096,0.065,0.071,0.173
