"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Son lo mismo aunque estén en espacios politoca diferentes",0.182,0.246,0.12,0.342,0.14,0.093,0.171,0.2,0.191,0.143,0.126,0.4,0.153,0.175,0.127,0.301
"Son aliados tácticos pero lo ocultan",0.127,0.158,0.098,0.085,0.151,0.134,0.118,0.142,0.104,0.145,0.143,0.075,0.132,0.111,0.16,0.04
"Son adversarios políticos",0.403,0.357,0.447,0.411,0.358,0.511,0.351,0.287,0.437,0.5,0.462,0.277,0.393,0.385,0.45,0.511
"No sabe",0.288,0.239,0.335,0.162,0.351,0.262,0.36,0.371,0.268,0.212,0.269,0.248,0.322,0.329,0.263,0.148
