"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P54","Muy mala",0.387,0.233,0.252,0.312
"P54","No sabe",0.006,0.052,0.028,0.012
"P55","Muy buena",0.141,0.255,0.181,0.124
"P55","Buena",0.148,0.122,0.179,0.118
"P55","Ni buena ni mala",0.179,0.289,0.267,0.297
"P55","Mala",0.13,0.142,0.11,0.116
"P55","Muy mala",0.394,0.165,0.233,0.306
"P55","No sabe",0.008,0.027,0.03,0.039
"P56","Muy buena",0.148,0.173,0.175,0.213
"P56","Buena",0.156,0.183,0.214,0.257
"P56","Ni buena ni mala",0.109,0.225,0.216,0.127
"P56","Mala",0.164,0.155,0.14,0.081
"P56","Muy mala",0.422,0.244,0.241,0.283
"P56","No sabe",0.001,0.02,0.014,0.039
"P57","Muy buena",0.179,0.118,0.091,0.18
"P57","Buena",0.148,0.074,0.057,0.116
"P57","Ni buena ni mala",0.184,0.189,0.162,0.124
"P57","Mala",0.144,0.14,0.21,0.179
"P57","Muy mala",0.322,0.373,0.38,0.345
"P57","No sabe",0.023,0.106,0.1,0.056
"P58","Muy buena",0.102,0.041,0.052,0.1
"P58","Buena",0.18,0.141,0.189,0.165
"P58","Ni buena ni mala",0.333,0.374,0.301,0.389
"P58","Mala",0.16,0.107,0.156,0.186
"P58","Muy mala",0.195,0.237,0.223,0.126
"P58","No sabe",0.03,0.1,0.079,0.034
"P59","Muy buena",0.052,0.048,0.021,0.057
"P59","Buena",0.118,0.114,0.155,0.199
"P59","Ni buena ni mala",0.284,0.353,0.34,0.283
"P59","Mala",0.121,0.117,0.12,0.159
"P59","Muy mala",0.328,0.235,0.203,0.248
"P59","No sabe",0.097,0.133,0.161,0.054
"P60","Siempre",0.251,0.335,0.206,0.355
"P60","Casi siempre",0.379,0.307,0.422,0.417
"P60","Casi nunca",0.27,0.289,0.25,0.168
"P60","Nunca, pero esta es una excepción",0.1,0.069,0.122,0.06
"P61","Si",0.544,0.608,0.419,0.545
"P61","No",0.456,0.392,0.581,0.455
